match_key,market_key,family,selection,point,team_side,best_price,consensus_fair_odds,books,sources,snapshots_count,dispersion_pct,steam_score
soccer|belgium|luxembourg|2026-06-05,h2h|belgium||home,h2h,Belgium,,home,1.01,1.009,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,0.196,
soccer|belgium|luxembourg|2026-06-05,h2h|draw||,h2h,Draw,,,55.0,35.54,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,2.028,
soccer|belgium|luxembourg|2026-06-05,h2h|luxembourg||away,h2h,Luxembourg,,away,140.0,103.125,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,0.52,
soccer|belgium|luxembourg|2026-06-05,spreads|belgium|-6.00|home,spreads,Belgium,-6.0,home,1.975,1.975,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,spreads|luxembourg|6.00|away,spreads,Luxembourg,6.0,away,1.825,1.825,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|6.50|,totals,Over,6.5,,1.95,1.9336,"[""Bet365"", ""Unibet"", ""Sbobet""]","[""odds_api_io""]",3,1.35,
soccer|belgium|luxembourg|2026-06-05,totals|under|6.50|,totals,Under,6.5,,1.85,1.813,"[""Bet365"", ""Unibet"", ""Sbobet""]","[""odds_api_io""]",3,3.417,
soccer|belgium|luxembourg|2026-06-05,totals|over|2.50|,totals,Over,2.5,,1.02,1.02,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|2.50|,totals,Under,2.5,,11.0,11.0,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,doubleChance|x2||,doubleChance,X2,,,21.0,1.8567,"[""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",2,94.248,
soccer|belgium|luxembourg|2026-06-05,totals|over|5.50|,totals,Over,5.5,,1.46,1.46,"[""Unibet""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|5.50|,totals,Under,5.5,,2.4,2.4,"[""Unibet""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|4.50|,totals,Over,4.5,,1.21,1.21,"[""Unibet""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|4.50|,totals,Under,4.5,,3.7,3.7,"[""Unibet""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|8.50|,totals,Over,8.5,,3.85,3.85,"[""Unibet""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|8.50|,totals,Under,8.5,,1.19,1.19,"[""Unibet""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|7.50|,totals,Over,7.5,,2.65,2.65,"[""Unibet""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|7.50|,totals,Under,7.5,,1.38,1.38,"[""Unibet""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,doubleChance|12||,doubleChance,12,,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|5.75|,totals,Over,5.75,,1.44,1.44,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|5.75|,totals,Under,5.75,,2.18,2.18,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|7.00|,totals,Over,7.0,,1.91,1.91,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|7.00|,totals,Under,7.0,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|3.25|,totals,Over,3.25,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|3.25|,totals,Under,3.25,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|3.50|,totals,Over,3.5,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|3.50|,totals,Under,3.5,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|6.00|,totals,Over,6.0,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|6.00|,totals,Under,6.0,,2.14,2.14,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|6.25|,totals,Over,6.25,,1.51,1.51,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|6.25|,totals,Under,6.25,,1.65,1.65,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|3.75|,totals,Over,3.75,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|3.75|,totals,Under,3.75,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|7.25|,totals,Over,7.25,,2.32,2.32,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|7.25|,totals,Under,7.25,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|over|6.75|,totals,Over,6.75,,1.76,1.76,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,totals|under|6.75|,totals,Under,6.75,,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,btts|yes||,btts,Yes,,,4.1,4.1,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,btts|no||,btts,No,,,1.27,1.27,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,spreads|belgium|1.00|home,spreads,Belgium,1.0,home,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,spreads|luxembourg|-1.00|away,spreads,Luxembourg,-1.0,away,1.01,1.01,"[""Betfair Exchange""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,spreads|belgium|-5.75|home,spreads,Belgium,-5.75,home,1.71,1.71,"[""Sbobet""]","[""odds_api_io""]",1,,
soccer|belgium|luxembourg|2026-06-05,spreads|luxembourg|5.75|away,spreads,Luxembourg,5.75,away,2.09,2.09,"[""Sbobet""]","[""odds_api_io""]",1,,
soccer|albania|slovenia|2026-06-05,h2h|slovenia||home,h2h,Slovenia,,home,2.201,2.091,"[""Bet365"", ""Betfair Exchange"", ""Sbobet"", ""1xbet"", ""pinnacle"", ""interwetten"", ""unibet"", ""novibet"", ""bwin"", ""sportingbet"", ""betway"", ""william-hill"", ""bet365"", ""marathon"", ""oddssafari-consensus"", ""bzzoiro""]","[""odds_api_io"", ""bzzoiro""]",16,6.95,
soccer|albania|slovenia|2026-06-05,h2h|draw||,h2h,Draw,,,3.35,3.1357,"[""Bet365"", ""Betfair Exchange"", ""Sbobet"", ""1xbet"", ""pinnacle"", ""interwetten"", ""unibet"", ""novibet"", ""bwin"", ""sportingbet"", ""betway"", ""william-hill"", ""bet365"", ""marathon"", ""oddssafari-consensus"", ""bzzoiro""]","[""odds_api_io"", ""bzzoiro""]",16,4.632,
soccer|albania|slovenia|2026-06-05,h2h|albania||away,h2h,Albania,,away,4.2,3.533,"[""Bet365"", ""Betfair Exchange"", ""Sbobet"", ""1xbet"", ""pinnacle"", ""interwetten"", ""unibet"", ""novibet"", ""bwin"", ""sportingbet"", ""betway"", ""william-hill"", ""bet365"", ""marathon"", ""oddssafari-consensus"", ""bzzoiro""]","[""odds_api_io"", ""bzzoiro""]",16,6.494,
soccer|albania|slovenia|2026-06-05,dnb|slovenia|0.00|home,dnb,Slovenia,0.0,home,1.5,1.4688,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,2.778,
soccer|albania|slovenia|2026-06-05,dnb|albania|0.00|away,dnb,Albania,0.0,away,2.98,2.7233,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,6.443,
soccer|albania|slovenia|2026-06-05,spreads|slovenia|-0.50|home,spreads,Slovenia,-0.5,home,2.04,2.0181,"[""Bet365"", ""Betfair Exchange"", ""Sbobet""]","[""odds_api_io""]",3,1.613,
soccer|albania|slovenia|2026-06-05,spreads|albania|0.50|away,spreads,Albania,0.5,away,1.89,1.8382,"[""Bet365"", ""Betfair Exchange"", ""Sbobet""]","[""odds_api_io""]",3,2.646,
soccer|albania|slovenia|2026-06-05,totals|over|2.25|,totals,Over,2.25,,2.02,1.9829,"[""Bet365"", ""Betfair Exchange"", ""Sbobet""]","[""odds_api_io""]",3,1.777,
soccer|albania|slovenia|2026-06-05,totals|under|2.25|,totals,Under,2.25,,1.9,1.8497,"[""Bet365"", ""Betfair Exchange"", ""Sbobet""]","[""odds_api_io""]",3,2.924,
soccer|albania|slovenia|2026-06-05,totals|over|2.50|,totals,Over,2.5,,2.53,2.3208,"[""Bet365"", ""Betfair Exchange"", ""1xbet""]","[""odds_api_io"", ""bzzoiro""]",3,5.929,
soccer|albania|slovenia|2026-06-05,totals|under|2.50|,totals,Under,2.5,,1.71,1.6545,"[""Bet365"", ""Betfair Exchange"", ""1xbet""]","[""odds_api_io"", ""bzzoiro""]",3,4.06,
soccer|albania|slovenia|2026-06-05,spreads|slovenia|-2.00|home,spreads,Slovenia,-2.0,home,10.5,8.5561,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,5.182,
soccer|albania|slovenia|2026-06-05,spreads|albania|2.00|away,spreads,Albania,2.0,away,1.25,1.1445,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,11.743,
soccer|albania|slovenia|2026-06-05,spreads|slovenia|-1.75|home,spreads,Slovenia,-1.75,home,5.59,4.9959,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,4.333,
soccer|albania|slovenia|2026-06-05,spreads|albania|1.75|away,spreads,Albania,1.75,away,1.19,1.1797,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,1.436,
soccer|albania|slovenia|2026-06-05,spreads|slovenia|-1.25|home,spreads,Slovenia,-1.25,home,3.67,3.4785,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,3.055,
soccer|albania|slovenia|2026-06-05,spreads|albania|1.25|away,spreads,Albania,1.25,away,6.8,2.1561,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,62.217,
soccer|albania|slovenia|2026-06-05,spreads|slovenia|-1.00|home,spreads,Slovenia,-1.0,home,4.2,3.3124,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,11.278,
soccer|albania|slovenia|2026-06-05,spreads|albania|1.00|away,spreads,Albania,1.0,away,6.4,2.1186,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,56.317,
soccer|albania|slovenia|2026-06-05,spreads|slovenia|-0.75|home,spreads,Slovenia,-0.75,home,2.4,2.3752,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,0.887,
soccer|albania|slovenia|2026-06-05,spreads|albania|0.75|away,spreads,Albania,0.75,away,4.25,2.3478,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,37.446,
soccer|albania|slovenia|2026-06-05,spreads|slovenia|-0.25|home,spreads,Slovenia,-0.25,home,1.75,1.7466,"[""Bet365"", ""Betfair Exchange"", ""Sbobet""]","[""odds_api_io""]",3,0.328,
soccer|albania|slovenia|2026-06-05,spreads|albania|0.25|away,spreads,Albania,0.25,away,3.0,2.3786,"[""Bet365"", ""Betfair Exchange"", ""Sbobet""]","[""odds_api_io""]",3,14.514,
soccer|albania|slovenia|2026-06-05,spreads|slovenia|0.00|home,spreads,Slovenia,0.0,home,1.5,1.4688,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,2.778,
