match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|el bayadh|es mostaganem|2026-06-05,odds_api_io,71652416,soccer,Algeria - Ligue 1,ES Mostaganem,El Bayadh,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Algeria - Ligue 1"", ""odds_api_io_id"": 71652416, ""raw_event"": {""away"": ""El Bayadh"", ""awayId"": 133466, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""ES Mostaganem"", ""homeId"": 186100, ""id"": 71652416, ""league"": {""name"": ""Algeria - Ligue 1"", ""slug"": ""algeria-ligue-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,doubleChance,Без ничьи,12,,,,Unibet,odds_api_io,76.64,63.0,59.88,,,61.52,,,h2h_ensemble,27.874,1.052,1.019,,ensemble,,insufficient_history,,,,,,
soccer|es setif|paradou|2026-06-05,odds_api_io,71652422,soccer,Algeria - Ligue 1,Paradou AC,ES Setif,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Algeria - Ligue 1"", ""odds_api_io_id"": 71652422, ""raw_event"": {""away"": ""ES Setif"", ""awayId"": 41756, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""Paradou AC"", ""homeId"": 238138, ""id"": 71652422, ""league"": {""name"": ""Algeria - Ligue 1"", ""slug"": ""algeria-ligue-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,ES Setif,away,away,-0.75,,Betfair Exchange,odds_api_io,49.77,46.36,45.57,,,62.26,,,xg_spread,106.712,1.058,1.035,,ensemble,,insufficient_history,,,,,,
soccer|mb rouissat|usm khenchela|2026-06-05,odds_api_io,71652420,soccer,Algeria - Ligue 1,USM Khenchela,MB Rouissat,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Algeria - Ligue 1"", ""odds_api_io_id"": 71652420, ""raw_event"": {""away"": ""MB Rouissat"", ""awayId"": 300448, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""USM Khenchela"", ""homeId"": 300444, ""id"": 71652420, ""league"": {""name"": ""Algeria - Ligue 1"", ""slug"": ""algeria-ligue-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,USM Khenchela,home,home,-1.5,,Betfair Exchange,odds_api_io,53.48,69.11,72.75,,,63.7,,,xg_spread,233.457,1.236,0.888,,ensemble,,insufficient_history,,,,,,
soccer|sak celovec klagenfurt|tsu matrei|2026-06-05,odds_api_io,61898676,soccer,"Austria Amateur - Karnten, Karntner Liga",SAK Celovec/Klagenfurt,Tsu Matrei,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Austria Amateur - Karnten, Karntner Liga"", ""odds_api_io_id"": 61898676, ""raw_event"": {""away"": ""Tsu Matrei"", ""awayId"": 460297, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""SAK Celovec/Klagenfurt"", ""homeId"": 2142, ""id"": 61898676, ""league"": {""name"": ""Austria Amateur - Karnten, Karntner Liga"", ""slug"": ""austria-amateur-karnten-karntner-liga""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,SAK Celovec/Klagenfurt,home,home,-1.75,,Betfair Exchange,odds_api_io,78.39,77.65,77.49,,,55.09,,,market_simple_spreads,223.156,,,,market_signal,,insufficient_history,,,,,,
soccer|krimice|tachov|2026-06-05,odds_api_io,66605742,soccer,Czechia - Divize A,FK Krimice,FK Tachov,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Czechia - Divize A"", ""odds_api_io_id"": 66605742, ""raw_event"": {""away"": ""FK Tachov"", ""awayId"": 76759, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""FK Krimice"", ""homeId"": 1174411, ""id"": 66605742, ""league"": {""name"": ""Czechia - Divize A"", ""slug"": ""czechia-divize-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|csk uhersky brod|nove sady|2026-06-05,odds_api_io,66054264,soccer,Czechia - Divize E,CSK Uhersky Brod,FK Nove Sady,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Czechia - Divize E"", ""odds_api_io_id"": 66054264, ""raw_event"": {""away"": ""FK Nove Sady"", ""awayId"": 259959, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""CSK Uhersky Brod"", ""homeId"": 35249, ""id"": 66054264, ""league"": {""name"": ""Czechia - Divize E"", ""slug"": ""czechia-divize-e""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|brumov|tatran vsechovice|2026-06-05,odds_api_io,66054272,soccer,Czechia - Divize E,Tatran Vsechovice,FC Brumov,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Czechia - Divize E"", ""odds_api_io_id"": 66054272, ""raw_event"": {""away"": ""FC Brumov"", ""awayId"": 24774, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""Tatran Vsechovice"", ""homeId"": 433802, ""id"": 66054272, ""league"": {""name"": ""Czechia - Divize E"", ""slug"": ""czechia-divize-e""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|musan salama|nurmijarven jalkapalloseura|2026-06-05,odds_api_io,69108846,soccer,Finland - Kakkonen Playoffs,Musan Salama,Nurmijarven Jalkapalloseura,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Finland - Kakkonen Playoffs"", ""odds_api_io_id"": 69108846, ""raw_event"": {""away"": ""Nurmijarven Jalkapalloseura"", ""awayId"": 195214, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""Musan Salama"", ""homeId"": 192684, ""id"": 69108846, ""league"": {""name"": ""Finland - Kakkonen Playoffs"", ""slug"": ""finland-kakkonen-playoffs""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,Musan Salama,home,home,-2.0,,Betfair Exchange,odds_api_io,29.36,69.17,79.91,,,62.52,,,xg_spread,249.881,1.686,3.75,,sstats_form,,insufficient_history,,,,,,
soccer|eif akademi|sexypoxyt|2026-06-05,odds_api_io,69920666,soccer,Finland - Kolmonen,EIF Akademi,Sexypoxyt,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Finland - Kolmonen"", ""odds_api_io_id"": 69920666, ""raw_event"": {""away"": ""Sexypoxyt"", ""awayId"": 35992, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""EIF Akademi"", ""homeId"": 283501, ""id"": 69920666, ""league"": {""name"": ""Finland - Kolmonen"", ""slug"": ""finland-kolmonen""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,EIF Akademi,home,home,-3.25,,Bet365,odds_api_io,52.85,28.08,22.73,,,57.95,,,xg_spread,48.78,1.336,1.051,,clubelo,,insufficient_history,,,,,,
soccer|kontu|mps atletico malmi|2026-06-05,odds_api_io,69921154,soccer,Finland - Kolmonen,FC Kontu,MPS/Atletico Malmi,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Finland - Kolmonen"", ""odds_api_io_id"": 69921154, ""raw_event"": {""away"": ""MPS/Atletico Malmi"", ""awayId"": 194962, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""FC Kontu"", ""homeId"": 22376, ""id"": 69921154, ""league"": {""name"": ""Finland - Kolmonen"", ""slug"": ""finland-kolmonen""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|blackbird jyvaskyla|jjk jyvaskyla 2|2026-06-05,odds_api_io,70711932,soccer,Finland - Kolmonen,JJK Jyvaskyla/2,FC Blackbird Jyvaskyla,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Finland - Kolmonen"", ""odds_api_io_id"": 70711932, ""raw_event"": {""away"": ""FC Blackbird Jyvaskyla"", ""awayId"": 22374, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""JJK Jyvaskyla/2"", ""homeId"": 1243499, ""id"": 70711932, ""league"": {""name"": ""Finland - Kolmonen"", ""slug"": ""finland-kolmonen""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|jjk jyvaskyla 2|komeetat|2026-06-05,odds_api_io,69924356,soccer,Finland - Kolmonen,Komeetat,JJK Jyvaskyla/2,2026-06-05T16:00:00+00:00,mid,"{""competition"": ""Finland - Kolmonen"", ""odds_api_io_id"": 69924356, ""raw_event"": {""away"": ""JJK Jyvaskyla/2"", ""awayId"": 1243499, ""date"": ""2026-06-05T16:00:00Z"", ""home"": ""Komeetat"", ""homeId"": 731239, ""id"": 69924356, ""league"": {""name"": ""Finland - Kolmonen"", ""slug"": ""finland-kolmonen""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
