match_key,kickoff_utc,league_name,home_team,away_team,odds_sources_count,odds_sources,price_confirmations,books_count,context_sources_count,context_sources,has_odds,has_context,ready_for_model,ready_for_publish,need_price_confirmations,need_odds_sources,need_context_sources,missing
soccer|thor ka|throttur r|2026-06-22,2026-06-22T18:00:00+00:00,"Iceland - Urvalsdeild, Women",Thor/KA,Throttur R,1,odds_api_io,120,4,3,day_inventory|model_xg|sstats,True,True,True,True,0,0,0,
2026-06-22|thor ka|throttur r,2026-06-22T18:00:00+00:00,"Iceland - Urvalsdeild, Women",Thor/KA,Throttur R,1,odds_api_io,120,4,2,day_inventory|sstats,True,True,True,True,0,0,0,
soccer|breidablik|vestmannaeyjar|2026-06-22,2026-06-22T18:00:00+00:00,"Iceland - Urvalsdeild, Women",Vestmannaeyjar,Breidablik,1,odds_api_io,35,3,3,day_inventory|model_xg|sstats,True,True,True,True,0,0,0,
2026-06-22|vestmannaeyjar|breidablik,2026-06-22T18:00:00+00:00,"Iceland - Urvalsdeild, Women",Vestmannaeyjar,Breidablik,1,odds_api_io,3,3,0,,True,False,False,False,0,0,1,context_sources
soccer|binacional|cusco|2026-06-22,2026-06-22T18:00:00+00:00,"Peru - Copa de la Liga, Group F",Deportivo Binacional,Cusco,1,odds_api_io,170,4,3,model_xg|openligadb|sstats,True,True,True,True,0,0,0,
2026-06-22|deportivo binacional|cusco,2026-06-22T18:00:00+00:00,"Peru - Copa de la Liga, Group F",Deportivo Binacional,Cusco,1,odds_api_io,4,4,0,,True,False,False,False,0,0,1,context_sources
2026-06-22|juventud las piedras|racing montevideo,2026-06-22T18:00:00+00:00,"Uruguay - Tercera Division, Reserves",Juventud de Las Piedras,Racing Club Montevideo,1,odds_api_io,1,0,2,sstats|weather,True,True,True,True,0,0,0,
soccer|juventud las piedras|racing montevideo|2026-06-22,2026-06-22T18:00:00+00:00,"Uruguay - Tercera Division, Reserves",Juventud de Las Piedras,Racing Club Montevideo,0,,0,0,2,sstats|weather,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
soccer|liverpool montevideo|river plate|2026-06-22,2026-06-22T18:00:00+00:00,"Uruguay - Tercera Division, Reserves",Liverpool Montevideo,River Plate,1,odds_api_io,129,2,3,day_inventory|model_xg|sstats,True,True,True,True,0,0,0,
2026-06-22|liverpool montevideo|river plate,2026-06-22T18:00:00+00:00,"Uruguay - Tercera Division, Reserves",Liverpool Montevideo,River Plate,1,odds_api_io,129,2,2,day_inventory|sstats,True,True,True,True,0,0,0,
soccer|nacional montevideo|progreso|2026-06-22,2026-06-22T18:00:00+00:00,"Uruguay - Tercera Division, Reserves",Progreso,Nacional Montevideo,1,odds_api_io,112,1,1,sstats,True,True,True,True,0,0,0,
2026-06-22|progreso|nacional montevideo,2026-06-22T18:00:00+00:00,"Uruguay - Tercera Division, Reserves",Progreso,Nacional Montevideo,1,odds_api_io,1,1,0,,True,False,False,False,0,0,1,context_sources
soccer|penarol montevideo|wanderers|2026-06-22,2026-06-22T18:00:00+00:00,"Uruguay - Tercera Division, Reserves",Wanderers,Penarol Montevideo,1,odds_api_io,129,2,1,sstats,True,True,True,True,0,0,0,
2026-06-22|wanderers|penarol montevideo,2026-06-22T18:00:00+00:00,"Uruguay - Tercera Division, Reserves",Wanderers,Penarol Montevideo,1,odds_api_io,2,2,0,,True,False,False,False,0,0,1,context_sources
soccer|bohemians d|shelbourne|2026-06-22,2026-06-22T18:45:00+00:00,Ireland - Premier Division,Shelbourne,Bohemians D.,1,odds_api_io,1,0,2,sstats|weather,True,True,True,True,0,0,0,
soccer|bohemians|shelbourne|2026-06-22,2026-06-22T18:45:00+00:00,Irish Premier Division,Shelbourne,Bohemians,1,odds_api_io,167,4,4,day_inventory|model_xg|openligadb|sstats,True,True,True,True,0,0,0,
soccer|kazma|qadsia|2026-06-22,2026-06-22T18:45:00+00:00,"Kuwait - Premier League, Championship Group",Qadsia,Kazma,1,odds_api_io,161,4,3,model_xg|openligadb|sstats,True,True,True,True,0,0,0,
2026-06-22|qadsia|kazma,2026-06-22T18:45:00+00:00,"Kuwait - Premier League, Championship Group",Qadsia,Kazma,1,odds_api_io,4,4,0,,True,False,False,False,0,0,1,context_sources
soccer|derry city|shamrock|2026-06-22,2026-06-22T19:00:00+00:00,Ireland - Premier Division,Shamrock,Derry City,1,odds_api_io,161,4,3,model_xg|openligadb|sstats,True,True,True,True,0,0,0,
2026-06-22|shamrock|derry city,2026-06-22T19:00:00+00:00,Ireland - Premier Division,Shamrock,Derry City,1,odds_api_io,4,4,0,,True,False,False,False,0,0,1,context_sources
soccer|akranes|kr reykjavik|2026-06-22,2026-06-22T19:15:00+00:00,Iceland - Efsta deild,KR Reykjavik,Akranes,1,odds_api_io,145,4,2,model_xg|sstats,True,True,True,True,0,0,0,
2026-06-22|kr reykjavik|akranes,2026-06-22T19:15:00+00:00,Iceland - Efsta deild,KR Reykjavik,Akranes,1,odds_api_io,4,4,0,,True,False,False,False,0,0,1,context_sources
soccer|fram|stjarnan|2026-06-22,2026-06-22T19:15:00+00:00,"Iceland - Urvalsdeild, Women",Stjarnan,Fram,1,odds_api_io,36,3,1,sstats,True,True,True,True,0,0,0,
2026-06-22|stjarnan|fram,2026-06-22T19:15:00+00:00,"Iceland - Urvalsdeild, Women",Stjarnan,Fram,1,odds_api_io,3,3,0,,True,False,False,False,0,0,1,context_sources
soccer|atletico grau|pirata|2026-06-22,2026-06-22T20:15:00+00:00,"Peru - Copa de la Liga, Group D",Atletico Grau,Pirata,1,odds_api_io,160,4,2,model_xg|sstats,True,True,True,True,0,0,0,
2026-06-22|atletico grau|pirata,2026-06-22T20:15:00+00:00,"Peru - Copa de la Liga, Group D",Atletico Grau,Pirata,1,odds_api_io,160,4,1,sstats,True,True,True,True,0,0,0,
2026-06-22|france|iraq,2026-06-22T21:00:00+00:00,International - FIFA World Cup,France,Iraq,1,odds_api_io,1,0,1,bzzoiro,True,True,True,True,0,0,0,
2026-06-22|ca talleres cordoba|huracan,2026-06-22T22:00:00+00:00,"Argentina - Primera Division A, Women, Apertura",CA Talleres de Cordoba,Huracan,1,odds_api_io,1,0,0,,True,False,False,False,0,0,1,context_sources
2026-06-22|confianca|guarani,2026-06-22T22:30:00+00:00,Brazil - Brasileiro Serie C,Confianca,Guarani,1,odds_api_io,158,4,1,sstats,True,True,True,True,0,0,0,
2026-06-22|ponte preta|gremio novorizontino,2026-06-22T23:00:00+00:00,Brazil - Brasileiro Serie B,Ponte Preta,Gremio Novorizontino,1,odds_api_io,5,5,1,bzzoiro,True,True,True,True,0,0,0,
2026-06-22|vermont green|hartford athletic,2026-06-22T23:00:00+00:00,USA - USL W League,Vermont Green,Hartford Athletic,1,odds_api_io,1,0,0,,True,False,False,False,0,0,1,context_sources
2026-06-22|ca 9 julio rafaela|linqueno,2026-06-22T23:15:00+00:00,"Argentina - Torneo Federal A, Group 1",CA 9 de Julio Rafaela,Linqueno,1,odds_api_io,111,3,1,sstats,True,True,True,True,0,0,0,
2026-06-22|paisley athletic|long island rough riders,2026-06-22T23:30:00+00:00,USA - USL W League,Paisley Athletic FC,Long Island Rough Riders,1,odds_api_io,1,1,0,,True,False,False,False,0,0,1,context_sources
2026-06-23|norway|senegal,2026-06-23T00:00:00+00:00,International - FIFA World Cup,Norway,Senegal,1,odds_api_io,1,0,1,bzzoiro,True,True,True,True,0,0,0,
2026-06-23|jordan|algeria,2026-06-23T03:00:00+00:00,World Cup 2026,Jordan,Algeria,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|gold coast knights|eastern suburbs,2026-06-23T09:30:00+00:00,NPL Queensland,Gold Coast Knights,Eastern Suburbs,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|bfa vilnius|kauno zalgiris,2026-06-23T15:00:00+00:00,Cup - Quarter-finals,BFA Vilnius,Kauno Zalgiris,0,,0,0,0,,False,False,False,False,1,1,1,price_confirmations|independent_odds_sources|context_sources
2026-06-23|lahti|turun palloseura,2026-06-23T15:00:00+00:00,Veikkausliiga,FC Lahti,Turun Palloseura,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|kuopion palloseura|ilves,2026-06-23T15:00:00+00:00,Veikkausliiga,Kuopion Palloseura,Ilves,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|vps|oulu,2026-06-23T15:00:00+00:00,Veikkausliiga,VPS,AC Oulu,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|minija|panevezys,2026-06-23T15:30:00+00:00,Cup - Quarter-finals,FK Minija,FK Panevezys,0,,0,0,0,,False,False,False,False,1,1,1,price_confirmations|independent_odds_sources|context_sources
2026-06-23|ff jaro|if gnistan,2026-06-23T16:00:00+00:00,Veikkausliiga,FF Jaro,IF Gnistan,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|inter turku|sjk,2026-06-23T16:00:00+00:00,Veikkausliiga,Inter Turku,SJK,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|ifk mariehamn|hjk,2026-06-23T17:00:00+00:00,Veikkausliiga,IFK Mariehamn,HJK,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|portugal|uzbekistan,2026-06-23T17:00:00+00:00,World Cup 2026,Portugal,Uzbekistan,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|england|ghana,2026-06-23T20:00:00+00:00,World Cup 2026,England,Ghana,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|america mineiro|criciuma,2026-06-23T23:00:00+00:00,Brasileirão Serie B,América Mineiro,Criciúma,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
2026-06-23|panama|croatia,2026-06-23T23:00:00+00:00,World Cup 2026,Panama,Croatia,0,,0,0,1,bzzoiro,False,True,False,False,1,1,0,price_confirmations|independent_odds_sources
