match_key,market_key,provider,bookmaker,family,selection,price,observed_at,point,team_side,source_event_id,metadata,schema_version
soccer|herentals|manica diamonds|2026-07-21,totals|under|6.00|,odds_api_io,Betfair Exchange,totals,Under,1.02,2026-07-21T05:09:15.459017+00:00,6.0,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|under|6.25|,odds_api_io,Betfair Exchange,totals,Under,1.02,2026-07-21T05:09:15.459017+00:00,6.25,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|over|6.50|,odds_api_io,Betfair Exchange,totals,Over,1.21,2026-07-21T05:09:15.459017+00:00,6.5,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|under|6.50|,odds_api_io,Betfair Exchange,totals,Under,1.01,2026-07-21T05:09:15.459017+00:00,6.5,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|over|6.75|,odds_api_io,Betfair Exchange,totals,Over,1.2,2026-07-21T05:09:15.459017+00:00,6.75,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|over|7.00|,odds_api_io,Betfair Exchange,totals,Over,1.21,2026-07-21T05:09:15.459017+00:00,7.0,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|over|7.25|,odds_api_io,Betfair Exchange,totals,Over,1.21,2026-07-21T05:09:15.459017+00:00,7.25,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|under|7.25|,odds_api_io,Betfair Exchange,totals,Under,1.01,2026-07-21T05:09:15.459017+00:00,7.25,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|over|7.50|,odds_api_io,Betfair Exchange,totals,Over,1.21,2026-07-21T05:09:15.459017+00:00,7.5,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|under|7.50|,odds_api_io,Betfair Exchange,totals,Under,1.01,2026-07-21T05:09:15.459017+00:00,7.5,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,btts|yes||,odds_api_io,Betfair Exchange,btts,Yes,1.12,2026-07-21T05:09:15.459017+00:00,,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,btts|no||,odds_api_io,Betfair Exchange,btts,No,1.12,2026-07-21T05:09:15.459017+00:00,,,72802230,"{""daily_coverage_cache_reused"": true, ""fetched_at_utc"": ""2026-07-21T05:09:15.459017+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,h2h|herentals fc||,odds_api_io,Bet365,h2h,Herentals FC,1.5,2026-07-21T07:09:45.770441+00:00,,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|herentals|manica diamonds|2026-07-21,h2h|draw||,odds_api_io,Bet365,h2h,Draw,3.4,2026-07-21T07:09:45.770441+00:00,,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|herentals|manica diamonds|2026-07-21,h2h|manica diamonds fc||,odds_api_io,Bet365,h2h,Manica Diamonds FC,7.5,2026-07-21T07:09:45.770441+00:00,,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-1.00|home,odds_api_io,Bet365,spreads,Herentals FC,1.975,2026-07-21T07:09:45.770441+00:00,-1.0,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|1.00|away,odds_api_io,Bet365,spreads,Manica Diamonds FC,1.825,2026-07-21T07:09:45.770441+00:00,1.0,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|over|2.00|,odds_api_io,Bet365,totals,Over,2.0,2026-07-21T07:09:45.770441+00:00,2.0,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|under|2.00|,odds_api_io,Bet365,totals,Under,1.8,2026-07-21T07:09:45.770441+00:00,2.0,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|over|2.50|,odds_api_io,Bet365,totals,Over,2.625,2026-07-21T07:09:45.770441+00:00,2.5,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|herentals|manica diamonds|2026-07-21,totals|under|2.50|,odds_api_io,Bet365,totals,Under,1.444,2026-07-21T07:09:45.770441+00:00,2.5,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|herentals|manica diamonds|2026-07-21,h2h|herentals fc||,odds_api_io,Betfair Exchange,h2h,Herentals FC,1.28,2026-07-21T07:09:45.770441+00:00,,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,h2h|draw||,odds_api_io,Betfair Exchange,h2h,Draw,2.08,2026-07-21T07:09:45.770441+00:00,,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,h2h|manica diamonds fc||,odds_api_io,Betfair Exchange,h2h,Manica Diamonds FC,3.25,2026-07-21T07:09:45.770441+00:00,,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,dnb|herentals fc||,odds_api_io,Betfair Exchange,dnb,Herentals FC,1.11,2026-07-21T07:09:45.770441+00:00,,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,dnb|manica diamonds fc||,odds_api_io,Betfair Exchange,dnb,Manica Diamonds FC,2.44,2026-07-21T07:09:45.770441+00:00,,,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc||home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.11,2026-07-21T07:09:45.770441+00:00,,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc||away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,2.44,2026-07-21T07:09:45.770441+00:00,,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-0.25|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.19,2026-07-21T07:09:45.770441+00:00,-0.25,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|0.25|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,2.01,2026-07-21T07:09:45.770441+00:00,0.25,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|-0.25|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,2.84,2026-07-21T07:09:45.770441+00:00,-0.25,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-0.50|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.28,2026-07-21T07:09:45.770441+00:00,-0.5,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|0.50|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,1.78,2026-07-21T07:09:45.770441+00:00,0.5,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|-0.50|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,3.25,2026-07-21T07:09:45.770441+00:00,-0.5,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-0.75|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.28,2026-07-21T07:09:45.770441+00:00,-0.75,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|0.75|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,1.4,2026-07-21T07:09:45.770441+00:00,0.75,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|-0.75|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,3.25,2026-07-21T07:09:45.770441+00:00,-0.75,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-1.00|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.28,2026-07-21T07:09:45.770441+00:00,-1.0,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|1.00|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,1.03,2026-07-21T07:09:45.770441+00:00,1.0,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|1.00|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.03,2026-07-21T07:09:45.770441+00:00,1.0,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|-1.00|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,3.25,2026-07-21T07:09:45.770441+00:00,-1.0,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-1.25|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.28,2026-07-21T07:09:45.770441+00:00,-1.25,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|1.25|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,1.02,2026-07-21T07:09:45.770441+00:00,1.25,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|1.25|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.03,2026-07-21T07:09:45.770441+00:00,1.25,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|-1.25|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,3.25,2026-07-21T07:09:45.770441+00:00,-1.25,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-1.50|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.28,2026-07-21T07:09:45.770441+00:00,-1.5,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|1.50|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,1.02,2026-07-21T07:09:45.770441+00:00,1.5,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|1.50|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.03,2026-07-21T07:09:45.770441+00:00,1.5,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|-1.50|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,3.25,2026-07-21T07:09:45.770441+00:00,-1.5,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-1.75|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.28,2026-07-21T07:09:45.770441+00:00,-1.75,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|1.75|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,1.02,2026-07-21T07:09:45.770441+00:00,1.75,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|1.75|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.02,2026-07-21T07:09:45.770441+00:00,1.75,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|-1.75|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,3.25,2026-07-21T07:09:45.770441+00:00,-1.75,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-2.00|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.28,2026-07-21T07:09:45.770441+00:00,-2.0,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|2.00|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,1.02,2026-07-21T07:09:45.770441+00:00,2.0,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|2.00|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.02,2026-07-21T07:09:45.770441+00:00,2.0,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|manica diamonds fc|-2.00|away,odds_api_io,Betfair Exchange,spreads,Manica Diamonds FC,3.25,2026-07-21T07:09:45.770441+00:00,-2.0,away,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
soccer|herentals|manica diamonds|2026-07-21,spreads|herentals fc|-2.25|home,odds_api_io,Betfair Exchange,spreads,Herentals FC,1.28,2026-07-21T07:09:45.770441+00:00,-2.25,home,72802230,"{""fetched_at_utc"": ""2026-07-21T07:09:45.770441+00:00"", ""odds_api_io"": true, ""odds_api_io_account"": ""account2"", ""odds_api_io_full_data_checked"": false, ""odds_api_io_updated_rows_count"": 0, ""requested_bookmakers"": ""Betfair Exchange,Sbobet""}",1
