report_date,prediction_id,fingerprint,published_at,published_at_local,published_date_local,telegram_sent,match_key,sport_key,league_name,home_team,away_team,commence_time_utc,commence_time_local,family,selection,selection_key,team_side,point,odds,stake_amount,status,result,is_hit,pnl,roi_pct,final_score,final_home_goals,final_away_goals,settled_at,settlement_source,settlement_note,settlement_result_orientation,settlement_attempt_at,settlement_attempt_reason,settlement_grade_issue,settlement_match_failure,settlement_match_threshold,settlement_best_score,settlement_best_source,settlement_best_status,settlement_best_event,settlement_best_scoreline,settlement_matched_via,settlement_manual_note,model_probability_pct,adjusted_probability_pct,market_probability_pct,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,publication_score,expected_home,expected_away,total_xg,selected_bookmaker,selected_source,context_source,context_sources,context_confidence,context_mode,market_movement,best_vs_consensus_edge_pct,consensus_dispersion_pct,match_tier,quality_status,quality_score,quality_reasons
2026-04-09,soccer|cerro porteno|sporting cristal|2026-04-09|totals|Больше|2.5|2026-04-09T02:00:00+00:00,soccer|cerro porteno|sporting cristal|2026-04-09|totals|Больше|2.5|2026-04-09T02:00:00+00:00,2026-04-08T22:10:51.742669+00:00,2026-04-09T01:10:51.742669+03:00,2026-04-09,True,soccer|cerro porteno|sporting cristal|2026-04-09,soccer,International Clubs - Copa Libertadores,Sporting Cristal,Cerro Porteno,2026-04-09T02:00:00+00:00,2026-04-09T05:00:00+03:00,totals,Больше,over,,2.5,2.32,60.0,lost,lost,False,-60.0,-100.0,1:0,1.0,0.0,2026-04-09T16:15:44.977821+00:00,manual_override,Sporting Cristal 1:0 Cerro Porteno,,,,,,,,,,,,,,78.12,57.51,41.15,16.366,33.434,71.0,2,1,xg_total,79.089,2.926,1.21,4.136,Unibet,odds_api_io,ensemble,,64.2,team_form,flat,1.594,1.341,mid,,,
2026-04-09,soccer|cerro porteno|sporting cristal|2026-04-09|totals|over||2.5|2026-04-09T02:00:00+00:00,soccer|cerro porteno|sporting cristal|2026-04-09|totals|over||2.5|2026-04-09T02:00:00+00:00,2026-04-08T23:10:05.243447+00:00,2026-04-09T02:10:05.243447+03:00,2026-04-09,True,soccer|cerro porteno|sporting cristal|2026-04-09,soccer,International Clubs - Copa Libertadores,Sporting Cristal,Cerro Porteno,2026-04-09T02:00:00+00:00,2026-04-09T05:00:00+03:00,totals,Больше,over,,2.5,2.25,60.0,lost,lost,False,-60.0,-100.0,1:0,1.0,0.0,2026-04-09T16:15:44.977821+00:00,manual_override,Sporting Cristal 1:0 Cerro Porteno,,,,,,,,,,,,,,78.12,57.94,41.93,16.009,30.366,70.93,2,1,xg_total,74.936,2.926,1.21,4.136,Bet365,odds_api_io,ensemble,,64.2,team_form,flat,0.437,0.399,mid,,,
2026-04-09,soccer|al qadsiah|damac|2026-04-09|totals|under||3|2026-04-09T16:00:00+00:00,soccer|al qadsiah|damac|2026-04-09|totals|under||3|2026-04-09T16:00:00+00:00,2026-04-09T12:27:03.972140+00:00,2026-04-09T15:27:03.972140+03:00,2026-04-09,True,soccer|al qadsiah|damac|2026-04-09,soccer,Saudi Arabia - Saudi Pro League,Damac FC,Al Qadsiah,2026-04-09T16:00:00+00:00,2026-04-09T19:00:00+03:00,totals,Меньше,under,,3.0,2.025,56.0,won,won,True,57.4,102.5,1:1,1.0,1.0,2026-04-10T02:04:34.386019+00:00,sstats,Damac 1:1 Al-Qadisiyah FC,,,,,,,,,,,,,,85.1,57.49,46.71,10.782,16.423,60.44,1,1,xg_total,46.126,0.615,1.418,2.034,Bet365,odds_api_io,bzzoiro_predictions,,65.19,bzzoiro_prediction,low_sample,0.0,0.0,mid,,,
2026-04-09,soccer|elva|jk tallinna kalev|2026-04-09|h2h|away|||2026-04-09T16:00:00+00:00,soccer|elva|jk tallinna kalev|2026-04-09|h2h|away|||2026-04-09T16:00:00+00:00,2026-04-09T12:27:03.972306+00:00,2026-04-09T15:27:03.972306+03:00,2026-04-09,True,soccer|elva|jk tallinna kalev|2026-04-09,soccer,Estonia - Esiliiga,JK Tallinna Kalev,FC Elva,2026-04-09T16:00:00+00:00,2026-04-09T19:00:00+03:00,h2h,FC Elva,away,,,2.45,0.0,lost,lost,False,0.0,,2:1,2.0,1.0,2026-04-10T13:19:21.937493+00:00,api_football,JK Tallinna Kalev 2:1 FC Elva,direct,2026-04-10T13:19:21.937493+00:00,settled,,,,110.48,api_football,FT,Tallinna Kalev vs Elva,2:1,,,62.58,42.15,36.53,5.625,3.276,64.39,2,1,soccer_context,28.076,0.875,2.562,3.437,Bet365,odds_api_io,sstats_form,,56.2,team_form,flat,1.018,0.85,mid,,,
2026-04-09,soccer|al ittifaq|al riyadh|2026-04-09|totals|under||3|2026-04-09T18:00:00+00:00,soccer|al ittifaq|al riyadh|2026-04-09|totals|under||3|2026-04-09T18:00:00+00:00,2026-04-09T12:27:03.972237+00:00,2026-04-09T15:27:03.972237+03:00,2026-04-09,True,soccer|al ittifaq|al riyadh|2026-04-09,soccer,Saudi Arabia - Saudi Pro League,Al-Ittifaq FC,Al-Riyadh SC,2026-04-09T18:00:00+00:00,2026-04-09T21:00:00+03:00,totals,Меньше,under,,3.0,1.8,0.0,lost,lost,False,0.0,,2:3,2.0,3.0,2026-04-10T13:19:21.937493+00:00,api_football,Al-Ittifaq FC 2:3 Al-Riyadh SC,direct,2026-04-10T13:19:21.937493+00:00,settled,,,,116.4,api_football,FT,Al-Ettifaq vs Al Riyadh,2:3,,,82.9,61.05,52.63,8.421,9.894,59.09,1,1,xg_total,35.863,0.8,1.351,2.15,Bet365,odds_api_io,bzzoiro_predictions,,63.96,bzzoiro_prediction,low_sample,0.0,0.0,mid,,,
2026-04-09,soccer|acf fiorentina|crystal palace|2026-04-09|totals|under||2.5|2026-04-09T19:00:00+00:00,soccer|acf fiorentina|crystal palace|2026-04-09|totals|under||2.5|2026-04-09T19:00:00+00:00,2026-04-09T16:16:32.862841+00:00,2026-04-09T19:16:32.862841+03:00,2026-04-09,True,soccer|acf fiorentina|crystal palace|2026-04-09,soccer,International Clubs - UEFA Conference League,Crystal Palace,ACF Fiorentina,2026-04-09T19:00:00+00:00,2026-04-09T22:00:00+03:00,totals,Меньше,under,,2.5,1.89,12.0,lost,lost,False,-12.0,-100.0,3:0,3.0,0.0,2026-04-10T02:04:34.386019+00:00,sstats,Crystal Palace 3:0 Fiorentina,,,,,,,,,,,,,,70.7,54.74,50.31,4.433,3.459,65.23,2,1,xg_total,29.938,0.788,1.1,1.888,Unibet,odds_api_io,sstats_form,,59.4,team_form,flat,1.821,1.884,mid,,,
2026-04-09,soccer|az alkmaar|shakhtar donetsk|2026-04-09|h2h|away|||2026-04-09T19:00:00+00:00,soccer|az alkmaar|shakhtar donetsk|2026-04-09|h2h|away|||2026-04-09T19:00:00+00:00,2026-04-09T13:09:20.182928+00:00,2026-04-09T16:09:20.182928+03:00,2026-04-09,True,soccer|az alkmaar|shakhtar donetsk|2026-04-09,soccer,International Clubs - UEFA Conference League,FC Shakhtar Donetsk,AZ Alkmaar,2026-04-09T19:00:00+00:00,2026-04-09T22:00:00+03:00,h2h,AZ Alkmaar,away,,,3.2,34.0,lost,lost,False,-34.0,-100.0,3:0,3.0,0.0,2026-04-10T02:04:34.386019+00:00,sstats,Shakhtar Donetsk 3:0 AZ Alkmaar,,,,,,,,,,,,,,63.98,37.85,30.54,7.307,21.11,65.84,2,1,soccer_context,54.732,1.112,3.351,4.463,Bet365,odds_api_io,sstats_form,,57.8,team_form,insufficient_history,4.136,2.648,mid,,,
2026-04-10,soccer|ca platense|corinthians sp|2026-04-10|totals|over||2.5|2026-04-10T00:00:00+00:00,soccer|ca platense|corinthians sp|2026-04-10|totals|over||2.5|2026-04-10T00:00:00+00:00,2026-04-09T21:47:19.727483+00:00,2026-04-10T00:47:19.727483+03:00,2026-04-10,True,soccer|ca platense|corinthians sp|2026-04-10,soccer,International Clubs - Copa Libertadores,CA Platense,SC Corinthians SP,2026-04-10T00:00:00+00:00,2026-04-10T03:00:00+03:00,totals,Больше,over,,2.5,3.4,31.0,lost,lost,False,-31.0,-100.0,0:2,0.0,2.0,2026-04-10T13:19:21.937493+00:00,api_football,CA Platense 0:2 SC Corinthians SP,direct,2026-04-10T13:19:21.937493+00:00,settled,,,,108.96,api_football,FT,Platense vs Corinthians,0:2,,,48.26,36.57,28.37,8.199,24.327,62.76,2,1,xg_total,58.005,1.279,1.325,2.604,Bet365,odds_api_io,football_data,,53.9,,flat,1.48,0.891,mid,,,
2026-04-10,soccer|america cali|csd macara|2026-04-10|totals|under||1.5|2026-04-10T00:30:00+00:00,soccer|america cali|csd macara|2026-04-10|totals|under||1.5|2026-04-10T00:30:00+00:00,2026-04-09T20:44:13.287215+00:00,2026-04-09T23:44:13.287215+03:00,2026-04-09,True,soccer|america cali|csd macara|2026-04-10,soccer,International Clubs - Copa Sudamericana,CSD Macara,America de Cali,2026-04-10T00:30:00+00:00,2026-04-10T03:30:00+03:00,totals,Меньше,under,,1.5,2.55,45.0,lost,lost,False,-45.0,-100.0,1:1,1.0,1.0,2026-04-10T13:19:21.937493+00:00,api_football,CSD Macara 1:1 America de Cali,direct,2026-04-10T13:19:21.937493+00:00,settled,,,,110.48,api_football,FT,Macara vs America de Cali,1:1,,,77.85,48.07,36.41,11.664,22.586,60.72,1,1,xg_total,55.461,0.893,1.771,2.664,Unibet,odds_api_io,bzzoiro_predictions,,65.45,bzzoiro_prediction,low_sample,0.0,0.0,mid,,,
2026-04-10,soccer|carabobo|red bull bragantino sp|2026-04-10|h2h|home|||2026-04-10T00:30:00+00:00,soccer|carabobo|red bull bragantino sp|2026-04-10|h2h|home|||2026-04-10T00:30:00+00:00,2026-04-09T22:29:04.460324+00:00,2026-04-10T01:29:04.460324+03:00,2026-04-10,True,soccer|carabobo|red bull bragantino sp|2026-04-10,soccer,International Clubs - Copa Sudamericana,Carabobo FC,Red Bull Bragantino SP,2026-04-10T00:30:00+00:00,2026-04-10T03:30:00+03:00,h2h,Carabobo FC,home,,,3.95,20.0,won,won,True,59.0,295.0,1:0,1.0,0.0,2026-04-10T13:19:21.937493+00:00,api_football,Carabobo FC 1:0 Red Bull Bragantino SP,direct,2026-04-10T13:19:21.937493+00:00,settled,,,,110.48,api_football,FT,Carabobo FC vs RB Bragantino,1:0,,,45.74,33.84,24.06,9.787,33.682,73.35,2,1,soccer_context,72.748,1.497,0.977,2.474,Unibet,odds_api_io,ensemble,,73.0,ensemble,flat,2.02,0.999,mid,,,
2026-04-10,soccer|lions|wynnum wolves|2026-04-10|h2h|away|||2026-04-10T09:30:00+00:00,soccer|lions|wynnum wolves|2026-04-10|h2h|away|||2026-04-10T09:30:00+00:00,2026-04-09T16:16:32.862951+00:00,2026-04-09T19:16:32.862951+03:00,2026-04-09,True,soccer|lions|wynnum wolves|2026-04-10,soccer,Australia - Queensland NPL,Wynnum Wolves FC,Lions FC,2026-04-10T09:30:00+00:00,2026-04-10T12:30:00+03:00,h2h,Lions FC,away,,,1.89,13.0,won,won,True,11.57,89.0,0:5,0.0,5.0,2026-04-10T13:19:21.937493+00:00,api_football,Wynnum Wolves FC 0:5 Lions FC,direct,2026-04-10T13:19:21.937493+00:00,settled,,,,100.4,api_football,FT,WDSC Wolves vs Lions,0:5,,,78.28,54.97,48.52,6.445,3.889,64.76,2,1,soccer_context,30.365,0.38,3.75,4.13,Unibet,odds_api_io,sstats_form,,56.2,team_form,insufficient_history,2.561,2.646,mid,,,
