report_date,timezone,currency,total_bets,settled_bets,pending_bets,won,lost,push,void,stake_total,settled_stake,pending_stake,revenue,pnl,roi_pct,hit_rate_pct
2026-04-17,Europe/Moscow,units,5,5,0,1,4,0,0,91.0,91.0,0,-57.7,-57.7,-63.41,20.0
