report_date,timezone,currency,total_bets,settled_bets,pending_bets,won,lost,push,void,stake_total,settled_stake,pending_stake,revenue,pnl,roi_pct,hit_rate_pct
2026-04-21,Europe/Moscow,units,10,10,0,2,6,1,1,237.0,237.0,0,-78.61,-78.61,-33.17,25.0
