match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|chongqing tonglianglong|shanghai port|2026-04-21,odds_api_io,68995066,soccer,China - Chinese Super League,Shanghai Port FC,Chongqing Tonglianglong FC,2026-04-21T12:00:00+00:00,mid,"{""competition"": ""China - Chinese Super League"", ""odds_api_io_id"": 68995066, ""raw_event"": {""away"": ""Chongqing Tonglianglong FC"", ""awayId"": 1009007, ""date"": ""2026-04-21T12:00:00Z"", ""home"": ""Shanghai Port FC"", ""homeId"": 41537, ""id"": 68995066, ""league"": {""name"": ""China - Chinese Super League"", ""slug"": ""china-chinese-super-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|politehnica chisinau|zimbru chisinau|2026-04-21,odds_api_io,65791440,soccer,Moldova - Cupa Moldovei,FC Politehnica Chisinau,FC Zimbru Chisinau,2026-04-21T12:00:00+00:00,mid,"{""competition"": ""Moldova - Cupa Moldovei"", ""odds_api_io_id"": 65791440, ""raw_event"": {""away"": ""FC Zimbru Chisinau"", ""awayId"": 5265, ""date"": ""2026-04-21T12:00:00Z"", ""home"": ""FC Politehnica Chisinau"", ""homeId"": 5177, ""id"": 65791440, ""league"": {""name"": ""Moldova - Cupa Moldovei"", ""slug"": ""moldova-cupa-moldovei""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|addis ketema|soloda adwa|2026-04-21,odds_api_io,70917492,soccer,Ethiopia - Higher League,Soloda Adwa,Addis Ketema,2026-04-21T12:00:00+00:00,mid,"{""competition"": ""Ethiopia - Higher League"", ""odds_api_io_id"": 70917492, ""raw_event"": {""away"": ""Addis Ketema"", ""awayId"": 1117401, ""date"": ""2026-04-21T12:00:00Z"", ""home"": ""Soloda Adwa"", ""homeId"": 1201621, ""id"": 70917492, ""league"": {""name"": ""Ethiopia - Higher League"", ""slug"": ""ethiopia-higher-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|shandong taishan|tianjin jinmen tiger|2026-04-21,odds_api_io,68995068,soccer,China - Chinese Super League,Tianjin Jinmen Tiger,Shandong Taishan FC,2026-04-21T12:00:00+00:00,mid,"{""competition"": ""China - Chinese Super League"", ""odds_api_io_id"": 68995068, ""raw_event"": {""away"": ""Shandong Taishan FC"", ""awayId"": 3371, ""date"": ""2026-04-21T12:00:00Z"", ""home"": ""Tianjin Jinmen Tiger"", ""homeId"": 3367, ""id"": 68995068, ""league"": {""name"": ""China - Chinese Super League"", ""slug"": ""china-chinese-super-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|adama city|saint george|2026-04-21,odds_api_io,69950524,soccer,Ethiopia - Premier League,Saint George SC,Adama City FC,2026-04-21T12:00:00+00:00,mid,"{""competition"": ""Ethiopia - Premier League"", ""odds_api_io_id"": 69950524, ""raw_event"": {""away"": ""Adama City FC"", ""awayId"": 298866, ""date"": ""2026-04-21T12:00:00Z"", ""home"": ""Saint George SC"", ""homeId"": 94787, ""id"": 69950524, ""league"": {""name"": ""Ethiopia - Premier League"", ""slug"": ""ethiopia-premier-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|hayq|pyunik yerevan 2|2026-04-21,odds_api_io,70629684,soccer,Armenia - First League,FC Pyunik Yerevan 2,FC Hayq,2026-04-21T12:30:00+00:00,mid,"{""competition"": ""Armenia - First League"", ""odds_api_io_id"": 70629684, ""raw_event"": {""away"": ""FC Hayq"", ""awayId"": 1272142, ""date"": ""2026-04-21T12:30:00Z"", ""home"": ""FC Pyunik Yerevan 2"", ""homeId"": 36151, ""id"": 70629684, ""league"": {""name"": ""Armenia - First League"", ""slug"": ""armenia-first-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|bentonit|shirak gyumri 2|2026-04-21,odds_api_io,70629686,soccer,Armenia - First League,FC Shirak Gyumri 2,FC Bentonit,2026-04-21T12:30:00+00:00,mid,"{""competition"": ""Armenia - First League"", ""odds_api_io_id"": 70629686, ""raw_event"": {""away"": ""FC Bentonit"", ""awayId"": 1159521, ""date"": ""2026-04-21T12:30:00Z"", ""home"": ""FC Shirak Gyumri 2"", ""homeId"": 36154, ""id"": 70629686, ""league"": {""name"": ""Armenia - First League"", ""slug"": ""armenia-first-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|bengaluru united|karbi anglong morning star|2026-04-21,odds_api_io,70090058,soccer,India - I-League 2,Karbi Anglong Morning Star FC,FC Bengaluru United,2026-04-21T12:30:00+00:00,mid,"{""competition"": ""India - I-League 2"", ""odds_api_io_id"": 70090058, ""raw_event"": {""away"": ""FC Bengaluru United"", ""awayId"": 750669, ""date"": ""2026-04-21T12:30:00Z"", ""home"": ""Karbi Anglong Morning Star FC"", ""homeId"": 1181083, ""id"": 70090058, ""league"": {""name"": ""India - I-League 2"", ""slug"": ""india-i-league-2""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|bees|black leopards|2026-04-21,odds_api_io,63157195,soccer,South Africa - Championship,Black Leopards,The Bees FC,2026-04-21T13:00:00+00:00,mid,"{""competition"": ""South Africa - Championship"", ""odds_api_io_id"": 63157195, ""raw_event"": {""away"": ""The Bees FC"", ""awayId"": 1223767, ""date"": ""2026-04-21T13:00:00Z"", ""home"": ""Black Leopards"", ""homeId"": 7658, ""id"": 63157195, ""league"": {""name"": ""South Africa - Championship"", ""slug"": ""south-africa-championship""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|casric stars|highbury|2026-04-21,odds_api_io,63157197,soccer,South Africa - Championship,Casric Stars FC,Highbury FC,2026-04-21T13:00:00+00:00,mid,"{""competition"": ""South Africa - Championship"", ""odds_api_io_id"": 63157197, ""raw_event"": {""away"": ""Highbury FC"", ""awayId"": 1175511, ""date"": ""2026-04-21T13:00:00Z"", ""home"": ""Casric Stars FC"", ""homeId"": 934389, ""id"": 63157197, ""league"": {""name"": ""South Africa - Championship"", ""slug"": ""south-africa-championship""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
