match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|lech poznan|radomiak radom|2026-05-16,day_inventory,61062329,soccer,Ekstraklasa,Radomiak Radom,Lech Poznań,2026-05-16T18:15:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": true, ""context_2plus_sources"": false, ""context_sources_count"": 1, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": true}, ""day_inventory_path"": "".data/day_inventory/2026-05-16.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-16T09:17:57.880930+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""bzzoiro"": ""8032"", ""day_inventory"": ""soccer|lech poznan|radomiak radom|2026-05-16"", ""odds_api_io"": ""61062329"", ""sstats"": ""1380678""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""soccer|lech poznan|radomiak radom|2026-05-16"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-16T15:14:59.270363+00:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|kks lech poznan|rks radomiak radom|2026-05-16,odds_api_io,61062329,soccer,Poland - Ekstraklasa,RKS Radomiak Radom,KKS Lech Poznan,2026-05-16T18:15:00+00:00,mid,"{""competition"": ""Poland - Ekstraklasa"", ""odds_api_io_id"": 61062329, ""raw_event"": {""away"": ""KKS Lech Poznan"", ""awayId"": 3121, ""date"": ""2026-05-16T18:15:00Z"", ""home"": ""RKS Radomiak Radom"", ""homeId"": 7295, ""id"": 61062329, ""league"": {""name"": ""Poland - Ekstraklasa"", ""slug"": ""poland-ekstraklasa""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Меньше,under,,2.5,,Betfair Exchange,odds_api_io,51.76,43.99,36.85,,,80.73,,,xg_total,61.305,1.388,1.215,,ensemble,,insufficient_history,,,,,,
soccer|aluminij kidricevo|primorje ajdovscina|2026-05-16,odds_api_io,61454191,soccer,Slovenia - PrvaLiga,Aluminij Kidricevo,Primorje Ajdovscina,2026-05-16T18:15:00+00:00,mid,"{""competition"": ""Slovenia - PrvaLiga"", ""odds_api_io_id"": 61454191, ""raw_event"": {""away"": ""Primorje Ajdovscina"", ""awayId"": 2414, ""date"": ""2026-05-16T18:15:00Z"", ""home"": ""Aluminij Kidricevo"", ""homeId"": 2424, ""id"": 61454191, ""league"": {""name"": ""Slovenia - PrvaLiga"", ""slug"": ""slovenia-prvaliga""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|getafe b|logrones|2026-05-16,odds_api_io,71300068,soccer,Spain - Segunda Federacion,UD Logrones,Getafe CF B,2026-05-16T18:15:00+00:00,mid,"{""competition"": ""Spain - Segunda Federacion"", ""odds_api_io_id"": 71300068, ""raw_event"": {""away"": ""Getafe CF B"", ""awayId"": 43753, ""date"": ""2026-05-16T18:15:00Z"", ""home"": ""UD Logrones"", ""homeId"": 37057, ""id"": 71300068, ""league"": {""name"": ""Spain - Segunda Federacion"", ""slug"": ""spain-segunda-federacion""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|ca defensores unidos|ca ituzaingo|2026-05-16,odds_api_io,67119310,soccer,Argentina - Primera B,CA Defensores Unidos,CA Ituzaingo,2026-05-16T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera B"", ""odds_api_io_id"": 67119310, ""raw_event"": {""away"": ""CA Ituzaingo"", ""awayId"": 374916, ""date"": ""2026-05-16T18:30:00Z"", ""home"": ""CA Defensores Unidos"", ""homeId"": 93515, ""id"": 67119310, ""league"": {""name"": ""Argentina - Primera B"", ""slug"": ""argentina-primera-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|argentino merlo|ca villa san carlos|2026-05-16,odds_api_io,67119324,soccer,Argentina - Primera B,CA Villa San Carlos,Argentino de Merlo,2026-05-16T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera B"", ""odds_api_io_id"": 67119324, ""raw_event"": {""away"": ""Argentino de Merlo"", ""awayId"": 210370, ""date"": ""2026-05-16T18:30:00Z"", ""home"": ""CA Villa San Carlos"", ""homeId"": 107199, ""id"": 67119324, ""league"": {""name"": ""Argentina - Primera B"", ""slug"": ""argentina-primera-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|uai urquiza|villa dalmine|2026-05-16,odds_api_io,67119330,soccer,Argentina - Primera B,CD UAI Urquiza,Villa Dalmine,2026-05-16T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera B"", ""odds_api_io_id"": 67119330, ""raw_event"": {""away"": ""Villa Dalmine"", ""awayId"": 112509, ""date"": ""2026-05-16T18:30:00Z"", ""home"": ""CD UAI Urquiza"", ""homeId"": 112507, ""id"": 67119330, ""league"": {""name"": ""Argentina - Primera B"", ""slug"": ""argentina-primera-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|cs dock sud|csd flandria|2026-05-16,odds_api_io,67119314,soccer,Argentina - Primera B,CS Dock Sud,CSD Flandria,2026-05-16T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera B"", ""odds_api_io_id"": 67119314, ""raw_event"": {""away"": ""CSD Flandria"", ""awayId"": 112505, ""date"": ""2026-05-16T18:30:00Z"", ""home"": ""CS Dock Sud"", ""homeId"": 388100, ""id"": 67119314, ""league"": {""name"": ""Argentina - Primera B"", ""slug"": ""argentina-primera-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|arsenal sarandi|csd liniers|2026-05-16,odds_api_io,67119326,soccer,Argentina - Primera B,CSD Liniers,Arsenal de Sarandi,2026-05-16T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera B"", ""odds_api_io_id"": 67119326, ""raw_event"": {""away"": ""Arsenal de Sarandi"", ""awayId"": 3221, ""date"": ""2026-05-16T18:30:00Z"", ""home"": ""CSD Liniers"", ""homeId"": 196432, ""id"": 67119326, ""league"": {""name"": ""Argentina - Primera B"", ""slug"": ""argentina-primera-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|ca talleres remedios|csd san martin|2026-05-16,odds_api_io,67119322,soccer,Argentina - Primera B,CSD San Martin,CA Talleres de Remedios,2026-05-16T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera B"", ""odds_api_io_id"": 67119322, ""raw_event"": {""away"": ""CA Talleres de Remedios"", ""awayId"": 210418, ""date"": ""2026-05-16T18:30:00Z"", ""home"": ""CSD San Martin"", ""homeId"": 388242, ""id"": 67119322, ""league"": {""name"": ""Argentina - Primera B"", ""slug"": ""argentina-primera-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
