match_key,market_key,family,selection,point,team_side,best_price,consensus_fair_odds,books,sources,snapshots_count,dispersion_pct,steam_score
soccer|los angeles cotoca|virginia usc|2026-06-07,h2h|virginia usc||home,h2h,Virginia Usc,,home,1.55,1.55,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,h2h|draw||,h2h,Draw,,,4.0,4.0,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,h2h|los angeles fc de cotoca||away,h2h,Los Angeles FC de Cotoca,,away,4.5,4.5,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,dnb|virginia usc|0.00|home,dnb,Virginia Usc,0.0,home,1.25,1.25,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,dnb|los angeles fc de cotoca|0.00|away,dnb,Los Angeles FC de Cotoca,0.0,away,3.75,3.75,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-1.00|home,spreads,Virginia Usc,-1.0,home,1.9,1.9,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|1.00|away,spreads,Los Angeles FC de Cotoca,1.0,away,1.9,1.9,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,totals|over|3.00|,totals,Over,3.0,,1.9,1.9,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,totals|under|3.00|,totals,Under,3.0,,1.9,1.9,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,totals|over|2.50|,totals,Over,2.5,,1.571,1.571,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,totals|under|2.50|,totals,Under,2.5,,2.35,2.35,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-3.00|home,spreads,Virginia Usc,-3.0,home,6.8,6.8,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|3.00|away,spreads,Los Angeles FC de Cotoca,3.0,away,1.105,1.105,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-2.75|home,spreads,Virginia Usc,-2.75,home,5.0,5.0,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|2.75|away,spreads,Los Angeles FC de Cotoca,2.75,away,1.17,1.17,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-2.50|home,spreads,Virginia Usc,-2.5,home,4.0,4.0,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|2.50|away,spreads,Los Angeles FC de Cotoca,2.5,away,1.23,1.23,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-2.25|home,spreads,Virginia Usc,-2.25,home,3.7,3.7,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|2.25|away,spreads,Los Angeles FC de Cotoca,2.25,away,1.26,1.26,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-2.00|home,spreads,Virginia Usc,-2.0,home,3.45,3.45,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|2.00|away,spreads,Los Angeles FC de Cotoca,2.0,away,1.3,1.3,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-1.75|home,spreads,Virginia Usc,-1.75,home,2.675,2.675,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|1.75|away,spreads,Los Angeles FC de Cotoca,1.75,away,1.45,1.45,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-1.50|home,spreads,Virginia Usc,-1.5,home,2.35,2.35,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|1.50|away,spreads,Los Angeles FC de Cotoca,1.5,away,1.575,1.575,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-1.25|home,spreads,Virginia Usc,-1.25,home,2.1,2.1,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|1.25|away,spreads,Los Angeles FC de Cotoca,1.25,away,1.7,1.7,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-0.75|home,spreads,Virginia Usc,-0.75,home,1.7,1.7,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|0.75|away,spreads,Los Angeles FC de Cotoca,0.75,away,6.0,6.0,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-0.50|home,spreads,Virginia Usc,-0.5,home,1.575,1.575,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|0.50|away,spreads,Los Angeles FC de Cotoca,0.5,away,4.65,4.65,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|-0.25|home,spreads,Virginia Usc,-0.25,home,1.4,1.4,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|0.25|away,spreads,Los Angeles FC de Cotoca,0.25,away,4.25,4.25,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|0.00|home,spreads,Virginia Usc,0.0,home,1.25,1.25,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|-0.00|away,spreads,Los Angeles FC de Cotoca,-0.0,away,3.8,3.8,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|0.25|home,spreads,Virginia Usc,0.25,home,1.21,1.21,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|-0.25|away,spreads,Los Angeles FC de Cotoca,-0.25,away,2.85,2.85,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|0.50|home,spreads,Virginia Usc,0.5,home,1.18,1.18,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|-0.50|away,spreads,Los Angeles FC de Cotoca,-0.5,away,2.35,2.35,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|virginia usc|0.75|home,spreads,Virginia Usc,0.75,home,1.125,1.125,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|los angeles cotoca|virginia usc|2026-06-07,spreads|los angeles fc de cotoca|-0.75|away,spreads,Los Angeles FC de Cotoca,-0.75,away,2.1,2.1,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|avai|chapecoense|2026-06-07,h2h|chapecoense sc||home,h2h,Chapecoense SC,,home,1.67,1.6322,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,3.773,
soccer|avai|chapecoense|2026-06-07,h2h|draw||,h2h,Draw,,,3.9,3.6804,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,3.344,
soccer|avai|chapecoense|2026-06-07,h2h|avai fc sc||away,h2h,Avai FC SC,,away,5.5,5.1054,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,4.04,
soccer|avai|chapecoense|2026-06-07,dnb|chapecoense sc|0.00|home,dnb,Chapecoense SC,0.0,home,1.26,1.2407,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,2.468,
soccer|avai|chapecoense|2026-06-07,dnb|avai fc sc|0.00|away,dnb,Avai FC SC,0.0,away,4.1,3.7554,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,6.379,
soccer|avai|chapecoense|2026-06-07,spreads|chapecoense sc|-1.00|home,spreads,Chapecoense SC,-1.0,home,3.0,2.3966,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",4,16.049,
soccer|avai|chapecoense|2026-06-07,spreads|avai fc sc|1.00|away,spreads,Avai FC SC,1.0,away,12.0,2.2999,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",5,49.47,
soccer|avai|chapecoense|2026-06-07,totals|over|2.50|,totals,Over,2.5,,2.02,1.9503,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,3.687,
soccer|avai|chapecoense|2026-06-07,totals|under|2.50|,totals,Under,2.5,,1.87,1.827,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,3.342,
soccer|avai|chapecoense|2026-06-07,btts|yes||,btts,Yes,,,2.0,1.9006,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,4.348,
soccer|avai|chapecoense|2026-06-07,btts|no||,btts,No,,,1.92,1.8169,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,5.821,
soccer|avai|chapecoense|2026-06-07,spreads|chapecoense sc|-3.00|home,spreads,Chapecoense SC,-3.0,home,21.0,15.8118,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,4.329,
soccer|avai|chapecoense|2026-06-07,spreads|chapecoense sc|-2.00|home,spreads,Chapecoense SC,-2.0,home,7.4,5.1942,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",5,10.583,
soccer|avai|chapecoense|2026-06-07,spreads|avai fc sc|2.00|away,spreads,Avai FC SC,2.0,away,34.0,1.5724,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",5,83.266,
soccer|avai|chapecoense|2026-06-07,spreads|chapecoense sc|1.00|home,spreads,Chapecoense SC,1.0,home,1.19,1.1187,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,11.204,
soccer|avai|chapecoense|2026-06-07,spreads|chapecoense sc|2.00|home,spreads,Chapecoense SC,2.0,home,1.04,1.0281,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,2.856,
soccer|avai|chapecoense|2026-06-07,spreads|avai fc sc|-2.00|away,spreads,Avai FC SC,-2.0,away,42.0,4.1387,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,66.871,
soccer|avai|chapecoense|2026-06-07,spreads|avai fc sc|-3.00|away,spreads,Avai FC SC,-3.0,away,60.0,2.2813,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,85.899,
soccer|avai|chapecoense|2026-06-07,spreads|chapecoense sc|0.50|home,spreads,Chapecoense SC,0.5,home,1.95,1.3475,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,35.674,
soccer|avai|chapecoense|2026-06-07,spreads|avai fc sc|-0.50|away,spreads,Avai FC SC,-0.5,away,5.4,2.6016,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",3,35.536,
soccer|avai|chapecoense|2026-06-07,spreads|chapecoense sc|-2.75|home,spreads,Chapecoense SC,-2.75,home,10.46,8.1267,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,5.591,
soccer|avai|chapecoense|2026-06-07,spreads|avai fc sc|2.75|away,spreads,Avai FC SC,2.75,away,1.11,1.0945,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,2.503,
soccer|avai|chapecoense|2026-06-07,spreads|chapecoense sc|-2.50|home,spreads,Chapecoense SC,-2.5,home,7.4,5.9888,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,6.486,
soccer|avai|chapecoense|2026-06-07,spreads|avai fc sc|2.50|away,spreads,Avai FC SC,2.5,away,1.17,1.144,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,3.816,
soccer|avai|chapecoense|2026-06-07,spreads|chapecoense sc|-2.25|home,spreads,Chapecoense SC,-2.25,home,6.69,5.3999,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,7.275,
soccer|avai|chapecoense|2026-06-07,spreads|avai fc sc|2.25|away,spreads,Avai FC SC,2.25,away,1.19,1.164,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,3.686,
