match_key,market_key,family,selection,point,team_side,best_price,consensus_fair_odds,books,sources,snapshots_count,dispersion_pct,steam_score
soccer|ad comerciantes|sporting cristal|2026-06-13,h2h|ad comerciantes fc||home,h2h,AD Comerciantes FC,,home,1.48,1.4646,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,1.685,
soccer|ad comerciantes|sporting cristal|2026-06-13,h2h|draw||,h2h,Draw,,,4.9,4.4305,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,3.982,
soccer|ad comerciantes|sporting cristal|2026-06-13,h2h|sporting cristal||away,h2h,Sporting Cristal,,away,7.6,6.3173,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,4.699,
soccer|ad comerciantes|sporting cristal|2026-06-13,dnb|ad comerciantes fc|0.00|home,dnb,AD Comerciantes FC,0.0,home,1.18,1.1689,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,1.461,
soccer|ad comerciantes|sporting cristal|2026-06-13,dnb|sporting cristal|0.00|away,dnb,Sporting Cristal,0.0,away,6.2,4.8075,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,8.261,
soccer|ad comerciantes|sporting cristal|2026-06-13,spreads|ad comerciantes fc|-1.25|home,spreads,AD Comerciantes FC,-1.25,home,1.925,1.9173,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,0.408,
soccer|ad comerciantes|sporting cristal|2026-06-13,spreads|sporting cristal|1.25|away,spreads,Sporting Cristal,1.25,away,1.96,1.9173,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,2.313,
soccer|ad comerciantes|sporting cristal|2026-06-13,totals|over|2.75|,totals,Over,2.75,,1.86,1.8191,"[""Bet365"", ""Betfair Exchange"", ""Sbobet""]","[""odds_api_io""]",3,3.379,
soccer|ad comerciantes|sporting cristal|2026-06-13,totals|under|2.75|,totals,Under,2.75,,2.06,2.0063,"[""Bet365"", ""Betfair Exchange"", ""Sbobet""]","[""odds_api_io""]",3,2.738,
soccer|ad comerciantes|sporting cristal|2026-06-13,totals|over|2.50|,totals,Over,2.5,,1.727,1.6835,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",4,5.387,
