match_key,market_key,family,selection,point,team_side,best_price,consensus_fair_odds,books,sources,snapshots_count,dispersion_pct,steam_score
soccer|paide|viimsi jk|2026-06-13,h2h|paide||home,h2h,Paide,,home,1.27,1.27,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,h2h|draw||,h2h,Draw,,,5.5,5.5,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,h2h|viimsi jk||away,h2h,Viimsi JK,,away,7.0,7.0,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,dnb|paide|0.00|home,dnb,Paide,0.0,home,1.111,1.111,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,dnb|viimsi jk|0.00|away,dnb,Viimsi JK,0.0,away,6.0,6.0,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,spreads|paide|-1.75|home,spreads,Paide,-1.75,home,1.85,1.85,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,spreads|viimsi jk|1.75|away,spreads,Viimsi JK,1.75,away,1.95,1.95,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,totals|over|4.00|,totals,Over,4.0,,1.975,1.975,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,totals|under|4.00|,totals,Under,4.0,,1.825,1.825,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,totals|over|2.50|,totals,Over,2.5,,1.25,1.25,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|paide|viimsi jk|2026-06-13,totals|under|2.50|,totals,Under,2.5,,3.75,3.75,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|levadia tallinn|tallinna|2026-06-13,h2h|tallinna||home,h2h,Tallinna,,home,4.1,3.9505,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,1.584,
soccer|levadia tallinn|tallinna|2026-06-13,h2h|draw||,h2h,Draw,,,4.0,3.8504,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,1.667,
