match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|tahiti united|vanuatu united|2026-05-13,day_inventory,soccer|tahiti united|vanuatu united|2026-05-13,soccer,Unknown,Tahiti United,Vanuatu United,2026-05-13T07:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""core_inventory"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": true, ""context_2plus_sources"": false, ""context_sources_count"": 2, ""fixture_core"": true, ""fixture_source_2plus"": false, ""form"": true, ""form_sources_count"": 2, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": true, ""ready_for_publish"": false, ""weather"": false, ""xg"": true, ""xg_sources_count"": 2}, ""day_inventory_path"": "".data/day_inventory/2026-05-13.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-12T21:01:31.603688+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""soccer|tahiti united|vanuatu united|2026-05-13"", ""sstats"": ""1542460""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""soccer|tahiti united|vanuatu united|2026-05-13"", ""provider_source_ids"": {""sstats"": ""1542460""}, ""sources_seen"": ""sstats"", ""sstats_has_context_hint"": true, ""sstats_status"": ""2""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|tajikistan|turkmenistan|2026-05-13,day_inventory,71464978,soccer,International Youth - U20 Friendly Games,Turkmenistan,Tajikistan,2026-05-13T07:30:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-13.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-12T21:11:43.279172+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""71464978"", ""odds_api_io"": ""71464978""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""71464978""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|gainare tottori|reilac shiga|2026-05-13,odds_api_io,70851614,soccer,Japan - J.League 2,Gainare Tottori,Reilac Shiga FC,2026-05-13T09:00:00+00:00,mid,"{""competition"": ""Japan - J.League 2"", ""odds_api_io_id"": 70851614, ""raw_event"": {""away"": ""Reilac Shiga FC"", ""awayId"": 439336, ""date"": ""2026-05-13T09:00:00Z"", ""home"": ""Gainare Tottori"", ""homeId"": 38141, ""id"": 70851614, ""league"": {""name"": ""Japan - J.League 2"", ""slug"": ""japan-jleague-2""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Меньше 1.5,,,1.5,,,,,58.42,54.92,,,76.1,,,controlled_consensus_rescue,90.1,,,,,,,,,,,,
soccer|biwako shiga|gainare tottori|2026-05-13,day_inventory,soccer|biwako shiga|gainare tottori|2026-05-13,soccer,Unknown,Gainare Tottori,Biwako Shiga,2026-05-13T09:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""core_inventory"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": true, ""context_2plus_sources"": false, ""context_sources_count"": 2, ""fixture_core"": true, ""fixture_source_2plus"": false, ""form"": true, ""form_sources_count"": 2, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": true, ""ready_for_publish"": false, ""weather"": false, ""xg"": true, ""xg_sources_count"": 2}, ""day_inventory_path"": "".data/day_inventory/2026-05-13.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": ""2026-05-13T01:07:44.132280+00:00"", ""last_fixture_refresh_utc"": ""2026-05-12T21:01:31.603863+00:00"", ""last_odds_refresh_utc"": ""2026-05-13T01:07:50.440557+00:00"", ""last_run_coverage_merge_utc"": ""2026-05-13T01:07:44.132280+00:00""}, ""day_inventory_source_ids"": {""day_inventory"": ""soccer|biwako shiga|gainare tottori|2026-05-13"", ""sstats"": ""1516689""}, ""independent_odds_sources_count"": 0, ""latest_best_confidence"": 76.1, ""latest_best_edge_pp"": 0.0, ""latest_best_ev_pct"": 0.0, ""latest_books_max"": 0, ""latest_candidate_count"": 1, ""latest_confirmation_sources_max"": 0, ""latest_context_sources_max"": 0, ""latest_controlled_count"": 0, ""latest_odds_sources_max"": 0, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""soccer|biwako shiga|gainare tottori|2026-05-13"", ""latest_sources_max"": 0, ""odds_sources_count"": 0, ""price_sources_count"": 0, ""provider_source_ids"": {""sstats"": ""1516689""}, ""sources_count"": 0, ""sources_seen"": ""sstats"", ""sstats_has_context_hint"": true, ""sstats_status"": ""2""}",,totals,Меньше 1.5,,,1.5,,,,,58.42,54.92,,,76.1,,,controlled_consensus_rescue,90.1,,,,,,,,,,,,
soccer|brindabella blues|canberra juventus|2026-05-13,odds_api_io,69194922,soccer,Australia - Capital NPL 1,Brindabella Blues FC,Canberra Juventus FC,2026-05-13T09:30:00+00:00,mid,"{""competition"": ""Australia - Capital NPL 1"", ""odds_api_io_id"": 69194922, ""raw_event"": {""away"": ""Canberra Juventus FC"", ""awayId"": 1244770, ""date"": ""2026-05-13T09:30:00Z"", ""home"": ""Brindabella Blues FC"", ""homeId"": 430675, ""id"": 69194922, ""league"": {""name"": ""Australia - Capital NPL 1"", ""slug"": ""australia-capital-npl-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|canberra olympic|o connor knights|2026-05-13,odds_api_io,69194924,soccer,Australia - Capital NPL 1,Canberra Olympic,O'Connor Knights FC,2026-05-13T09:30:00+00:00,mid,"{""competition"": ""Australia - Capital NPL 1"", ""odds_api_io_id"": 69194924, ""raw_event"": {""away"": ""O'Connor Knights FC"", ""awayId"": 607414, ""date"": ""2026-05-13T09:30:00Z"", ""home"": ""Canberra Olympic"", ""homeId"": 91570, ""id"": 69194924, ""league"": {""name"": ""Australia - Capital NPL 1"", ""slug"": ""australia-capital-npl-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Больше,over,,1.5,,betfair,sstats,82.7,80.56,78.95,,,67.88,,,market_simple_totals,332.592,,,,market_signal,,insufficient_history,,,,,,
soccer|monaro panthers|tigers|2026-05-13,odds_api_io,69194926,soccer,Australia - Capital NPL 1,Tigers FC,Monaro Panthers FC,2026-05-13T09:30:00+00:00,mid,"{""competition"": ""Australia - Capital NPL 1"", ""odds_api_io_id"": 69194926, ""raw_event"": {""away"": ""Monaro Panthers FC"", ""awayId"": 91574, ""date"": ""2026-05-13T09:30:00Z"", ""home"": ""Tigers FC"", ""homeId"": 91572, ""id"": 69194926, ""league"": {""name"": ""Australia - Capital NPL 1"", ""slug"": ""australia-capital-npl-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Меньше,under,,4.5,,betfair,sstats,90.56,80.13,72.56,,,64.94,,,xg_total,336.328,1.341,1.047,,clubelo,,insufficient_history,,,,,,
soccer|canberra croatia|tuggeranong united|2026-05-13,odds_api_io,69194928,soccer,Australia - Capital NPL 1,Tuggeranong Utd,Canberra Croatia FC,2026-05-13T09:30:00+00:00,mid,"{""competition"": ""Australia - Capital NPL 1"", ""odds_api_io_id"": 69194928, ""raw_event"": {""away"": ""Canberra Croatia FC"", ""awayId"": 91568, ""date"": ""2026-05-13T09:30:00Z"", ""home"": ""Tuggeranong Utd"", ""homeId"": 91576, ""id"": 69194928, ""league"": {""name"": ""Australia - Capital NPL 1"", ""slug"": ""australia-capital-npl-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Больше,over,,1.5,,betfair,sstats,69.18,76.11,81.16,,,65.14,,,xg_total,302.699,1.411,0.99,,clubelo,,insufficient_history,,,,,,
soccer|machida zelvia|tokyo verdy|2026-05-13,odds_api_io,67645510,soccer,Japan - J.League,Machida Zelvia,Tokyo Verdy,2026-05-13T10:00:00+00:00,mid,"{""competition"": ""Japan - J.League"", ""odds_api_io_id"": 67645510, ""raw_event"": {""away"": ""Tokyo Verdy"", ""awayId"": 3139, ""date"": ""2026-05-13T10:00:00Z"", ""home"": ""Machida Zelvia"", ""homeId"": 44409, ""id"": 67645510, ""league"": {""name"": ""Japan - J.League"", ""slug"": ""japan-jleague""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Больше,over,,3.25,,unibet,sstats,26.68,41.73,53.88,,,72.03,,,xg_total,94.721,1.457,1.06,,ensemble,,insufficient_history,,,,,,
soccer|kyoto sanga|vissel kobe|2026-05-13,odds_api_io,67644942,soccer,Japan - J.League,Vissel Kobe,Kyoto Sanga FC,2026-05-13T10:00:00+00:00,mid,"{""competition"": ""Japan - J.League"", ""odds_api_io_id"": 67644942, ""raw_event"": {""away"": ""Kyoto Sanga FC"", ""awayId"": 3149, ""date"": ""2026-05-13T10:00:00Z"", ""home"": ""Vissel Kobe"", ""homeId"": 3146, ""id"": 67644942, ""league"": {""name"": ""Japan - J.League"", ""slug"": ""japan-jleague""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Больше,over,,1.5,,bet365,sstats,68.89,63.75,59.97,,,66.1,,,xg_total,208.282,1.305,1.083,,ensemble,,insufficient_history,,,,,,
