match_key,market_key,provider,bookmaker,family,selection,price,observed_at,point,team_side,source_event_id,metadata,schema_version
soccer|agama|highlanders|2026-06-11,h2h|highlanders fc||home,odds_api_io,Bet365,h2h,Highlanders FC,1.65,2026-06-11T11:08:14.792467+00:00,,home,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""ML"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|agama|highlanders|2026-06-11,h2h|draw||,odds_api_io,Bet365,h2h,Draw,3.2,2026-06-11T11:08:14.792467+00:00,,,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""ML"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|agama|highlanders|2026-06-11,h2h|agama fc||away,odds_api_io,Bet365,h2h,Agama FC,5.25,2026-06-11T11:08:14.792467+00:00,,away,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""ML"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|agama|highlanders|2026-06-11,spreads|highlanders fc|-0.50|home,odds_api_io,Bet365,spreads,Highlanders FC,1.85,2026-06-11T11:08:14.792467+00:00,-0.5,home,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""Spread"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|agama|highlanders|2026-06-11,spreads|agama fc|0.50|away,odds_api_io,Bet365,spreads,Agama FC,1.95,2026-06-11T11:08:14.792467+00:00,0.5,away,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""Spread"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|agama|highlanders|2026-06-11,totals|over|1.75|,odds_api_io,Bet365,totals,Over,1.75,2026-06-11T11:08:14.792467+00:00,1.75,,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""Totals"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|agama|highlanders|2026-06-11,totals|under|1.75|,odds_api_io,Bet365,totals,Under,2.05,2026-06-11T11:08:14.792467+00:00,1.75,,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""Totals"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|agama|highlanders|2026-06-11,totals|over|2.50|,odds_api_io,Bet365,totals,Over,2.35,2026-06-11T11:08:14.792467+00:00,2.5,,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""Goals Over/Under"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|agama|highlanders|2026-06-11,totals|under|2.50|,odds_api_io,Bet365,totals,Under,1.571,2026-06-11T11:08:14.792467+00:00,2.5,,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""Goals Over/Under"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|agama|highlanders|2026-06-11,spreads|highlanders fc|-2.25|home,odds_api_io,Bet365,spreads,Highlanders FC,6.8,2026-06-11T11:08:14.792467+00:00,-2.25,home,67563348,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 67563348, ""raw_market_name"": ""Alternative Asian Handicap"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
