match_key,sport_key,league_name,home_team,away_team,commence_time,family,selection,selection_key,odds,fair_odds,implied_probability,market_probability,consensus_probability,model_probability,final_probability,adjusted_probability,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,point,expected_home,expected_away,reasons,source_summary,bookmaker,diagnostics,analysis,publication_score,source_event_id,team_side,stake_amount,stake_pct,bankroll_snapshot,bankroll_currency,risk_label,already_used,selected_odds,selected_implied_probability,fair_odds_from_market,probability_used_for_ev,price_used_for_ev,canonical_adjusted_probability,integrity_status,integrity_reasons,integrity_report,raw_bucket_offers,fingerprint,prediction_id
soccer|kerala blasters|mohammedan|2026-05-10,soccer,India - Indian Super League,Kerala Blasters FC,Mohammedan SC,2026-05-10T11:30:00+00:00,totals,Меньше 2.5,totals|under|2.5|,2.2,2.0363529632632247,0.45454545454545453,0.470370324138926,0.470370324138926,0.4910740024153353,0.4910740024153353,0.4910740024153353,3.6528547869880743,8.036280531373773,77.40078300503629,4,1,controlled_consensus_rescue,2.5,1.3860145601483673,0.9354839349295931,"[""mode=controlled_consensus_rescue"", ""model=bookmaker_consensus_plus_best_price_guarded"", ""paired_books=4"", ""books=4"", ""consensus_prob=0.4704"", ""best_price=2.20"", ""context=optional_not_primary_signal""]","{""confirmation_sources"": [""ensemble""], ""context_mode"": ""controlled_consensus_rescue"", ""context_source"": ""ensemble"", ""exact_line_bookmakers"": [""bet365"", ""betfair_exchange"", ""sbobet"", ""unibet""], ""exact_line_bookmakers_count"": 4, ""exact_line_market_names"": [""Goals Over/Under"", ""Totals""], ""exact_line_offers_count"": 4, ""exact_line_prices"": [1.74, 2.07, 2.075, 2.2], ""exact_price_sources"": [""odds_api_io""], ""exact_price_sources_count"": 1, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 0.828, ""score_delta"": 0.58, ""segments_used"": [""context:ensemble"", ""odds:2.05-2.74"", ""prob:45-50""]}, ""market_signal_derived"": true, ""odds_books_count"": 4, ""odds_sources_count"": 1, ""paired_books_count"": 4, ""price_sources_count"": 1, ""quality_score"": 71.142, ""quality_status"": ""passed_quality"", ""selected_bookmaker"": ""Betfair Exchange"", ""selected_source"": ""odds_api_io""}",Betfair Exchange,"{""controlled_consensus_rescue"": true, ""paired_books_count"": 4, ""quality"": {""calibration"": {""applied"": false, ""delta_probability"": 0.00034, ""raw_delta_probability"": 0.00063, ""segments_used"": [""context:ensemble"", ""odds:2.05-2.74"", ""prob:45-50""]}, ""evaluated_at"": ""2026-05-10T10:33:22.830009+00:00"", ""final_adjusted_probability"": 0.49107, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 0.828, ""score_delta"": 0.58, ""segments_used"": [""context:ensemble"", ""odds:2.05-2.74"", ""prob:45-50""]}, ""nightly_review_adjustment"": {""applied"": false, ""report_date"": ""2026-05-09"", ""score_delta"": 0.0, ""sources"": []}, ""original_adjusted_probability"": 0.49107, ""publication_score"": 90.017, ""quality_score"": 71.142, ""reasons"": [], ""segments"": [""family:totals"", ""market:totals:totals|under|2.5|"", ""league:other"", ""context:ensemble"", ""bookmaker:betfair exchange"", ""odds:2.05-2.74"", ""prob:45-50""], ""status"": ""passed_quality""}, ""raw_consensus_edge_pp"": 1.5824869593471458}","{""controlled_consensus_rescue"": true}",90.017,68746492,,23.0,2.3,1000.0,units,low,False,,,,,,,passed,[],"{""books_count"": 4, ""exact_books_count"": 4, ""exact_line_bookmakers"": [""bet365"", ""betfair_exchange"", ""sbobet"", ""unibet""], ""exact_line_bookmakers_count"": 4, ""exact_line_market_names"": [""Goals Over/Under"", ""Totals""], ""exact_line_offers_count"": 4, ""exact_line_prices"": [1.74, 2.07, 2.075, 2.2], ""exact_price_dispersion_pct"": 16.043, ""exact_price_median"": 2.072, ""exact_price_sources"": [""odds_api_io""], ""exact_price_sources_count"": 1, ""exact_sources_count"": 1, ""family"": ""totals"", ""market_text_sample"": ""totals меньше 2.5 totals|under|2.5| betfair exchange controlled_consensus_rescue     odds_api_io    totals totals   under   totals goals over/under   under   totals totals   under   totals totals   under  "", ""point"": 2.5, ""price"": 2.2, ""price_dispersion_pct"": 16.043, ""selection"": ""under"", ""sources_count"": 1}","[{""bookmaker"": ""Betfair Exchange"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 2.5, ""price"": 2.2, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Bet365"", ""family"": ""totals"", ""market_name"": ""Goals Over/Under"", ""point"": 2.5, ""price"": 2.075, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Sbobet"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 2.5, ""price"": 2.07, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Unibet"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 2.5, ""price"": 1.74, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}]",soccer|kerala blasters|mohammedan|2026-05-10|totals|totals|under|2.5|||2.5|2026-05-10T11:30:00+00:00,soccer|kerala blasters|mohammedan|2026-05-10|totals|totals|under|2.5|||2.5|2026-05-10T11:30:00+00:00
soccer|hougang united|tampines rovers|2026-05-10,soccer,Premier League,Hougang United,Tampines Rovers,2026-05-10T11:30:00+00:00,totals,Меньше 3.5,totals|under|3.5|,1.95,1.8068581428492863,0.5128205128205129,0.521611716823106,0.521611716823106,0.5384468790245323,0.5534468790245323,0.5534468790245323,3.1835162201426237,7.9221414097838005,74.52203211346223,3,1,controlled_consensus_rescue,3.5,1.363289120172065,1.5363364015821226,"[""mode=controlled_consensus_rescue"", ""model=bookmaker_consensus_plus_best_price_guarded"", ""paired_books=3"", ""books=3"", ""consensus_prob=0.5216"", ""best_price=1.95"", ""context=optional_not_primary_signal"", ""historical_calibration=+1.50pp"", ""learning=score_delta(+1.01)""]","{""confirmation_sources"": [""ensemble""], ""context_mode"": ""controlled_consensus_rescue"", ""context_source"": ""ensemble"", ""exact_line_bookmakers"": [""bet365"", ""betfair_exchange"", ""unibet""], ""exact_line_bookmakers_count"": 3, ""exact_line_market_names"": [""Totals""], ""exact_line_offers_count"": 3, ""exact_line_prices"": [1.6, 1.92, 1.95], ""exact_price_sources"": [""odds_api_io""], ""exact_price_sources_count"": 1, ""historical_bad_segments"": 0, ""historical_segment_override"": ""late_window_soft"", ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 1.442, ""score_delta"": 1.009, ""segments_used"": [""league:preferred"", ""context:ensemble"", ""bookmaker:bet365""]}, ""market_signal_derived"": true, ""odds_books_count"": 3, ""odds_sources_count"": 1, ""paired_books_count"": 3, ""price_sources_count"": 1, ""quality_score"": 79.735, ""quality_status"": ""passed_quality"", ""selected_bookmaker"": ""Bet365"", ""selected_source"": ""odds_api_io""}",Bet365,"{""controlled_consensus_rescue"": true, ""paired_books_count"": 3, ""quality"": {""calibration"": {""applied"": true, ""delta_probability"": 0.015, ""raw_delta_probability"": 0.05366, ""segments_used"": [""league:preferred"", ""context:ensemble"", ""bookmaker:bet365""]}, ""evaluated_at"": ""2026-05-10T10:33:22.830009+00:00"", ""final_adjusted_probability"": 0.55345, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 1.442, ""score_delta"": 1.009, ""segments_used"": [""league:preferred"", ""context:ensemble"", ""bookmaker:bet365""]}, ""nightly_review_adjustment"": {""applied"": false, ""report_date"": ""2026-05-09"", ""score_delta"": 0.0, ""sources"": []}, ""original_adjusted_probability"": 0.53845, ""publication_score"": 84.878, ""quality_score"": 79.735, ""reasons"": [], ""segments"": [""family:totals"", ""market:totals:totals|under|3.5|"", ""league:preferred"", ""context:ensemble"", ""bookmaker:bet365"", ""odds:1.70-2.04"", ""prob:50-55""], ""status"": ""passed_quality""}, ""quality_historical_override"": {""bad_segments"": 0, ""enabled"": true, ""hard_segments"": []}, ""raw_consensus_edge_pp"": 0.8791204002593145}","{""controlled_consensus_rescue"": true}",84.878,66707788,,29.0,2.9,1000.0,units,low,False,,,,,,,passed,[],"{""books_count"": 3, ""exact_books_count"": 3, ""exact_line_bookmakers"": [""bet365"", ""betfair_exchange"", ""unibet""], ""exact_line_bookmakers_count"": 3, ""exact_line_market_names"": [""Totals""], ""exact_line_offers_count"": 3, ""exact_line_prices"": [1.6, 1.92, 1.95], ""exact_price_dispersion_pct"": 16.667, ""exact_price_median"": 1.92, ""exact_price_sources"": [""odds_api_io""], ""exact_price_sources_count"": 1, ""exact_sources_count"": 1, ""family"": ""totals"", ""market_text_sample"": ""totals меньше 3.5 totals|under|3.5| bet365 controlled_consensus_rescue     odds_api_io    totals totals   under   totals totals   under   totals totals   under  "", ""point"": 3.5, ""price"": 1.95, ""price_dispersion_pct"": 16.667, ""selection"": ""under"", ""sources_count"": 1}","[{""bookmaker"": ""Bet365"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 3.5, ""price"": 1.95, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Betfair Exchange"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 3.5, ""price"": 1.92, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Unibet"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 3.5, ""price"": 1.6, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}]",soccer|hougang united|tampines rovers|2026-05-10|totals|totals|under|3.5|||3.5|2026-05-10T11:30:00+00:00,soccer|hougang united|tampines rovers|2026-05-10|totals|totals|under|3.5|||3.5|2026-05-10T11:30:00+00:00
