match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|caiquetio|jong aruba|2026-05-11,day_inventory,soccer|caiquetio|jong aruba|2026-05-11,soccer,Division di Honor,Jong Aruba,Caiquetio,2026-05-11T00:00:00+00:00,mid,"{""country"": ""Aruba"", ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-11.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-10T21:01:46.982604+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""sstats"": ""1543809""}, ""flash_id"": ""Gp90vOeT"", ""league_id"": ""421"", ""provider"": ""sstats"", ""provider_source_ids"": {""sstats"": ""1543809""}, ""season_id"": """", ""sources_seen"": ""sstats"", ""status"": ""2""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|colorado rapids 2|sporting kansas city 2|2026-05-11,odds_api_io,68156598,soccer,USA - MLS Next Pro,Colorado Rapids 2,Sporting Kansas City II,2026-05-11T00:00:00+00:00,mid,"{""competition"": ""USA - MLS Next Pro"", ""odds_api_io_id"": 68156598, ""raw_event"": {""away"": ""Sporting Kansas City II"", ""awayId"": 239006, ""date"": ""2026-05-11T00:00:00Z"", ""home"": ""Colorado Rapids 2"", ""homeId"": 885969, ""id"": 68156598, ""league"": {""name"": ""USA - MLS Next Pro"", ""slug"": ""usa-mls-next-pro""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|colorado rapids 2|sporting kc 2|2026-05-11,day_inventory,soccer|colorado rapids 2|sporting kc 2|2026-05-11,soccer,MLS Next Pro,Colorado Rapids II,Sporting KC II,2026-05-11T00:00:00+00:00,mid,"{""country"": ""USA"", ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-11.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-10T21:01:46.983091+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""sstats"": ""1513088""}, ""flash_id"": ""6P70FIcK"", ""league_id"": ""909"", ""provider"": ""sstats"", ""provider_source_ids"": {""sstats"": ""1513088""}, ""season_id"": """", ""sources_seen"": ""sstats"", ""status"": ""2""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|everton vina mar|o higgins|2026-05-11,odds_api_io,71069116,soccer,Chile - Copa de la Liga,CD O´Higgins,CD Everton Vina del Mar,2026-05-11T00:00:00+00:00,mid,"{""competition"": ""Chile - Copa de la Liga"", ""odds_api_io_id"": 71069116, ""raw_event"": {""away"": ""CD Everton Vina del Mar"", ""awayId"": 5032, ""date"": ""2026-05-11T00:00:00Z"", ""home"": ""CD O´Higgins"", ""homeId"": 3163, ""id"": 71069116, ""league"": {""name"": ""Chile - Copa de la Liga"", ""slug"": ""chile-copa-de-la-liga""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Меньше 2.25,,,2.25,,,,,50.09,47.97,,,75.26,,,controlled_consensus_rescue,86.447,,,,,,,,,,,,
soccer|everton vina|o higgins|2026-05-11,day_inventory,soccer|everton vina|o higgins|2026-05-11,soccer,Copa De La Liga,O'Higgins,Everton de Vina,2026-05-11T00:00:00+00:00,mid,"{""country"": ""Chile"", ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-11.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-10T21:01:46.982401+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""sstats"": ""1540098""}, ""flash_id"": """", ""league_id"": ""1220"", ""provider"": ""sstats"", ""provider_source_ids"": {""sstats"": ""1540098""}, ""season_id"": """", ""sources_seen"": ""sstats"", ""status"": ""2""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|inter formando un atleta|municipal limeno|2026-05-11,odds_api_io,71387062,soccer,"El Salvador - Primera Division, Clausura",Inter Formando UN Atleta,Municipal Limeno,2026-05-11T00:00:00+00:00,mid,"{""competition"": ""El Salvador - Primera Division, Clausura"", ""odds_api_io_id"": 71387062, ""raw_event"": {""away"": ""Municipal Limeno"", ""awayId"": 275241, ""date"": ""2026-05-11T00:00:00Z"", ""home"": ""Inter Formando UN Atleta"", ""homeId"": 619716, ""id"": 71387062, ""league"": {""name"": ""El Salvador - Primera Division, Clausura"", ""slug"": ""el-salvador-primera-division-clausura""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|inter|municipal limeno|2026-05-11,day_inventory,soccer|inter|municipal limeno|2026-05-11,soccer,Primera Division,Inter,Municipal Limeño,2026-05-11T00:00:00+00:00,mid,"{""country"": ""El-Salvador"", ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-11.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-10T21:01:46.983293+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""sstats"": ""1544660""}, ""flash_id"": ""OWgqZUa6"", ""league_id"": ""370"", ""provider"": ""sstats"", ""provider_source_ids"": {""sstats"": ""1544660""}, ""season_id"": """", ""sources_seen"": ""sstats"", ""status"": ""2""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|kickstart rush|weymouth wales|2026-05-11,odds_api_io,71344524,soccer,Barbados - Premier League,Kickstart Rush,Weymouth Wales FC,2026-05-11T00:00:00+00:00,mid,"{""competition"": ""Barbados - Premier League"", ""odds_api_io_id"": 71344524, ""raw_event"": {""away"": ""Weymouth Wales FC"", ""awayId"": 263641, ""date"": ""2026-05-11T00:00:00Z"", ""home"": ""Kickstart Rush"", ""homeId"": 1240281, ""id"": 71344524, ""league"": {""name"": ""Barbados - Premier League"", ""slug"": ""barbados-premier-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|mayaguez|ponce|2026-05-11,odds_api_io,69289824,soccer,Puerto Rico - LPR Pro,Ponce FC,FC Mayaguez,2026-05-11T00:00:00+00:00,mid,"{""competition"": ""Puerto Rico - LPR Pro"", ""odds_api_io_id"": 69289824, ""raw_event"": {""away"": ""FC Mayaguez"", ""awayId"": 1290275, ""date"": ""2026-05-11T00:00:00Z"", ""home"": ""Ponce FC"", ""homeId"": 1290265, ""id"": 69289824, ""league"": {""name"": ""Puerto Rico - LPR Pro"", ""slug"": ""puerto-rico-lpr-pro""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|monterrey w|pachuca w|2026-05-11,day_inventory,soccer|monterrey w|pachuca w|2026-05-11,soccer,Liga MX Femenil,Monterrey W,Pachuca W,2026-05-11T00:15:00+00:00,mid,"{""country"": ""Mexico"", ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-11.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-10T21:01:46.983966+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""sstats"": ""1544222""}, ""flash_id"": ""Ofl2LRx3"", ""league_id"": ""673"", ""provider"": ""sstats"", ""provider_source_ids"": {""sstats"": ""1544222""}, ""season_id"": """", ""sources_seen"": ""sstats"", ""status"": ""2""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
