match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|araruama rj|resende rj|2026-06-06,odds_api_io,70886000,soccer,"Brazil - Carioca, Serie A2",Resende FC RJ,Araruama FC RJ,2026-06-06T20:00:00+00:00,mid,"{""competition"": ""Brazil - Carioca, Serie A2"", ""odds_api_io_id"": 70886000, ""raw_event"": {""away"": ""Araruama FC RJ"", ""awayId"": 342218, ""date"": ""2026-06-06T20:00:00Z"", ""home"": ""Resende FC RJ"", ""homeId"": 32878, ""id"": 70886000, ""league"": {""name"": ""Brazil - Carioca, Serie A2"", ""slug"": ""brazil-carioca-serie-a2""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,Resende FC RJ,home,home,-2.5,,Bet365,odds_api_io,56.46,30.19,24.1,,,65.48,,,xg_spread,55.201,1.375,0.729,,ensemble,,insufficient_history,,,,,,
soccer|deportes linares|provincial osorno|2026-06-06,odds_api_io,71837750,soccer,Chile - Segunda Division,Provincial Osorno,Deportes Linares,2026-06-06T20:00:00+00:00,mid,"{""competition"": ""Chile - Segunda Division"", ""odds_api_io_id"": 71837750, ""raw_event"": {""away"": ""Deportes Linares"", ""awayId"": 393624, ""date"": ""2026-06-06T20:00:00Z"", ""home"": ""Provincial Osorno"", ""homeId"": 21873, ""id"": 71837750, ""league"": {""name"": ""Chile - Segunda Division"", ""slug"": ""chile-segunda-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,Provincial Osorno,home,home,-1.0,,Betfair Exchange,odds_api_io,52.45,67.31,79.03,,,70.45,,,xg_spread,165.885,1.188,0.944,,ensemble,,insufficient_history,,,,,,
soccer|mighty avengers|point michel|2026-06-06,odds_api_io,71804468,soccer,Dominica - DFA Premier,Point Michel,Mighty Avengers,2026-06-06T20:00:00+00:00,mid,"{""competition"": ""Dominica - DFA Premier"", ""odds_api_io_id"": 71804468, ""raw_event"": {""away"": ""Mighty Avengers"", ""awayId"": 1344938, ""date"": ""2026-06-06T20:00:00Z"", ""home"": ""Point Michel"", ""homeId"": 371512, ""id"": 71804468, ""league"": {""name"": ""Dominica - DFA Premier"", ""slug"": ""dominica-dfa-premier""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,Point Michel,home,home,-2.25,,Bet365,odds_api_io,23.63,22.88,22.73,,,53.09,,,market_simple_spreads,15.075,,,,market_signal,,insufficient_history,,,,,,
soccer|bolivia|scotland|2026-06-06,day_inventory,70851428,soccer,International Friendly Games,Bolivia,Scotland,2026-06-06T20:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 4, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""bookmaker_quorum_backfilled"": true, ""books_count"": 4, ""context"": true, ""context_sources_count"": 1, ""fixture_core"": true, ""form"": true, ""news"": false, ""odds"": true, ""odds_sources_count"": 1, ""price_confirmation_sources_count"": 4, ""ready_for_model"": true, ""ready_for_publish"": false, ""weather"": false, ""xg"": true}, ""day_inventory_path"": "".data/day_inventory/2026-06-06.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": ""2026-06-06T17:28:35.454817+00:00"", ""last_fixture_refresh_utc"": ""2026-06-06T17:27:13.326720+00:00"", ""last_odds_refresh_utc"": ""2026-06-06T17:28:35.454817+00:00""}, ""day_inventory_source_ids"": {""bzzoiro"": ""203028"", ""day_inventory"": ""70851428"", ""odds_api_io"": ""70851428""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""70851428"", ""odds_api_bookmaker_quorum_backfilled"": true, ""price_confirmation_sources_count"": 4}",,totals,Меньше,under,,3.5,,over@3.5,bzzoiro,85.92,76.0,66.1,,,86.28,,,xg_total,173.016,0.998,0.99,,ensemble,,insufficient_history,,,,,,
soccer|bermuda|cabo verde|2026-06-06,day_inventory,soccer|bermuda|cabo verde|2026-06-06,soccer,International Friendly Games,Cabo Verde,Bermuda,2026-06-06T20:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": true, ""context_sources_count"": 1, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": true}, ""day_inventory_path"": "".data/day_inventory/2026-06-06.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-06-06T17:27:13.326741+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""bzzoiro"": ""209449"", ""day_inventory"": ""2026-06-06|cabo verde|bermuda"", ""sstats"": ""1546499""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""2026-06-06|cabo verde|bermuda""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|england|new zealand|2026-06-06,day_inventory,69832102,soccer,International Friendly Games,England,New Zealand,2026-06-06T20:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 3, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""bookmaker_quorum_backfilled"": true, ""books_count"": 3, ""context"": true, ""context_sources_count"": 1, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_sources_count"": 1, ""price_confirmation_sources_count"": 3, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": true}, ""day_inventory_path"": "".data/day_inventory/2026-06-06.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-06-06T17:27:13.326761+00:00"", ""last_odds_refresh_utc"": ""2026-06-06T17:28:35.454817+00:00""}, ""day_inventory_source_ids"": {""bzzoiro"": ""10282"", ""day_inventory"": ""69832102"", ""odds_api_io"": ""69832102"", ""sstats"": ""1525492""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""69832102"", ""odds_api_bookmaker_quorum_backfilled"": true, ""price_confirmation_sources_count"": 3}",,btts,Обе забьют: Да,yes,,,,Bet365,odds_api_io,55.9,45.82,34.24,,,95.84,,,btts_poisson,127.12,1.45,1.194,,ensemble,,insufficient_history,,,,,,
soccer|el salvador|qatar|2026-06-06,day_inventory,71170362,soccer,International Friendly Games,Qatar,El Salvador,2026-06-06T20:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 4, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""bookmaker_quorum_backfilled"": true, ""books_count"": 4, ""context"": true, ""context_sources_count"": 1, ""fixture_core"": true, ""form"": true, ""news"": false, ""odds"": true, ""odds_sources_count"": 1, ""price_confirmation_sources_count"": 4, ""ready_for_model"": true, ""ready_for_publish"": false, ""weather"": false, ""xg"": true}, ""day_inventory_path"": "".data/day_inventory/2026-06-06.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": ""2026-06-06T17:28:35.454817+00:00"", ""last_fixture_refresh_utc"": ""2026-06-06T17:27:13.326781+00:00"", ""last_odds_refresh_utc"": ""2026-06-06T17:28:35.454817+00:00""}, ""day_inventory_source_ids"": {""bzzoiro"": ""206689"", ""day_inventory"": ""71170362"", ""odds_api_io"": ""71170362""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""71170362"", ""odds_api_bookmaker_quorum_backfilled"": true, ""price_confirmation_sources_count"": 4}",,totals,Меньше,under,,3.5,,over@3.5,bzzoiro,81.62,78.55,75.68,,,81.75,,,xg_total,281.42,1.244,0.972,,ensemble,,insufficient_history,,,,,,
soccer|fernando la mora|guairena|2026-06-06,odds_api_io,71732920,soccer,Paraguay - Segunda Division,Club Fernando de La Mora,Guairena FC,2026-06-06T20:00:00+00:00,mid,"{""competition"": ""Paraguay - Segunda Division"", ""odds_api_io_id"": 71732920, ""raw_event"": {""away"": ""Guairena FC"", ""awayId"": 322375, ""date"": ""2026-06-06T20:00:00Z"", ""home"": ""Club Fernando de La Mora"", ""homeId"": 5993, ""id"": 71732920, ""league"": {""name"": ""Paraguay - Segunda Division"", ""slug"": ""paraguay-segunda-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,Guairena FC,away,away,-0.75,,Betfair Exchange,odds_api_io,47.14,51.26,54.36,,,67.15,,,xg_spread,139.252,1.208,0.922,,ensemble,,insufficient_history,,,,,,
soccer|metropolitan fa san juan|ponce|2026-06-06,odds_api_io,71883510,soccer,Puerto Rico - LPR Pro,Metropolitan FA San Juan,Ponce FC,2026-06-06T20:00:00+00:00,mid,"{""competition"": ""Puerto Rico - LPR Pro"", ""odds_api_io_id"": 71883510, ""raw_event"": {""away"": ""Ponce FC"", ""awayId"": 1290265, ""date"": ""2026-06-06T20:00:00Z"", ""home"": ""Metropolitan FA San Juan"", ""homeId"": 802932, ""id"": 71883510, ""league"": {""name"": ""Puerto Rico - LPR Pro"", ""slug"": ""puerto-rico-lpr-pro""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,Metropolitan FA San Juan,home,home,-0.75,,Bet365,odds_api_io,53.53,52.79,52.63,,,53.09,,,market_simple_spreads,14.612,,,,market_signal,,insufficient_history,,,,,,
soccer|cleveland force|erie sports center|2026-06-06,odds_api_io,69091468,soccer,USA - USL League Two,Erie Sports Center,Cleveland Force SC,2026-06-06T20:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""odds_api_io_id"": 69091468, ""raw_event"": {""away"": ""Cleveland Force SC"", ""awayId"": 874795, ""date"": ""2026-06-06T20:00:00Z"", ""home"": ""Erie Sports Center"", ""homeId"": 1232477, ""id"": 69091468, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
