match_key,market_key,provider,bookmaker,family,selection,price,observed_at,point,team_side,source_event_id,metadata,schema_version
soccer|admira dornbirn|hard|2026-06-06,h2h|admira dornbirn||home,odds_api_io,Bet365,h2h,Admira Dornbirn,1.7,2026-06-06T13:07:26.098433+00:00,,home,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""ML"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,h2h|draw||,odds_api_io,Bet365,h2h,Draw,4.2,2026-06-06T13:07:26.098433+00:00,,,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""ML"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,h2h|fc hard||away,odds_api_io,Bet365,h2h,FC Hard,3.4,2026-06-06T13:07:26.098433+00:00,,away,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""ML"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,dnb|admira dornbirn|0.00|home,odds_api_io,Bet365,dnb,Admira Dornbirn,1.4,2026-06-06T13:07:26.098433+00:00,0.0,home,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""Draw No Bet"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,dnb|fc hard|0.00|away,odds_api_io,Bet365,dnb,FC Hard,2.75,2026-06-06T13:07:26.098433+00:00,0.0,away,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""Draw No Bet"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,spreads|admira dornbirn|-0.75|home,odds_api_io,Bet365,spreads,Admira Dornbirn,1.975,2026-06-06T13:07:26.098433+00:00,-0.75,home,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""Spread"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,spreads|fc hard|0.75|away,odds_api_io,Bet365,spreads,FC Hard,1.825,2026-06-06T13:07:26.098433+00:00,0.75,away,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""Spread"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,totals|over|3.25|,odds_api_io,Bet365,totals,Over,1.9,2026-06-06T13:07:26.098433+00:00,3.25,,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""Totals"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,totals|under|3.25|,odds_api_io,Bet365,totals,Under,1.9,2026-06-06T13:07:26.098433+00:00,3.25,,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""Totals"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,totals|over|2.50|,odds_api_io,Bet365,totals,Over,1.444,2026-06-06T13:07:26.098433+00:00,2.5,,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""Goals Over/Under"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,totals|under|2.50|,odds_api_io,Bet365,totals,Under,2.625,2026-06-06T13:07:26.098433+00:00,2.5,,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""Goals Over/Under"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|admira dornbirn|hard|2026-06-06,spreads|admira dornbirn|-2.75|home,odds_api_io,Bet365,spreads,Admira Dornbirn,5.9,2026-06-06T13:07:26.098433+00:00,-2.75,home,61927940,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 61927940, ""raw_market_name"": ""Alternative Asian Handicap"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
