report_date,prediction_id,fingerprint,published_at,published_at_local,published_date_local,telegram_sent,tracking_mode,tracking_reason,shadow_tracked,match_key,sport_key,league_name,home_team,away_team,commence_time_utc,commence_time_local,family,selection,selection_key,team_side,point,odds,stake_amount,status,result,is_hit,pnl,roi_pct,final_score,final_home_goals,final_away_goals,settled_at,settlement_source,settlement_note,settlement_result_orientation,settlement_attempt_at,settlement_attempt_reason,settlement_grade_issue,settlement_match_failure,settlement_match_threshold,settlement_best_score,settlement_best_source,settlement_best_status,settlement_best_event,settlement_best_scoreline,settlement_matched_via,settlement_manual_note,model_probability_pct,adjusted_probability_pct,market_probability_pct,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,publication_score,expected_home,expected_away,total_xg,selected_bookmaker,selected_source,context_source,context_sources,context_confidence,context_mode,market_movement,best_vs_consensus_edge_pct,consensus_dispersion_pct,match_tier,quality_status,quality_score,quality_reasons
2026-04-22,soccer|al masry|enppi|2026-04-22|dnb|away|||2026-04-22T15:00:00+00:00,soccer|al masry|enppi|2026-04-22|dnb|away|||2026-04-22T15:00:00+00:00,2026-04-22T14:15:50.253393+00:00,2026-04-22T17:15:50.253393+03:00,2026-04-22,True,,,False,soccer|al masry|enppi|2026-04-22,soccer,Egypt - Premier League,Al Masry Club,Enppi Club,2026-04-22T15:00:00+00:00,2026-04-22T18:00:00+03:00,dnb,Enppi Club (0),away,,,2.5,36.0,push,push,,0.0,0.0,2:2,2.0,2.0,2026-04-23T07:06:04.064476+00:00,api_football,Al Masry Club 2:2 Enppi Club,direct,2026-04-23T07:06:04.064476+00:00,settled,,,,106.0,api_football,FT,AL Masry vs Enppi,2:2,,,60.82,46.35,39.87,6.477,15.875,71.41,2,1,h2h_ensemble,57.601,1.085,1.553,2.638,Bet365,odds_api_io,ensemble,,75.17,team_form,drift,7.684,6.296,mid,passed_quality,86.788,
2026-04-22,soccer|js kabylie|olympique akbou|2026-04-22|dnb|away|||2026-04-22T15:00:00+00:00,soccer|js kabylie|olympique akbou|2026-04-22|dnb|away|||2026-04-22T15:00:00+00:00,2026-04-22T12:08:39.036213+00:00,2026-04-22T15:08:39.036213+03:00,2026-04-22,True,,,False,soccer|js kabylie|olympique akbou|2026-04-22,soccer,Algeria - Ligue 1,Olympique Akbou,JS Kabylie,2026-04-22T15:00:00+00:00,2026-04-22T18:00:00+03:00,dnb,JS Kabylie (0),away,,,2.75,27.0,push,push,,0.0,0.0,1:1,1.0,1.0,2026-04-23T07:06:04.064476+00:00,api_football,Olympique Akbou 1:1 JS Kabylie,direct,2026-04-23T07:06:04.064476+00:00,settled,,,,106.0,api_football,FT,Olympique Akbou vs JS Kabylie,1:1,,,57.14,41.46,35.13,6.329,14.016,62.21,2,1,h2h_ensemble,53.49,0.792,1.106,1.898,Bet365,odds_api_io,ensemble,,50.47,team_form,insufficient_history,5.977,4.453,mid,passed_quality,82.612,
2026-04-22,soccer|js kabylie|olympique akbou|2026-04-22|h2h|away|||2026-04-22T15:00:00+00:00,soccer|js kabylie|olympique akbou|2026-04-22|h2h|away|||2026-04-22T15:00:00+00:00,2026-04-22T14:15:50.253257+00:00,2026-04-22T17:15:50.253257+03:00,2026-04-22,True,,,False,soccer|js kabylie|olympique akbou|2026-04-22,soccer,Algeria - Ligue 1,Olympique Akbou,JS Kabylie,2026-04-22T15:00:00+00:00,2026-04-22T18:00:00+03:00,h2h,JS Kabylie,away,,,3.6,42.0,lost,lost,False,-42.0,-100.0,1:1,1.0,1.0,2026-04-23T07:06:04.064476+00:00,api_football,Olympique Akbou 1:1 JS Kabylie,direct,2026-04-23T07:06:04.064476+00:00,settled,,,,106.0,api_football,FT,Olympique Akbou vs JS Kabylie,1:1,,,44.96,36.7,27.29,9.411,32.134,73.06,2,1,soccer_context,66.885,0.759,1.187,1.946,Unibet,odds_api_io,ensemble,,71.73,team_form,flat,10.237,5.556,mid,passed_quality,89.252,
2026-04-22,soccer|if brommapojkarna|orgryte is|2026-04-22|dnb|home|||2026-04-22T17:00:00+00:00,soccer|if brommapojkarna|orgryte is|2026-04-22|dnb|home|||2026-04-22T17:00:00+00:00,2026-04-22T16:20:01.093274+00:00,2026-04-22T19:20:01.093274+03:00,2026-04-22,True,,,False,soccer|if brommapojkarna|orgryte is|2026-04-22,soccer,Sweden - Allsvenskan,Orgryte IS,IF Brommapojkarna,2026-04-22T17:00:00+00:00,2026-04-22T20:00:00+03:00,dnb,Orgryte IS (0),home,,,2.25,23.0,lost,lost,False,-23.0,-100.0,1:2,1.0,2.0,2026-04-23T07:06:04.064476+00:00,api_football,Orgryte IS 1:2 IF Brommapojkarna,direct,2026-04-23T07:06:04.064476+00:00,settled,,,,106.0,api_football,FT,Orgryte IS vs IF Brommapojkarna,1:2,,,62.01,48.21,43.38,4.826,8.472,68.99,2,1,h2h_ensemble,44.707,1.383,0.859,2.242,Bet365,odds_api_io,ensemble,,67.24,bzzoiro_prediction,insufficient_history,6.102,5.556,mid,passed_quality,67.908,
2026-04-22,soccer|barcelona|rc celta vigo|2026-04-22|totals|over||2.5|2026-04-22T19:30:00+00:00,soccer|barcelona|rc celta vigo|2026-04-22|totals|over||2.5|2026-04-22T19:30:00+00:00,2026-04-22T17:20:01.010334+00:00,2026-04-22T20:20:01.010334+03:00,2026-04-22,True,,,False,soccer|barcelona|rc celta vigo|2026-04-22,soccer,Spain - LaLiga,FC Barcelona,RC Celta de Vigo,2026-04-22T19:30:00+00:00,2026-04-22T22:30:00+03:00,totals,Больше,over,,2.5,2.38,47.0,lost,lost,False,-47.0,-100.0,1:0,1.0,0.0,2026-04-23T07:06:04.064476+00:00,api_football,FC Barcelona 1:0 RC Celta de Vigo,direct,2026-04-23T07:06:04.064476+00:00,settled,,,,118.24,api_football,FT,Barcelona vs Celta Vigo,1:0,,,82.16,65.78,56.41,9.367,56.55,71.59,2,1,xg_total,105.346,1.984,1.406,3.39,Unibet,odds_api_io,ensemble,,76.0,bzzoiro_prediction,insufficient_history,43.616,35.804,mid,passed_quality,73.147,
