match_key,provider,kind,observed_at,effective_at,freshness_sec,confidence,metrics,payload,details,provenance_hash,schema_version
soccer|logan lightning|redlands united|2026-06-09,sstats,xg_form,2026-06-09T01:07:44.848276+00:00,,,65.0,"{""away_win_probability"": 0.4397, ""expected_away"": 1.87, ""expected_home"": 1.562, ""home_win_probability"": 0.3674}","{""away_recent"": [{""goals_against"": 0.0, ""goals_for"": 3.0, ""home"": false, ""league"": ""Queensland Premier League"", ""opponent"": ""St George Willawong"", ""opponent_key"": ""saint george willawong"", ""start"": ""2026-06-07T06:30:00+00:00"", ""team"": ""Redlands United"", ""team_key"": ""redlands united""}, {""goals_against"": 2.0, ""goals_for"": 0.0, ""home"": false, ""league"": ""Queensland Premier League"", ""opponent"": ""Broadbeach United"", ""opponent_key"": ""broadbeach united"", ""start"": ""2026-05-23T08:00:00+00:00"", ""team"": ""Redlands United"", ""team_key"": ""redlands united""}, {""goals_against"": 4.0, ""goals_for"": 2.0, ""home"": false, ""league"": ""Queensland Premier League"", ""opponent"": ""Caboolture"", ""opponent_key"": ""caboolture"", ""start"": ""2026-04-25T08:00:00+00:00"", ""team"": ""Redlands United"", ""team_key"": ""redlands united""}], ""home_recent"": [{""goals_against"": 1.0, ""goals_for"": 3.0, ""home"": false, ""league"": ""Queensland Premier League"", ""opponent"": ""North Star"", ""opponent_key"": ""north star"", ""start"": ""2026-05-23T07:00:00+00:00"", ""team"": ""Logan Lightning"", ""team_key"": ""logan lightning""}, {""goals_against"": 0.0, ""goals_for"": 2.0, ""home"": false, ""league"": ""Queensland Premier League"", ""opponent"": ""St George Willawong"", ""opponent_key"": ""saint george willawong"", ""start"": ""2026-05-10T08:00:00+00:00"", ""team"": ""Logan Lightning"", ""team_key"": ""logan lightning""}, {""goals_against"": 4.0, ""goals_for"": 0.0, ""home"": true, ""league"": ""Queensland Premier League"", ""opponent"": ""Broadbeach United"", ""opponent_key"": ""broadbeach united"", ""start"": ""2026-05-02T09:00:00+00:00"", ""team"": ""Logan Lightning"", ""team_key"": ""logan lightning""}], ""mode"": ""team_form""}","{""away_goals_against_avg"": 2.0, ""away_goals_for_avg"": 1.667, ""away_recent_count"": 3, ""away_team_key"": ""redlands united"", ""home_goals_against_avg"": 1.667, ""home_goals_for_avg"": 1.667, ""home_recent_count"": 3, ""home_team_key"": ""logan lightning"", ""league_overlap_count"": 6, ""provider_odds_hints_count"": 0, ""sstats_mode"": ""team_form""}",22634041569566ae4cd71a2eb2e438ee35237b22,1
soccer|north lakes united|peninsula power|2026-06-09,openligadb,fixture_results,2026-06-09T01:07:44.848276+00:00,,,59.24,"{""away_win_probability"": 0.2181, ""clubelo_draw_probability"": 0.2305, ""expected_away"": 0.95, ""expected_home"": 1.461, ""home_win_probability"": 0.5514}","{""away_rating"": {""Club"": ""Panetolikos"", ""Country"": ""GRE"", ""Elo"": ""1292.25964355"", ""From"": ""2026-05-22"", ""Level"": ""1"", ""Rank"": ""None"", ""To"": ""2026-06-10""}, ""home_rating"": {""Club"": ""Konyaspor"", ""Country"": ""TUR"", ""Elo"": ""1398.39013672"", ""From"": ""2026-05-18"", ""Level"": ""1"", ""Rank"": ""None"", ""To"": ""2026-06-10""}}","{""away_rating"": 1292.3, ""clubelo_away_elo"": 1292.3, ""clubelo_draw_probability"": 0.2305, ""clubelo_elo_diff_home_adv"": 161.1, ""clubelo_home_elo"": 1398.4, ""home_rating"": 1398.4}",dc8e67c51a0d8abaa1f6193c5684aff54aab1c0d,1
soccer|north lakes united|peninsula power|2026-06-09,sstats,xg_form,2026-06-09T01:07:44.848276+00:00,,,64.2,"{""away_win_probability"": 0.2648, ""expected_away"": 0.983, ""expected_home"": 1.91, ""home_win_probability"": 0.5144}","{""away_recent"": [{""goals_against"": 0.0, ""goals_for"": 1.0, ""home"": true, ""league"": ""I-League - 2nd Division"", ""opponent"": ""Sudeva"", ""opponent_key"": ""sudeva"", ""start"": ""2026-05-09T09:30:00+00:00"", ""team"": ""United"", ""team_key"": ""united""}, {""goals_against"": 1.0, ""goals_for"": 1.0, ""home"": true, ""league"": ""I-League - 2nd Division"", ""opponent"": ""Karbi Anglong Morning Star FC"", ""opponent_key"": ""karbi anglong morning star"", ""start"": ""2026-05-02T09:30:00+00:00"", ""team"": ""United"", ""team_key"": ""united""}, {""goals_against"": 0.0, ""goals_for"": 1.0, ""home"": true, ""league"": ""I-League - 2nd Division"", ""opponent"": ""NEROCA"", ""opponent_key"": ""neroca"", ""start"": ""2026-04-26T09:30:00+00:00"", ""team"": ""United"", ""team_key"": ""united""}], ""home_recent"": [{""goals_against"": 0.0, ""goals_for"": 2.0, ""home"": false, ""league"": ""Queensland NPL"", ""opponent"": ""Rochedale Rovers"", ""opponent_key"": ""rochedale rovers"", ""start"": ""2026-06-06T09:00:00+00:00"", ""team"": ""Peninsula Power"", ""team_key"": ""peninsula power""}, {""goals_against"": 0.0, ""goals_for"": 4.0, ""home"": false, ""league"": ""Queensland NPL"", ""opponent"": ""Gold Coast United"", ""opponent_key"": ""gold coast united"", ""start"": ""2026-05-30T05:00:00+00:00"", ""team"": ""Peninsula Power"", ""team_key"": ""peninsula power""}, {""goals_against"": 2.0, ""goals_for"": 3.0, ""home"": true, ""league"": ""Queensland NPL"", ""opponent"": ""Magic United"", ""opponent_key"": ""magic united"", ""start"": ""2026-05-23T07:00:00+00:00"", ""team"": ""Peninsula Power"", ""team_key"": ""peninsula power""}, {""goals_against"": 2.0, ""goals_for"": 3.0, ""home"": true, ""league"": ""Queensland NPL"", ""opponent"": ""Lions"", ""opponent_key"": ""lions"", ""start"": ""2026-04-25T06:00:00+00:00"", ""team"": ""Peninsula Power"", ""team_key"": ""peninsula power""}], ""mode"": ""team_form""}","{""away_goals_against_avg"": 0.333, ""away_goals_for_avg"": 1.0, ""away_recent_count"": 3, ""away_team_key"": ""united"", ""home_goals_against_avg"": 1.0, ""home_goals_for_avg"": 3.0, ""home_recent_count"": 4, ""home_team_key"": ""peninsula power"", ""league_overlap_count"": 0, ""provider_odds_hints_count"": 0, ""sstats_mode"": ""team_form""}",f76cdfb2fc8fceed6c5f439efa3ba7b65cd39e7b,1
soccer|livyi bereh kyiv|oleksandriya|2026-06-09,openligadb,fixture_results,2026-06-09T01:07:44.848276+00:00,,,56.37,"{""away_win_probability"": 0.3177, ""clubelo_draw_probability"": 0.2539, ""expected_away"": 1.038, ""expected_home"": 1.352, ""home_win_probability"": 0.4285}","{""away_rating"": {""Club"": ""Olexandriya"", ""Country"": ""UKR"", ""Elo"": ""1197.1862793"", ""From"": ""2026-05-24"", ""Level"": ""1"", ""Rank"": ""None"", ""To"": ""2026-06-09""}, ""home_rating"": {""Club"": ""Livyi Bereh"", ""Country"": ""UKR"", ""Elo"": ""1194.17749023"", ""From"": ""2026-06-09"", ""Level"": ""1"", ""Rank"": ""None"", ""To"": ""2026-06-09""}}","{""away_rating"": 1197.2, ""clubelo_away_elo"": 1197.2, ""clubelo_draw_probability"": 0.2539, ""clubelo_elo_diff_home_adv"": 52.0, ""clubelo_home_elo"": 1194.2, ""home_rating"": 1194.2}",3cb9d086e42fcf2f2ac22fc8fad28e90006ed979,1
soccer|livyi bereh kyiv|oleksandriya|2026-06-09,sstats,xg_form,2026-06-09T01:07:44.848276+00:00,,,65.0,"{""away_win_probability"": 0.2707, ""expected_away"": 0.996, ""expected_home"": 1.863, ""home_win_probability"": 0.5064}","{""away_recent"": [{""goals_against"": 1.0, ""goals_for"": 1.0, ""home"": true, ""league"": ""Premier League"", ""opponent"": ""Kryvbas KR"", ""opponent_key"": ""kryvbas kr"", ""start"": ""2026-05-23T10:00:00+00:00"", ""team"": ""Oleksandria"", ""team_key"": ""oleksandria""}, {""goals_against"": 1.0, ""goals_for"": 3.0, ""home"": false, ""league"": ""Premier League"", ""opponent"": ""Ruh Lviv"", ""opponent_key"": ""ruh lviv"", ""start"": ""2026-05-17T10:00:00+00:00"", ""team"": ""Oleksandria"", ""team_key"": ""oleksandria""}, {""goals_against"": 2.0, ""goals_for"": 1.0, ""home"": true, ""league"": ""Premier League"", ""opponent"": ""Zorya Luhansk"", ""opponent_key"": ""zorya luhansk"", ""start"": ""2026-05-12T10:00:00+00:00"", ""team"": ""Oleksandria"", ""team_key"": ""oleksandria""}, {""goals_against"": 3.0, ""goals_for"": 0.0, ""home"": true, ""league"": ""Premier League"", ""opponent"": ""Kolos Kovalivka"", ""opponent_key"": ""kolos kovalivka"", ""start"": ""2026-05-02T10:00:00+00:00"", ""team"": ""Oleksandria"", ""team_key"": ""oleksandria""}, {""goals_against"": 1.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""Premier League"", ""opponent"": ""Epitsentr Dunayivtsi"", ""opponent_key"": ""epitsentr dunayivtsi"", ""start"": ""2026-04-27T10:00:00+00:00"", ""team"": ""Oleksandria"", ""team_key"": ""oleksandria""}, {""goals_against"": 8.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""U19 League"", ""opponent"": ""Rukh Vynnyky U19"", ""opponent_key"": ""rukh vynnyky"", ""start"": ""2026-05-16T10:00:00+00:00"", ""team"": ""Oleksandria U19"", ""team_key"": ""oleksandria""}, {""goals_against"": 1.0, ""goals_for"": 0.0, ""home"": true, ""league"": ""U19 League"", ""opponent"": ""Zorya Luhansk U19"", ""opponent_key"": ""zorya luhansk"", ""start"": ""2026-05-11T09:00:00+00:00"", ""team"": ""Oleksandria U19"", ""team_key"": ""oleksandria""}, {""goals_against"": 3.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""U19 League"", ""opponent"": ""Zhytomyr U19"", ""opponent_key"": ""zhytomyr"", ""start"": ""2026-05-07T10:00:00+00:00"", ""team"": ""Oleksandria U19"", ""team_key"": ""oleksandria""}, {""goals_against"": 1.0, ""goals_for"": 2.0, ""home"": false, ""league"": ""U19 League"", ""opponent"": ""Epitsentr U19"", ""opponent_key"": ""epitsentr"", ""start"": ""2026-04-26T09:00:00+00:00"", ""team"": ""Oleksandria U19"", ""team_key"": ""oleksandria""}], ""home_recent"": [{""goals_against"": 1.0, ""goals_for"": 3.0, ""home"": false, ""league"": ""Persha Liga"", ""opponent"": ""Inhulets"", ""opponent_key"": ""inhulets"", ""start"": ""2026-06-01T10:00:00+00:00"", ""team"": ""Livyi Bereh"", ""team_key"": ""livyi bereh""}, {""goals_against"": 0.0, ""goals_for"": 0.0, ""home"": false, ""league"": ""Persha Liga"", ""opponent"": ""Chornomorets"", ""opponent_key"": ""chornomorets"", ""start"": ""2026-05-16T13:30:00+00:00"", ""team"": ""Livyi Bereh"", ""team_key"": ""livyi bereh""}, {""goals_against"": 0.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""Persha Liga"", ""opponent"": ""Vorskla Poltava"", ""opponent_key"": ""vorskla poltava"", ""start"": ""2026-05-03T10:00:00+00:00"", ""team"": ""Livyi Bereh"", ""team_key"": ""livyi bereh""}], ""mode"": ""team_form""}","{""away_goals_against_avg"": 2.333, ""away_goals_for_avg"": 1.111, ""away_recent_count"": 9, ""away_team_key"": ""oleksandria"", ""home_goals_against_avg"": 0.333, ""home_goals_for_avg"": 1.333, ""home_recent_count"": 3, ""home_team_key"": ""livyi bereh"", ""league_overlap_count"": 5, ""provider_odds_hints_count"": 0, ""sstats_mode"": ""team_form""}",e8a20290e7ead723e868aee4470927dcb3db4e79,1
soccer|kattaqorgon|lochin|2026-06-09,openligadb,fixture_results,2026-06-09T01:07:44.848276+00:00,,,56.27,"{""away_win_probability"": 0.424, ""clubelo_draw_probability"": 0.2547, ""expected_away"": 1.119, ""expected_home"": 1.252, ""home_win_probability"": 0.3214}","{""away_rating"": {""Club"": ""Torino"", ""Country"": ""ITA"", ""Elo"": ""1624.05883789"", ""From"": ""2026-05-25"", ""Level"": ""1"", ""Rank"": ""93"", ""To"": ""2026-06-10""}, ""home_rating"": {""Club"": ""Lech"", ""Country"": ""POL"", ""Elo"": ""1520.91882324"", ""From"": ""2026-05-24"", ""Level"": ""1"", ""Rank"": ""None"", ""To"": ""2026-06-10""}}","{""away_rating"": 1624.1, ""clubelo_away_elo"": 1624.1, ""clubelo_draw_probability"": 0.2547, ""clubelo_elo_diff_home_adv"": -48.1, ""clubelo_home_elo"": 1520.9, ""home_rating"": 1520.9}",e4550e8d31661238e4e60be0df30efdc3d2a65b8,1
soccer|kattaqorgon|lochin|2026-06-09,sstats,xg_form,2026-06-09T01:07:44.848276+00:00,,,64.2,"{""away_win_probability"": 0.2356, ""expected_away"": 0.757, ""expected_home"": 1.635, ""home_win_probability"": 0.509}","{""away_recent"": [{""goals_against"": 0.0, ""goals_for"": 3.0, ""home"": true, ""league"": ""Pro League A"", ""opponent"": ""FarDu"", ""opponent_key"": ""fardu"", ""start"": ""2026-06-04T12:30:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}, {""goals_against"": 1.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Metalourg"", ""opponent_key"": ""metalourg"", ""start"": ""2026-05-31T13:00:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}, {""goals_against"": 0.0, ""goals_for"": 0.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Olimpik-Mobiuz"", ""opponent_key"": ""olimpik mobiuz"", ""start"": ""2026-05-04T13:00:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}, {""goals_against"": 0.0, ""goals_for"": 1.0, ""home"": true, ""league"": ""Pro League A"", ""opponent"": ""BuxDu"", ""opponent_key"": ""buxdu"", ""start"": ""2026-04-30T12:00:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}, {""goals_against"": 0.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Respublika FA"", ""opponent_key"": ""respublika fa"", ""start"": ""2026-04-26T12:00:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}], ""home_recent"": [{""goals_against"": 0.0, ""goals_for"": 4.0, ""home"": true, ""league"": ""Pro League A"", ""opponent"": ""BuxDu"", ""opponent_key"": ""buxdu"", ""start"": ""2026-05-31T12:30:00+00:00"", ""team"": ""Lochin"", ""team_key"": ""lochin""}, {""goals_against"": 0.0, ""goals_for"": 0.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Respublika FA"", ""opponent_key"": ""respublika fa"", ""start"": ""2026-05-05T12:00:00+00:00"", ""team"": ""Lochin"", ""team_key"": ""lochin""}, {""goals_against"": 0.0, ""goals_for"": 2.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Gazalkent"", ""opponent_key"": ""gazalkent"", ""start"": ""2026-04-26T13:00:00+00:00"", ""team"": ""Lochin"", ""team_key"": ""lochin""}], ""mode"": ""team_form""}","{""away_goals_against_avg"": 0.2, ""away_goals_for_avg"": 1.2, ""away_recent_count"": 5, ""away_team_key"": ""kattaqurgon"", ""home_goals_against_avg"": 0.0, ""home_goals_for_avg"": 2.0, ""home_recent_count"": 3, ""home_team_key"": ""lochin"", ""league_overlap_count"": 0, ""provider_odds_hints_count"": 0, ""sstats_mode"": ""team_form""}",3babc0ad04032d6ed960419a59b7ac675843e9c3,1
soccer|kattaqorgon|lochin|2026-06-09,weather,weather,2026-06-09T01:07:44.848276+00:00,,,65.31136,"{""away_win_probability"": 0.3275545387519718, ""clubelo_draw_probability"": 0.2547, ""expected_away"": 0.9336854725489054, ""expected_home"": 1.4480648177175948, ""home_win_probability"": 0.417435926380733, ""weather_adjustment_applied"": false, ""weather_adjustment_reasons"": [], ""weather_away_team"": ""FC Kattaqorgon"", ""weather_city"": ""Lochinvar"", ""weather_condition"": ""Clear"", ""weather_context_applied"": true, ""weather_country"": ""Australia"", ""weather_home_team"": ""Lochin"", ""weather_precip_mm"": 0.0, ""weather_query"": ""Lochin"", ""weather_source"": ""weatherapi"", ""weather_temp_c"": 11.9, ""weather_total_factor"": 1.0, ""weather_wind_kph"": 2.5}","{""sources"": {""clubelo"": {""away_rating"": {""Club"": ""Torino"", ""Country"": ""ITA"", ""Elo"": ""1624.05883789"", ""From"": ""2026-05-25"", ""Level"": ""1"", ""Rank"": ""93"", ""To"": ""2026-06-10""}, ""home_rating"": {""Club"": ""Lech"", ""Country"": ""POL"", ""Elo"": ""1520.91882324"", ""From"": ""2026-05-24"", ""Level"": ""1"", ""Rank"": ""None"", ""To"": ""2026-06-10""}}, ""sstats_form"": {""away_recent"": [{""goals_against"": 0.0, ""goals_for"": 3.0, ""home"": true, ""league"": ""Pro League A"", ""opponent"": ""FarDu"", ""opponent_key"": ""fardu"", ""start"": ""2026-06-04T12:30:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}, {""goals_against"": 1.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Metalourg"", ""opponent_key"": ""metalourg"", ""start"": ""2026-05-31T13:00:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}, {""goals_against"": 0.0, ""goals_for"": 0.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Olimpik-Mobiuz"", ""opponent_key"": ""olimpik mobiuz"", ""start"": ""2026-05-04T13:00:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}, {""goals_against"": 0.0, ""goals_for"": 1.0, ""home"": true, ""league"": ""Pro League A"", ""opponent"": ""BuxDu"", ""opponent_key"": ""buxdu"", ""start"": ""2026-04-30T12:00:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}, {""goals_against"": 0.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Respublika FA"", ""opponent_key"": ""respublika fa"", ""start"": ""2026-04-26T12:00:00+00:00"", ""team"": ""Kattaqurgon"", ""team_key"": ""kattaqurgon""}], ""home_recent"": [{""goals_against"": 0.0, ""goals_for"": 4.0, ""home"": true, ""league"": ""Pro League A"", ""opponent"": ""BuxDu"", ""opponent_key"": ""buxdu"", ""start"": ""2026-05-31T12:30:00+00:00"", ""team"": ""Lochin"", ""team_key"": ""lochin""}, {""goals_against"": 0.0, ""goals_for"": 0.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Respublika FA"", ""opponent_key"": ""respublika fa"", ""start"": ""2026-05-05T12:00:00+00:00"", ""team"": ""Lochin"", ""team_key"": ""lochin""}, {""goals_against"": 0.0, ""goals_for"": 2.0, ""home"": false, ""league"": ""Pro League A"", ""opponent"": ""Gazalkent"", ""opponent_key"": ""gazalkent"", ""start"": ""2026-04-26T13:00:00+00:00"", ""team"": ""Lochin"", ""team_key"": ""lochin""}], ""mode"": ""team_form""}}}","{""away_goals_against_avg"": 0.2, ""away_goals_for_avg"": 1.2, ""away_rating"": 1624.1, ""away_recent_count"": 5, ""away_team_key"": ""kattaqurgon"", ""blend_weights"": {""clubelo"": 63.022, ""sstats_form"": 66.1}, ""clubelo_away_elo"": 1624.1, ""clubelo_draw_probability"": 0.2547, ""clubelo_elo_diff_home_adv"": -48.1, ""clubelo_home_elo"": 1520.9, ""context_mode"": ""ensemble"", ""home_goals_against_avg"": 0.0, ""home_goals_for_avg"": 2.0, ""home_rating"": 1520.9, ""home_recent_count"": 3, ""home_team_key"": ""lochin"", ""league_overlap_count"": 0, ""merged_sources"": [""sstats_form"", ""clubelo""], ""provider_odds_hints_count"": 0, ""sstats_mode"": ""team_form"", ""weather_adjustment_applied"": false, ""weather_adjustment_reasons"": [], ""weather_away_team"": ""FC Kattaqorgon"", ""weather_city"": ""Lochinvar"", ""weather_condition"": ""Clear"", ""weather_context_applied"": true, ""weather_country"": ""Australia"", ""weather_home_team"": ""Lochin"", ""weather_precip_mm"": 0.0, ""weather_query"": ""Lochin"", ""weather_source"": ""weatherapi"", ""weather_temp_c"": 11.9, ""weather_total_factor"": 1.0, ""weather_wind_kph"": 2.5}",74b92d0abd48b66173ca8b122a8177530b3637b9,1
soccer|aduana|basake holy stars|2026-06-09,sstats,xg_form,2026-06-09T01:07:44.848276+00:00,,,65.0,"{""away_win_probability"": 0.3359, ""expected_away"": 1.109, ""expected_home"": 1.372, ""home_win_probability"": 0.4157}","{""away_recent"": [{""goals_against"": 3.0, ""goals_for"": 0.0, ""home"": false, ""league"": ""Premier League"", ""opponent"": ""Vision"", ""opponent_key"": ""vision"", ""start"": ""2026-05-24T15:00:00+00:00"", ""team"": ""Aduana Stars"", ""team_key"": ""aduana stars""}, {""goals_against"": 1.0, ""goals_for"": 3.0, ""home"": true, ""league"": ""Premier League"", ""opponent"": ""Young Apostles"", ""opponent_key"": ""young apostles"", ""start"": ""2026-05-17T15:00:00+00:00"", ""team"": ""Aduana Stars"", ""team_key"": ""aduana stars""}, {""goals_against"": 0.0, ""goals_for"": 0.0, ""home"": false, ""league"": ""Premier League"", ""opponent"": ""Hearts of Oak"", ""opponent_key"": ""hearts of oak"", ""start"": ""2026-05-10T15:00:00+00:00"", ""team"": ""Aduana Stars"", ""team_key"": ""aduana stars""}, {""goals_against"": 2.0, ""goals_for"": 0.0, ""home"": false, ""league"": ""Premier League"", ""opponent"": ""Basake Holy Stars"", ""opponent_key"": ""basake holy stars"", ""start"": ""2026-05-06T15:00:00+00:00"", ""team"": ""Aduana Stars"", ""team_key"": ""aduana stars""}, {""goals_against"": 0.0, ""goals_for"": 0.0, ""home"": true, ""league"": ""Premier League"", ""opponent"": ""Heart of Lions"", ""opponent_key"": ""heart of lions"", ""start"": ""2026-05-03T15:00:00+00:00"", ""team"": ""Aduana Stars"", ""team_key"": ""aduana stars""}], ""home_recent"": [{""goals_against"": 2.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""Friendlies Clubs"", ""opponent"": ""Medeama"", ""opponent_key"": ""medeama"", ""start"": ""2026-05-27T17:00:00+00:00"", ""team"": ""Basake Holy Stars"", ""team_key"": ""basake holy stars""}, {""goals_against"": 4.0, ""goals_for"": 1.0, ""home"": true, ""league"": ""Premier League"", ""opponent"": ""Dreams"", ""opponent_key"": ""dreams"", ""start"": ""2026-05-24T15:00:00+00:00"", ""team"": ""Basake Holy Stars"", ""team_key"": ""basake holy stars""}, {""goals_against"": 0.0, ""goals_for"": 3.0, ""home"": false, ""league"": ""Premier League"", ""opponent"": ""Hohoe United"", ""opponent_key"": ""hohoe united"", ""start"": ""2026-05-17T15:00:00+00:00"", ""team"": ""Basake Holy Stars"", ""team_key"": ""basake holy stars""}, {""goals_against"": 1.0, ""goals_for"": 0.0, ""home"": true, ""league"": ""Premier League"", ""opponent"": ""Medeama"", ""opponent_key"": ""medeama"", ""start"": ""2026-05-10T15:00:00+00:00"", ""team"": ""Basake Holy Stars"", ""team_key"": ""basake holy stars""}, {""goals_against"": 0.0, ""goals_for"": 2.0, ""home"": true, ""league"": ""Premier League"", ""opponent"": ""Aduana Stars"", ""opponent_key"": ""aduana stars"", ""start"": ""2026-05-06T15:00:00+00:00"", ""team"": ""Basake Holy Stars"", ""team_key"": ""basake holy stars""}, {""goals_against"": 3.0, ""goals_for"": 1.0, ""home"": false, ""league"": ""Premier League"", ""opponent"": ""Samartex"", ""opponent_key"": ""samartex"", ""start"": ""2026-05-03T15:00:00+00:00"", ""team"": ""Basake Holy Stars"", ""team_key"": ""basake holy stars""}], ""mode"": ""team_form""}","{""away_goals_against_avg"": 1.2, ""away_goals_for_avg"": 0.6, ""away_recent_count"": 5, ""away_team_key"": ""aduana stars"", ""home_goals_against_avg"": 1.667, ""home_goals_for_avg"": 1.333, ""home_recent_count"": 6, ""home_team_key"": ""basake holy stars"", ""league_overlap_count"": 0, ""provider_odds_hints_count"": 0, ""sstats_mode"": ""team_form""}",7875fa87d75ba960e2ea38d57da93f9a1a13de4b,1
