report_date,prediction_id,fingerprint,published_at,published_at_local,published_date_local,telegram_sent,tracking_mode,tracking_reason,shadow_tracked,match_key,sport_key,league_name,home_team,away_team,match_name,commence_time_utc,commence_time_local,family,selection,selection_key,team_side,point,odds,stake_amount,status,result,is_hit,pnl,roi_pct,final_score,final_home_goals,final_away_goals,settled_at,settlement_source,settlement_note,settlement_result_orientation,settlement_attempt_at,settlement_attempt_reason,settlement_grade_issue,settlement_match_failure,settlement_match_threshold,settlement_best_score,settlement_best_source,settlement_best_status,settlement_best_event,settlement_best_scoreline,settlement_matched_via,settlement_manual_note,model_probability_pct,adjusted_probability_pct,market_probability_pct,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,publication_score,expected_home,expected_away,total_xg,selected_bookmaker,selected_source,context_source,context_sources,context_confidence,context_mode,market_movement,best_vs_consensus_edge_pct,consensus_dispersion_pct,match_tier,quality_status,quality_score,quality_reasons
2026-05-09,soccer|eastern|tai po|2026-05-09|totals|totals|under|2.5|||2.5|2026-05-09T10:00:00+00:00,soccer|eastern|tai po|2026-05-09|totals|totals|under|2.5|||2.5|2026-05-09T10:00:00+00:00,2026-05-09T08:39:54.505024+00:00,2026-05-09T11:39:54.505024+03:00,2026-05-09,True,,,False,soccer|eastern|tai po|2026-05-09,soccer,"Hong Kong, China - Premier League",Eastern SC,Tai Po FC,,2026-05-09T10:00:00+00:00,2026-05-09T13:00:00+03:00,totals,Меньше 2.5,totals|under|2.5|,,2.5,2.64,28.0,pending,pending,,,,,,,,,,,,,,,,,,,,,,,42.89,42.89,40.34,5.014,13.238,76.67,3,1,controlled_consensus_rescue,91.667,1.753,0.941,2.694,Betfair Exchange,odds_api_io,sstats_form,,,controlled_consensus_rescue,,,,,passed_quality,74.684,
