report_date,prediction_id,fingerprint,published_at,published_at_local,published_date_local,telegram_sent,tracking_mode,tracking_reason,shadow_tracked,match_key,sport_key,league_name,home_team,away_team,match_name,commence_time_utc,commence_time_local,family,selection,selection_key,team_side,point,odds,stake_amount,status,result,is_hit,pnl,roi_pct,final_score,final_home_goals,final_away_goals,settled_at,settlement_source,settlement_note,settlement_result_orientation,settlement_attempt_at,settlement_attempt_reason,settlement_grade_issue,settlement_match_failure,settlement_match_threshold,settlement_best_score,settlement_best_source,settlement_best_status,settlement_best_event,settlement_best_scoreline,settlement_matched_via,settlement_manual_note,model_probability_pct,adjusted_probability_pct,market_probability_pct,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,publication_score,expected_home,expected_away,total_xg,selected_bookmaker,selected_source,context_source,context_sources,context_confidence,context_mode,market_movement,best_vs_consensus_edge_pct,consensus_dispersion_pct,match_tier,quality_status,quality_score,quality_reasons
2026-05-09,soccer|k beerschot va|lommel sk|2026-05-09|h2h|away|away||2026-05-09T16:15:00+00:00,soccer|k beerschot va|lommel sk|2026-05-09|h2h|away|away||2026-05-09T16:15:00+00:00,2026-05-09T15:07:01.121638+00:00,2026-05-09T18:07:01.121638+03:00,2026-05-09,True,,,False,soccer|k beerschot va|lommel sk|2026-05-09,soccer,Belgium - Pro League,K Beerschot VA,Lommel SK,,2026-05-09T16:15:00+00:00,2026-05-09T19:15:00+03:00,h2h,Lommel SK,away,away,,3.57,40.0,pending,pending,,,,,,,,,,,,,,,,,,,,,,,59.21,36.16,26.31,9.851,29.091,69.69,3,2,soccer_context,67.106,1.167,2.333,3.5,Bzzoiro,bzzoiro,bzzoiro_predictions,,50.69,bzzoiro_prediction,insufficient_history,0.732,0.402,mid,passed_quality,88.0,
