report_date,prediction_id,fingerprint,published_at,published_at_local,published_date_local,telegram_sent,tracking_mode,tracking_reason,shadow_tracked,match_key,sport_key,league_name,home_team,away_team,match_name,commence_time_utc,commence_time_local,family,selection,selection_key,team_side,point,odds,stake_amount,status,result,is_hit,pnl,roi_pct,final_score,final_home_goals,final_away_goals,settled_at,settlement_source,settlement_note,settlement_result_orientation,settlement_attempt_at,settlement_attempt_reason,settlement_grade_issue,settlement_match_failure,settlement_match_threshold,settlement_best_score,settlement_best_source,settlement_best_status,settlement_best_event,settlement_best_scoreline,settlement_matched_via,settlement_manual_note,model_probability_pct,adjusted_probability_pct,market_probability_pct,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,publication_score,expected_home,expected_away,total_xg,selected_bookmaker,selected_source,context_source,context_sources,context_confidence,context_mode,market_movement,best_vs_consensus_edge_pct,consensus_dispersion_pct,match_tier,quality_status,quality_score,quality_reasons
2026-05-09,soccer|besiktas istanbul|trabzonspor|2026-05-09|totals|totals|under|3.5|||3.5|2026-05-09T17:00:00+00:00,soccer|besiktas istanbul|trabzonspor|2026-05-09|totals|totals|under|3.5|||3.5|2026-05-09T17:00:00+00:00,2026-05-09T16:12:02.634709+00:00,2026-05-09T19:12:02.634709+03:00,2026-05-09,True,,,False,soccer|besiktas istanbul|trabzonspor|2026-05-09,soccer,Turkiye - Super Lig,Besiktas Istanbul,Trabzonspor,,2026-05-09T17:00:00+00:00,2026-05-09T20:00:00+03:00,totals,Меньше 3.5,totals|under|3.5|,,3.5,1.97,35.0,pending,pending,,,,,,,,,,,,,,,,,,,,,,,55.69,55.69,53.17,4.929,9.71,78.5,4,1,controlled_consensus_rescue,92.21,1.548,1.109,2.657,Betfair Exchange,odds_api_io,bzzoiro_predictions,,,controlled_consensus_rescue,,,,,passed_quality,78.561,
2026-05-09,soccer|fatih karagumruk istanbul|kocaelispor|2026-05-09|totals|totals|under|2.25|||2.25|2026-05-09T17:00:00+00:00,soccer|fatih karagumruk istanbul|kocaelispor|2026-05-09|totals|totals|under|2.25|||2.25|2026-05-09T17:00:00+00:00,2026-05-09T16:12:02.634857+00:00,2026-05-09T19:12:02.634857+03:00,2026-05-09,True,,,False,soccer|fatih karagumruk istanbul|kocaelispor|2026-05-09,soccer,Turkiye - Super Lig,Kocaelispor,Fatih Karagumruk Istanbul,,2026-05-09T17:00:00+00:00,2026-05-09T20:00:00+03:00,totals,Меньше 2.25,totals|under|2.25|,,2.25,2.14,35.0,pending,pending,,,,,,,,,,,,,,,,,,,,,,,52.02,52.02,49.37,5.29,11.321,76.98,3,1,controlled_consensus_rescue,91.936,1.168,1.148,2.316,Betfair Exchange,odds_api_io,bzzoiro_predictions,,,controlled_consensus_rescue,,,,,passed_quality,74.134,
