match_key,sport_key,league_name,home_team,away_team,commence_time,family,selection,selection_key,odds,fair_odds,implied_probability,market_probability,consensus_probability,model_probability,final_probability,adjusted_probability,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,point,expected_home,expected_away,reasons,source_summary,bookmaker,diagnostics,analysis,publication_score,source_event_id,team_side,stake_amount,stake_pct,bankroll_snapshot,bankroll_currency,risk_label,already_used,selected_odds,selected_implied_probability,fair_odds_from_market,probability_used_for_ev,price_used_for_ev,canonical_adjusted_probability,integrity_status,integrity_reasons,integrity_report,raw_bucket_offers,fingerprint,prediction_id
soccer|lokomotiv 1929 sofia|pfc montana 1921|2026-05-09,soccer,Bulgaria - Parva Liga,PFC Montana 1921,FC Lokomotiv 1929 Sofia,2026-05-09T10:45:00+00:00,totals,Меньше 2.5,totals|under|2.5|,2.05,1.89843144754129,0.48780487804878053,0.5051892473986448,0.5051892473986448,0.5267506505410702,0.5267506505410702,0.5267506505410702,3.8945772492289645,7.983883360919375,77.67876383661331,4,1,controlled_consensus_rescue,2.5,0.8231781432660537,1.382975170023357,"[""mode=controlled_consensus_rescue"", ""model=bookmaker_consensus_plus_best_price_guarded"", ""paired_books=4"", ""books=4"", ""consensus_prob=0.5052"", ""best_price=2.05"", ""context=optional_not_primary_signal""]","{""confirmation_sources"": [""ensemble""], ""context_mode"": ""controlled_consensus_rescue"", ""context_source"": ""ensemble"", ""exact_line_bookmakers"": [""bet365"", ""betfair_exchange"", ""sbobet"", ""unibet""], ""exact_line_bookmakers_count"": 4, ""exact_line_market_names"": [""Goals Over/Under"", ""Totals""], ""exact_line_offers_count"": 5, ""exact_line_prices"": [1.81, 1.825, 1.87, 1.92, 2.05], ""exact_price_sources"": [""odds_api_io""], ""exact_price_sources_count"": 1, ""market_signal_derived"": true, ""odds_books_count"": 4, ""odds_sources_count"": 1, ""paired_books_count"": 4, ""price_sources_count"": 1, ""quality_score"": 71.178, ""quality_status"": ""passed_quality"", ""selected_bookmaker"": ""Bet365"", ""selected_source"": ""odds_api_io""}",Bet365,"{""controlled_consensus_rescue"": true, ""paired_books_count"": 4, ""quality"": {""calibration"": {""applied"": false, ""delta_probability"": 0.0, ""segments_used"": []}, ""evaluated_at"": ""2026-05-09T09:15:52.551990+00:00"", ""final_adjusted_probability"": 0.52675, ""learning_adjustment"": {""applied"": false, ""score_delta"": 0.0, ""segments_used"": []}, ""nightly_review_adjustment"": {""applied"": false, ""report_date"": ""2026-05-08"", ""score_delta"": 0.0, ""sources"": []}, ""original_adjusted_probability"": 0.52675, ""publication_score"": 89.663, ""quality_score"": 71.178, ""reasons"": [], ""segments"": [""family:totals"", ""market:totals:totals|under|2.5|"", ""league:other"", ""context:ensemble"", ""bookmaker:bet365"", ""odds:2.05-2.74"", ""prob:50-55""], ""status"": ""passed_quality""}, ""raw_consensus_edge_pp"": 1.738436934986426}","{""controlled_consensus_rescue"": true}",89.66264719753269,70906768,,27.0,2.7,1000.0,units,low,False,,,,,,,passed,[],"{""books_count"": 4, ""exact_books_count"": 4, ""exact_line_bookmakers"": [""bet365"", ""betfair_exchange"", ""sbobet"", ""unibet""], ""exact_line_bookmakers_count"": 4, ""exact_line_market_names"": [""Goals Over/Under"", ""Totals""], ""exact_line_offers_count"": 5, ""exact_line_prices"": [1.81, 1.825, 1.87, 1.92, 2.05], ""exact_price_dispersion_pct"": 9.626, ""exact_price_median"": 1.87, ""exact_price_sources"": [""odds_api_io""], ""exact_price_sources_count"": 1, ""exact_sources_count"": 1, ""family"": ""totals"", ""market_text_sample"": ""totals меньше 2.5 totals|under|2.5| bet365 controlled_consensus_rescue     odds_api_io    totals goals over/under   under   totals totals   under   totals totals   under   totals totals   under   totals totals   under  "", ""point"": 2.5, ""price"": 2.05, ""price_dispersion_pct"": 9.626, ""selection"": ""under"", ""sources_count"": 1}","[{""bookmaker"": ""Bet365"", ""family"": ""totals"", ""market_name"": ""Goals Over/Under"", ""point"": 2.5, ""price"": 2.05, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Betfair Exchange"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 2.5, ""price"": 1.92, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Sbobet"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 2.5, ""price"": 1.87, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Bet365"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 2.5, ""price"": 1.825, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Unibet"", ""family"": ""totals"", ""market_name"": ""Totals"", ""point"": 2.5, ""price"": 1.81, ""selection"": ""Under"", ""source"": ""odds_api_io"", ""team_side"": null}]",soccer|lokomotiv 1929 sofia|pfc montana 1921|2026-05-09|totals|totals|under|2.5|||2.5|2026-05-09T10:45:00+00:00,soccer|lokomotiv 1929 sofia|pfc montana 1921|2026-05-09|totals|totals|under|2.5|||2.5|2026-05-09T10:45:00+00:00
soccer|rukh lviv|veres rivne|2026-05-09,soccer,Ukraine - Premier League,FC Rukh Lviv,Veres Rivne,2026-05-09T10:00:00+00:00,btts,Обе забьют: Нет,btts|no||,1.83,1.7411805721742204,0.5464480874316939,0.5566899480730627,0.5566899480730627,0.5743229714258156,0.5743229714258156,0.5743229714258156,2.7874883994121635,5.1011037709242535,71.80561165932399,2,1,controlled_consensus_rescue,,1.10067431343478,1.490423992406995,"[""mode=controlled_consensus_rescue"", ""model=bookmaker_consensus_plus_best_price_guarded"", ""paired_books=2"", ""books=2"", ""consensus_prob=0.5567"", ""best_price=1.83"", ""context=optional_not_primary_signal""]","{""confirmation_sources"": [""ensemble""], ""context_mode"": ""controlled_consensus_rescue"", ""context_source"": ""ensemble"", ""exact_line_bookmakers"": [""bet365"", ""betfair_exchange""], ""exact_line_bookmakers_count"": 2, ""exact_line_market_names"": [""Both Teams To Score""], ""exact_line_offers_count"": 2, ""exact_line_prices"": [1.615, 1.83], ""exact_price_sources"": [""odds_api_io""], ""exact_price_sources_count"": 1, ""market_signal_derived"": true, ""odds_books_count"": 2, ""odds_sources_count"": 1, ""paired_books_count"": 2, ""price_sources_count"": 1, ""quality_score"": 68.437, ""quality_status"": ""passed_quality"", ""selected_bookmaker"": ""Betfair Exchange"", ""selected_source"": ""odds_api_io""}",Betfair Exchange,"{""controlled_consensus_rescue"": true, ""paired_books_count"": 2, ""quality"": {""calibration"": {""applied"": false, ""delta_probability"": 0.0, ""segments_used"": []}, ""evaluated_at"": ""2026-05-09T09:15:52.551990+00:00"", ""final_adjusted_probability"": 0.57432, ""learning_adjustment"": {""applied"": false, ""score_delta"": 0.0, ""segments_used"": []}, ""nightly_review_adjustment"": {""applied"": false, ""report_date"": ""2026-05-08"", ""score_delta"": 0.0, ""sources"": []}, ""original_adjusted_probability"": 0.57432, ""publication_score"": 78.907, ""quality_score"": 68.437, ""reasons"": [], ""segments"": [""family:btts"", ""market:btts:btts|no||"", ""league:preferred"", ""context:ensemble"", ""bookmaker:betfair exchange"", ""odds:1.70-2.04"", ""prob:55-60""], ""status"": ""passed_quality""}, ""raw_consensus_edge_pp"": 1.0241860641368783}","{""controlled_consensus_rescue"": true}",78.90671543024824,61651636,,22.0,2.2,1000.0,units,low,False,,,,,,,passed,[],"{""books_count"": 2, ""exact_books_count"": 0, ""exact_line_bookmakers"": [""bet365"", ""betfair_exchange""], ""exact_line_bookmakers_count"": 2, ""exact_line_market_names"": [""Both Teams To Score""], ""exact_line_offers_count"": 2, ""exact_line_prices"": [1.615, 1.83], ""exact_price_dispersion_pct"": null, ""exact_price_median"": null, ""exact_price_sources"": [""odds_api_io""], ""exact_price_sources_count"": 1, ""exact_sources_count"": 0, ""family"": ""btts"", ""market_text_sample"": ""btts обе забьют: нет btts|no|| betfair exchange controlled_consensus_rescue     odds_api_io    btts both teams to score   no   btts both teams to score   no  "", ""point"": null, ""price"": 1.83, ""price_dispersion_pct"": 6.241, ""selection"": ""обе забьют: нет btts|no||"", ""sources_count"": 1}","[{""bookmaker"": ""Betfair Exchange"", ""family"": ""btts"", ""market_name"": ""Both Teams To Score"", ""point"": null, ""price"": 1.83, ""selection"": ""No"", ""source"": ""odds_api_io"", ""team_side"": null}, {""bookmaker"": ""Bet365"", ""family"": ""btts"", ""market_name"": ""Both Teams To Score"", ""point"": null, ""price"": 1.615, ""selection"": ""No"", ""source"": ""odds_api_io"", ""team_side"": null}]",soccer|rukh lviv|veres rivne|2026-05-09|btts|btts|no|||||2026-05-09T10:00:00+00:00,soccer|rukh lviv|veres rivne|2026-05-09|btts|btts|no|||||2026-05-09T10:00:00+00:00
