match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|lauterach|sv kuchl|2026-06-04,odds_api_io,61541472,soccer,Austria Amateur - Regionalliga West,FC Lauterach,SV Kuchl,2026-06-04T12:00:00+00:00,mid,"{""competition"": ""Austria Amateur - Regionalliga West"", ""odds_api_io_id"": 61541472, ""raw_event"": {""away"": ""SV Kuchl"", ""awayId"": 396574, ""date"": ""2026-06-04T12:00:00Z"", ""home"": ""FC Lauterach"", ""homeId"": 2182, ""id"": 61541472, ""league"": {""name"": ""Austria Amateur - Regionalliga West"", ""slug"": ""austria-amateur-regionalliga-west""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,SV Kuchl,away,away,-3.0,,Bet365,odds_api_io,64.33,89.78,97.22,,,70.19,,,xg_spread,346.397,1.323,2.756,,sstats_form,,insufficient_history,,,,,,
soccer|scr altach|sv wals grunau|2026-06-04,odds_api_io,61541470,soccer,Austria Amateur - Regionalliga West,SV Wals-Grunau,SCR Altach,2026-06-04T12:00:00+00:00,mid,"{""competition"": ""Austria Amateur - Regionalliga West"", ""odds_api_io_id"": 61541470, ""raw_event"": {""away"": ""SCR Altach"", ""awayId"": 36208, ""date"": ""2026-06-04T12:00:00Z"", ""home"": ""SV Wals-Grunau"", ""homeId"": 74451, ""id"": 61541470, ""league"": {""name"": ""Austria Amateur - Regionalliga West"", ""slug"": ""austria-amateur-regionalliga-west""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,SV Wals-Grunau,home,home,-2.25,,Betfair Exchange,odds_api_io,49.22,76.43,83.74,,,61.97,,,xg_spread,280.202,1.993,2.071,,sstats_form,,insufficient_history,,,,,,
soccer|innsbrucker|sv oberperfuss|2026-06-04,odds_api_io,61915084,soccer,"Austria Amateur - Tirol, Regionalliga Tirol",Innsbrucker AC,SV Oberperfuss,2026-06-04T12:00:00+00:00,mid,"{""competition"": ""Austria Amateur - Tirol, Regionalliga Tirol"", ""odds_api_io_id"": 61915084, ""raw_event"": {""away"": ""SV Oberperfuss"", ""awayId"": 210682, ""date"": ""2026-06-04T12:00:00Z"", ""home"": ""Innsbrucker AC"", ""homeId"": 6062, ""id"": 61915084, ""league"": {""name"": ""Austria Amateur - Tirol, Regionalliga Tirol"", ""slug"": ""austria-amateur-tirol-regionalliga-tirol""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|negelle arsi|wolaita dicha|2026-06-04,odds_api_io,71842018,soccer,Ethiopia - Premier League,Wolaita Dicha SC,Negelle Arsi,2026-06-04T12:00:00+00:00,mid,"{""competition"": ""Ethiopia - Premier League"", ""odds_api_io_id"": 71842018, ""raw_event"": {""away"": ""Negelle Arsi"", ""awayId"": 1114765, ""date"": ""2026-06-04T12:00:00Z"", ""home"": ""Wolaita Dicha SC"", ""homeId"": 381272, ""id"": 71842018, ""league"": {""name"": ""Ethiopia - Premier League"", ""slug"": ""ethiopia-premier-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,Wolaita Dicha SC,home,home,-0.75,,Betfair Exchange,odds_api_io,50.97,48.21,47.57,,,62.22,,,xg_spread,148.671,1.209,1.111,,ensemble,,insufficient_history,,,,,,
soccer|bhutan|cambodia|2026-06-04,day_inventory,71601902,soccer,Friendlies,Cambodia,Bhutan,2026-06-04T12:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""bzzoiro_has_context_hint"": true, ""bzzoiro_raw_source"": ""prediction_event"", ""confirmation_sources_count"": 4, ""context_sources_count"": 4, ""core_inventory"": true, ""core_provider_inventory_bridge_updated_utc"": ""2026-06-03T21:03:12.861204+00:00"", ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""all_context_sources"": [""bzzoiro"", ""clubelo"", ""highlightly"", ""openligadb"", ""sstats""], ""books_count"": 0, ""context"": true, ""context_2plus_sources"": true, ""context_source_count"": 2, ""context_sources"": [""bzzoiro"", ""clubelo"", ""highlightly"", ""openligadb"", ""sstats""], ""context_sources_count"": 5, ""coverage_truth_highwater_applied"": true, ""fixture_core"": true, ""fixture_source_2plus"": true, ""form"": true, ""line_sources"": [""bzzoiro"", ""odds_api_io""], ""news"": false, ""odds"": true, ""odds_2plus_sources"": true, ""odds_source_count"": 1, ""odds_sources"": [""bzzoiro"", ""odds_api_io""], ""odds_sources_count"": 2, ""price_confirmation_sources_count"": 0, ""ready_for_model"": true, ""ready_for_publish"": false, ""ready_for_publish_coverage"": false, ""tier_b_bookmaker_quorum_ready"": false, ""tier_b_confirmation_mode"": ""independent_source_quorum"", ""tier_b_coverage_ready"": true, ""tier_b_independent_source_quorum_ready"": true, ""weather"": false, ""xg"": true}, ""day_inventory_path"": "".data/day_inventory/2026-06-04.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": ""2026-06-04T09:14:15.166705+00:00"", ""last_fixture_refresh_utc"": ""2026-06-03T21:03:12.589381+00:00"", ""last_odds_refresh_utc"": ""2026-06-04T09:14:15.166705+00:00"", ""last_run_coverage_merge_utc"": ""2026-06-03T21:17:07.230228+00:00""}, ""day_inventory_source_ids"": {""bzzoiro"": ""207903"", ""day_inventory"": ""71601902"", ""odds_api_io"": ""71601902"", ""sstats"": ""1544358""}, ""fixture_sources_count"": 3, ""independent_odds_sources_count"": 2, ""inventory_fill_source"": ""sstats"", ""inventory_fill_window"": true, ""inventory_target_fill"": true, ""latest_best_confidence"": 82, ""latest_best_edge_pp"": 0, ""latest_best_ev_pct"": 51, ""latest_books_max"": 0, ""latest_candidate_count"": 4, ""latest_confirmation_sources_max"": 0, ""latest_context_sources_max"": 0, ""latest_controlled_count"": 0, ""latest_odds_sources_max"": 0, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""71601902"", ""latest_sources_max"": 0, ""odds_sources_count"": 2, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""provider_source_ids"": {""sstats"": ""1544358""}, ""source_evidence_samples"": [""{'books': 0, 'context_sources': 0, 'odds_sources': 0, 'source': 'latest-match-data-coverage-matches.json'}""], ""source_evidence_updated_utc"": ""2026-06-03T21:17:07.421891+00:00"", ""sources_count"": 0, ""sources_seen"": ""sstats"", ""sstats_fixture_fill"": true, ""sstats_has_context_hint"": true}",,totals,Меньше 3.5,,,3.5,,,,,58.32,54.82,,,76.1,,,controlled_consensus_rescue,90.1,,,,,,,,,,,,
soccer|1931 eddersheim|vfr mannheim|2026-06-04,odds_api_io,71893832,soccer,"Germany Amateur - Oberliga, Qualification for Regionalliga Southwest",VfR Mannheim,FC 1931 Eddersheim,2026-06-04T12:00:00+00:00,mid,"{""competition"": ""Germany Amateur - Oberliga, Qualification for Regionalliga Southwest"", ""odds_api_io_id"": 71893832, ""raw_event"": {""away"": ""FC 1931 Eddersheim"", ""awayId"": 36020, ""date"": ""2026-06-04T12:00:00Z"", ""home"": ""VfR Mannheim"", ""homeId"": 2679, ""id"": 71893832, ""league"": {""name"": ""Germany Amateur - Oberliga, Qualification for Regionalliga Southwest"", ""slug"": ""germany-amateur-oberliga-qualification-for-regionalliga-southwest""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|kuchl|lauterach|2026-06-04,day_inventory,soccer|kuchl|lauterach|2026-06-04,soccer,Regionalliga - West,Lauterach,Kuchl,2026-06-04T12:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""fixture_core"": true, ""fixture_source_2plus"": false, ""form"": false, ""news"": false, ""odds"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-06-04.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-06-04T09:13:54.720512+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""soccer|kuchl|lauterach|2026-06-04"", ""sstats"": ""1398947""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""soccer|kuchl|lauterach|2026-06-04""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|rheindorf altach 2|wals grunau|2026-06-04,day_inventory,soccer|rheindorf altach 2|wals grunau|2026-06-04,soccer,Regionalliga - West,Wals-Grünau,Rheindorf Altach II,2026-06-04T12:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""fixture_core"": true, ""fixture_source_2plus"": false, ""form"": false, ""news"": false, ""odds"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-06-04.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-06-04T09:13:54.720538+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""soccer|rheindorf altach 2|wals grunau|2026-06-04"", ""sstats"": ""1398949""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""soccer|rheindorf altach 2|wals grunau|2026-06-04""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|galicia|ssa|2026-06-04,day_inventory,soccer|galicia|ssa|2026-06-04,soccer,Baiano U20,SSA U20,Galícia U20,2026-06-04T12:00:00+00:00,low,"{""accumulated_from_latest_matches"": true, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""fixture_core"": true, ""fixture_source_2plus"": false, ""form"": false, ""news"": false, ""odds"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-06-04.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-06-04T09:13:54.720561+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""soccer|galicia|ssa|2026-06-04"", ""sstats"": ""1530850""}, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""soccer|galicia|ssa|2026-06-04""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|kitzbuhel|tsv saint johann|2026-06-04,odds_api_io,61541462,soccer,Austria Amateur - Regionalliga West,FC Kitzbuhel,TSV St. Johann,2026-06-04T12:30:00+00:00,mid,"{""competition"": ""Austria Amateur - Regionalliga West"", ""odds_api_io_id"": 61541462, ""raw_event"": {""away"": ""TSV St. Johann"", ""awayId"": 23831, ""date"": ""2026-06-04T12:30:00Z"", ""home"": ""FC Kitzbuhel"", ""homeId"": 53058, ""id"": 61541462, ""league"": {""name"": ""Austria Amateur - Regionalliga West"", ""slug"": ""austria-amateur-regionalliga-west""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,TSV St. Johann,away,away,-0.75,,Betfair Exchange,odds_api_io,60.12,51.29,48.89,,,63.52,,,xg_spread,120.703,1.168,2.18,,sstats_form,,insufficient_history,,,,,,
