match_key,sport_key,league_name,home_team,away_team,commence_time,family,selection,selection_key,odds,fair_odds,implied_probability,market_probability,consensus_probability,model_probability,final_probability,adjusted_probability,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,point,expected_home,expected_away,reasons,source_summary,bookmaker,diagnostics,analysis,publication_score,source_event_id,team_side,stake_amount,stake_pct,bankroll_snapshot,bankroll_currency,risk_label,already_used,fingerprint,prediction_id
soccer|ab argir|ki klaksvik|2026-04-20,soccer,Faroe Islands - Premier League,AB Argir,KI Klaksvik,2026-04-20T17:30:00+00:00,spreads,AB Argir,home,1.925,1.6504367396010855,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.910865596033186,0.6059002299244153,0.6059002299244153,8.641971044389585,16.63579426044994,61.988850765526664,1,1,xg_spread,2.0,1.6270617781818182,1.3050836363636364,"[""mode=xg_spread"", ""model=poisson_cover_probability"", ""line=2"", ""signals=xg+explicit+table+form"", ""context=thesportsdb"", ""selected_book=Bet365"", ""selected_source=odds_api_io"", ""family_weight=1.15"", ""context_confidence=57.0"", ""single_book_guard=enabled"", ""market_move=low_sample"", ""line_move_pp=+0.00"", ""best_vs_consensus=+0.00%"", ""consensus_dispersion=0.00%"", ""historical_calibration=+1.50pp"", ""learning=score_delta(+1.86)""]","{""adjusted_probability"": 0.5909, ""analysis_flags"": [""market""], ""analysis_points"": [""Модель даёт 59.1% против 51.9% по линии, что даёт запас +7.1 п.п. и объясняет интерес к ставке."", ""По рынку хотя бы Bet365 не выбивается из идеи.""], ""away_recent_count"": null, ""best_vs_consensus_edge_pct"": 0.0, ""books"": [""Bet365""], ""consensus_dispersion_pct"": 0.0, ""context_confidence"": 57.0, ""context_mode"": null, ""context_source"": ""thesportsdb"", ""home_recent_count"": null, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 2.653, ""score_delta"": 1.857, ""segments_used"": [""bookmaker:bet365""]}, ""line_move_pp"": 0.0, ""market_movement"": ""low_sample"", ""market_probability"": 0.5195, ""market_signal_derived"": false, ""market_signal_history_ready"": true, ""market_signal_key"": ""spreads|ab argir|2.00|home"", ""market_signal_observation_count"": 2, ""match_tier"": ""mid"", ""offers_seen"": 1, ""probability_gap_pp"": 7.14, ""quality_score"": 92.503, ""quality_status"": ""passed_quality"", ""raw_model_probability"": 0.9109, ""required_books"": 1, ""selected_bookmaker"": ""Bet365"", ""selected_price"": 1.925, ""selected_source"": ""odds_api_io"", ""sources"": [""odds_api_io""]}",Bet365,"{""quality"": {""calibration"": {""applied"": true, ""delta_probability"": 0.015, ""raw_delta_probability"": 0.0404, ""segments_used"": [""bookmaker:bet365""]}, ""evaluated_at"": ""2026-04-20T08:40:58.608437+00:00"", ""final_adjusted_probability"": 0.6059, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 2.653, ""score_delta"": 1.857, ""segments_used"": [""bookmaker:bet365""]}, ""nightly_review_adjustment"": {""applied"": false, ""report_date"": ""2026-04-18"", ""score_delta"": 0.0, ""sources"": []}, ""original_adjusted_probability"": 0.5909, ""publication_score"": 44.991, ""quality_score"": 92.503, ""reasons"": [], ""segments"": [""family:spreads"", ""market:spreads:home"", ""league:preferred"", ""context:thesportsdb"", ""bookmaker:bet365"", ""odds:1.70-2.04"", ""prob:55-60""], ""status"": ""passed_quality""}}","{""confidence"": 61.31, ""context_depth_score"": 0.9, ""context_source"": ""thesportsdb"", ""flags"": [""market""], ""probability_gap_pp"": 7.14, ""summary_points"": [""Модель даёт 59.1% против 51.9% по линии, что даёт запас +7.1 п.п. и объясняет интерес к ставке."", ""По рынку хотя бы Bet365 не выбивается из идеи.""], ""total_xg"": 2.93}",44.991,67849950,home,31.0,2.96,1045.67,units,low,False,soccer|ab argir|ki klaksvik|2026-04-20|spreads|home|home|2|2026-04-20T17:30:00+00:00,soccer|ab argir|ki klaksvik|2026-04-20|spreads|home|home|2|2026-04-20T17:30:00+00:00
soccer|oleksandriya|veres rivne|2026-04-20,soccer,Ukraine - Premier League,FC Oleksandriya,Veres Rivne,2026-04-20T10:00:00+00:00,h2h,Veres Rivne,away,2.48,2.2394154583723145,0.3770761031125907,0.3770761031125907,0.3770761031125907,0.5004711559923906,0.4465451000891255,0.4465451000891255,6.94689969765348,10.743184822103125,71.32895052879802,2,1,soccer_context,,0.82677336,1.6172654400000002,"[""mode=soccer_context"", ""model=1x2_market_calibrated"", ""signals=xg+explicit+form+attack_defense"", ""context=api_football"", ""selected_book=Unibet"", ""selected_source=odds_api_io"", ""family_weight=1.00"", ""context_confidence=69.0"", ""market_move=flat"", ""line_move_pp=+0.00"", ""best_vs_consensus=+4.00%"", ""consensus_dispersion=3.16%"", ""historical_calibration=+1.50pp"", ""learning=score_delta(-1.24)""]","{""adjusted_probability"": 0.4315, ""analysis_flags"": [""xg"", ""form"", ""market""], ""analysis_points"": [""По исходу на Veres Rivne линия держит около 37.7%, а модель поднимает оценку до 43.2%. Это даёт запас +5.5 п.п. против рынка."", ""По качеству моментов матч выглядит как 0.83 : 1.62 по xG, так что игровое преимущество модель видит у Veres Rivne."", ""По форме сейчас лучше выглядит Veres Rivne: около 33% против 7% у FC Oleksandriya."", ""Рынок идею подтверждает: линию держат уже 2 букмекеров (Bet365, Unibet). Лучшая цена всё ещё выше условного консенсуса примерно на 4.0%.""], ""away_recent_count"": null, ""best_vs_consensus_edge_pct"": 4.005, ""books"": [""Bet365"", ""Unibet""], ""consensus_dispersion_pct"": 3.156, ""context_confidence"": 69.0, ""context_mode"": null, ""context_source"": ""api_football"", ""home_recent_count"": null, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": -1.769, ""score_delta"": -1.238, ""segments_used"": [""family:h2h""]}, ""line_move_pp"": 0.0, ""market_movement"": ""flat"", ""market_probability"": 0.3771, ""market_signal_derived"": false, ""market_signal_history_ready"": true, ""market_signal_key"": ""h2h|veres rivne||"", ""market_signal_observation_count"": 2, ""match_tier"": ""mid"", ""offers_seen"": 2, ""probability_gap_pp"": 5.45, ""quality_score"": 84.823, ""quality_status"": ""passed_quality"", ""raw_model_probability"": 0.5005, ""required_books"": 1, ""selected_bookmaker"": ""Unibet"", ""selected_price"": 2.48, ""selected_source"": ""odds_api_io"", ""sources"": [""odds_api_io""]}",Unibet,"{""quality"": {""calibration"": {""applied"": true, ""delta_probability"": 0.015, ""raw_delta_probability"": 0.0405, ""segments_used"": [""family:h2h""]}, ""evaluated_at"": ""2026-04-20T08:40:58.608437+00:00"", ""final_adjusted_probability"": 0.44655, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": -1.769, ""score_delta"": -1.238, ""segments_used"": [""family:h2h""]}, ""nightly_review_adjustment"": {""applied"": false, ""report_date"": ""2026-04-18"", ""score_delta"": 0.0, ""sources"": []}, ""original_adjusted_probability"": 0.43155, ""publication_score"": 38.632, ""quality_score"": 84.823, ""reasons"": [], ""segments"": [""family:h2h"", ""market:h2h:away"", ""league:preferred"", ""context:api_football"", ""bookmaker:unibet"", ""odds:2.05-2.74"", ""prob:40-45""], ""status"": ""passed_quality""}}","{""confidence"": 70.65, ""context_depth_score"": 2.0, ""context_source"": ""api_football"", ""flags"": [""xg"", ""form"", ""market""], ""probability_gap_pp"": 5.45, ""summary_points"": [""По исходу на Veres Rivne линия держит около 37.7%, а модель поднимает оценку до 43.2%. Это даёт запас +5.5 п.п. против рынка."", ""По качеству моментов матч выглядит как 0.83 : 1.62 по xG, так что игровое преимущество модель видит у Veres Rivne."", ""По форме сейчас лучше выглядит Veres Rivne: около 33% против 7% у FC Oleksandriya."", ""Рынок идею подтверждает: линию держат уже 2 букмекеров (Bet365, Unibet). Лучшая цена всё ещё выше условного консенсуса примерно на 4.0%.""], ""total_xg"": 2.44}",38.632,61651590,,15.0,1.43,1045.67,units,low,False,soccer|oleksandriya|veres rivne|2026-04-20|h2h|away|||2026-04-20T10:00:00+00:00,soccer|oleksandriya|veres rivne|2026-04-20|h2h|away|||2026-04-20T10:00:00+00:00
