match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|fauve azur yaounde|panthere sportive|2026-04-20,odds_api_io,70803664,soccer,Cameroon - Elite One,Fauve Azur de Yaounde,Panthere Sportive,2026-04-20T15:00:00+00:00,mid,"{""competition"": ""Cameroon - Elite One"", ""odds_api_io_id"": 70803664, ""raw_event"": {""away"": ""Panthere Sportive"", ""awayId"": 62220, ""date"": ""2026-04-20T15:00:00Z"", ""home"": ""Fauve Azur de Yaounde"", ""homeId"": 471167, ""id"": 70803664, ""league"": {""name"": ""Cameroon - Elite One"", ""slug"": ""cameroon-elite-one""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Больше,over,,2.5,,Bet365,odds_api_io,94.5,51.34,40.07,,,61.86,,,xg_total,53.354,2.73,3.436,,sstats_form,,low_sample,,,,,,
soccer|silon taborsko|sk artis brno|2026-04-20,odds_api_io,61326569,soccer,Czechia - FNL,SK Artis Brno,FC Silon Taborsko,2026-04-20T15:00:00+00:00,mid,"{""competition"": ""Czechia - FNL"", ""odds_api_io_id"": 61326569, ""raw_event"": {""away"": ""FC Silon Taborsko"", ""awayId"": 24782, ""date"": ""2026-04-20T15:00:00Z"", ""home"": ""SK Artis Brno"", ""homeId"": 35264, ""id"": 61326569, ""league"": {""name"": ""Czechia - FNL"", ""slug"": ""czechia-fnl""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,FC Silon Taborsko,away,away,0.5,,Bet365,odds_api_io,69.43,57.59,54.79,,,64.82,,,xg_spread,25.187,1.211,1.505,,ensemble,,low_sample,,,,,,
soccer|ararat armenia|shirak gyumri|2026-04-20,odds_api_io,70629826,soccer,Armenia - Premier League,FC Shirak Gyumri,FC Ararat-Armenia,2026-04-20T15:00:00+00:00,mid,"{""competition"": ""Armenia - Premier League"", ""odds_api_io_id"": 70629826, ""raw_event"": {""away"": ""FC Ararat-Armenia"", ""awayId"": 364472, ""date"": ""2026-04-20T15:00:00Z"", ""home"": ""FC Shirak Gyumri"", ""homeId"": 33817, ""id"": 70629826, ""league"": {""name"": ""Armenia - Premier League"", ""slug"": ""armenia-premier-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",published,totals,Меньше,under,,2.5,,Unibet,odds_api_io,65.68,53.58,43.41,,,74.73,,,xg_total,52.327,0.409,1.731,,ensemble,,flat,passed_quality,100.0,,"{""applied"": true, ""delta_probability"": 0.015, ""raw_delta_probability"": 0.0611, ""segments_used"": [""context:ensemble""]}",,
soccer|polissya zhytomyr|shakhtar donetsk|2026-04-20,odds_api_io,61651596,soccer,Ukraine - Premier League,FC Shakhtar Donetsk,FC Polissya Zhytomyr,2026-04-20T15:00:00+00:00,mid,"{""competition"": ""Ukraine - Premier League"", ""odds_api_io_id"": 61651596, ""raw_event"": {""away"": ""FC Polissya Zhytomyr"", ""awayId"": 350828, ""date"": ""2026-04-20T15:00:00Z"", ""home"": ""FC Shakhtar Donetsk"", ""homeId"": 3313, ""id"": 61651596, ""league"": {""name"": ""Ukraine - Premier League"", ""slug"": ""ukraine-premier-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",publishable,spreads,FC Polissya Zhytomyr,away,away,0.5,,Bet365,odds_api_io,66.82,53.21,50.0,,,65.04,,,xg_spread,29.288,1.408,1.629,,ensemble,,low_sample,passed_quality,80.19,,"{""applied"": true, ""delta_probability"": 0.015, ""raw_delta_probability"": 0.05028, ""segments_used"": [""context:ensemble"", ""bookmaker:bet365""]}",,
soccer|odds 2|viking 2|2026-04-20,odds_api_io,67920306,soccer,Norway - 3rd Division Group 4,Viking FK 2,Odds BK 2,2026-04-20T15:00:00+00:00,mid,"{""competition"": ""Norway - 3rd Division Group 4"", ""odds_api_io_id"": 67920306, ""raw_event"": {""away"": ""Odds BK 2"", ""awayId"": 6092, ""date"": ""2026-04-20T15:00:00Z"", ""home"": ""Viking FK 2"", ""homeId"": 871, ""id"": 67920306, ""league"": {""name"": ""Norway - 3rd Division Group 4"", ""slug"": ""norway-3rd-division-group-4""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,Odds BK 2,away,away,2.25,,Bet365,odds_api_io,79.9,56.8,51.28,,,68.62,,,xg_spread,34.998,2.024,1.266,,ensemble,,insufficient_history,,,,,,
soccer|osa|stella d adjame|2026-04-20,odds_api_io,70825428,soccer,Ivory Coast - Ligue 1,Stella Club D'Adjame,FC Osa,2026-04-20T15:30:00+00:00,mid,"{""competition"": ""Ivory Coast - Ligue 1"", ""odds_api_io_id"": 70825428, ""raw_event"": {""away"": ""FC Osa"", ""awayId"": 1136405, ""date"": ""2026-04-20T15:30:00Z"", ""home"": ""Stella Club D'Adjame"", ""homeId"": 42362, ""id"": 70825428, ""league"": {""name"": ""Ivory Coast - Ligue 1"", ""slug"": ""ivory-coast-ligue-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|jazz|kpv kokkola|2026-04-20,odds_api_io,68538208,soccer,Finland - Ykkonen,KPV Kokkola,FC Jazz,2026-04-20T15:30:00+00:00,mid,"{""competition"": ""Finland - Ykkonen"", ""odds_api_io_id"": 68538208, ""raw_event"": {""away"": ""FC Jazz"", ""awayId"": 35395, ""date"": ""2026-04-20T15:30:00Z"", ""home"": ""KPV Kokkola"", ""homeId"": 2256, ""id"": 68538208, ""league"": {""name"": ""Finland - Ykkonen"", ""slug"": ""finland-ykkonen""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Меньше,under,,3.25,,Bet365,odds_api_io,73.55,53.46,48.68,,,65.85,,,xg_total,27.604,2.045,0.71,,ensemble,,low_sample,,,,,,
soccer|al adalah|al jandal|2026-04-20,odds_api_io,67953204,soccer,Saudi Arabia - Division 1,Al-Adalah,AL Jandal,2026-04-20T15:45:00+00:00,mid,"{""competition"": ""Saudi Arabia - Division 1"", ""odds_api_io_id"": 67953204, ""raw_event"": {""away"": ""AL Jandal"", ""awayId"": 522144, ""date"": ""2026-04-20T15:45:00Z"", ""home"": ""Al-Adalah"", ""homeId"": 276757, ""id"": 67953204, ""league"": {""name"": ""Saudi Arabia - Division 1"", ""slug"": ""saudi-arabia-division-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,h2h,AL Jandal,away,,,,Unibet,odds_api_io,44.82,37.28,31.03,,,73.95,,,soccer_context,53.824,1.12,1.814,,ensemble,,flat,,,,,,
soccer|al jubail|al wehda|2026-04-20,odds_api_io,67953206,soccer,Saudi Arabia - Division 1,Al Jubail,Al-Wehda FC,2026-04-20T15:45:00+00:00,mid,"{""competition"": ""Saudi Arabia - Division 1"", ""odds_api_io_id"": 67953206, ""raw_event"": {""away"": ""Al-Wehda FC"", ""awayId"": 32994, ""date"": ""2026-04-20T15:45:00Z"", ""home"": ""Al Jubail"", ""homeId"": 529647, ""id"": 67953206, ""league"": {""name"": ""Saudi Arabia - Division 1"", ""slug"": ""saudi-arabia-division-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,dnb,Al Jubail (0),home,,,,Bet365,odds_api_io,33.7,31.67,30.02,,,72.87,,,h2h_ensemble,26.107,0.754,1.766,,ensemble,,flat,,,,,,
soccer|kvik trondheim|molde 2|2026-04-20,odds_api_io,67919518,soccer,Norway - 3rd Division Group 2,Fk Kvik Trondheim,Molde FK 2,2026-04-20T16:00:00+00:00,mid,"{""competition"": ""Norway - 3rd Division Group 2"", ""odds_api_io_id"": 67919518, ""raw_event"": {""away"": ""Molde FK 2"", ""awayId"": 1160, ""date"": ""2026-04-20T16:00:00Z"", ""home"": ""Fk Kvik Trondheim"", ""homeId"": 327363, ""id"": 67919518, ""league"": {""name"": ""Norway - 3rd Division Group 2"", ""slug"": ""norway-3rd-division-group-2""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,spreads,Fk Kvik Trondheim,home,home,-0.25,,Bet365,odds_api_io,57.26,52.93,51.95,,,60.81,,,xg_spread,18.693,2.272,1.632,,api_football,,low_sample,,,,,,
