match_key,sport_key,league_name,home_team,away_team,commence_time,family,selection,selection_key,odds,fair_odds,implied_probability,market_probability,consensus_probability,model_probability,final_probability,adjusted_probability,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,point,expected_home,expected_away,reasons,source_summary,bookmaker,diagnostics,analysis,publication_score,source_event_id,team_side,stake_amount,stake_pct,bankroll_snapshot,bankroll_currency,risk_label,already_used,fingerprint,prediction_id
soccer|07 vestur sorvagur|b36 torshavn|2026-04-20,soccer,Faroe Islands - Premier League,07 Vestur Sorvagur,B36 Torshavn,2026-04-20T17:30:00+00:00,dnb,07 Vestur Sorvagur (0),home,4.0,3.363673373924161,0.23668043532472616,0.23668043532472616,0.23668043532472616,0.4435046143241779,0.29729402615372563,0.29729402615372563,6.061359082899948,18.917610461490252,67.64324178999452,2,1,h2h_ensemble,,1.33,1.669,"[""mode=h2h_ensemble"", ""model=dnb_from_1x2"", ""context=sstats_form:team_form"", ""selected_book=Bet365"", ""selected_source=odds_api_io"", ""family_weight=1.00"", ""context_confidence=64.2"", ""market_move=flat"", ""line_move_pp=+0.00"", ""best_vs_consensus=+3.25%"", ""consensus_dispersion=1.67%"", ""historical_calibration=+1.50pp"", ""learning=score_delta(+1.86)"", ""quality=post_calibration_probability_relief(gap=8.3pp)""]","{""adjusted_probability"": 0.2823, ""analysis_flags"": [""market""], ""analysis_points"": [""Модель даёт 28.2% против 23.7% по линии, что даёт запас +4.6 п.п. и объясняет интерес к ставке."", ""Рынок идею подтверждает: линию держат уже 2 букмекеров (Bet365, Unibet). Лучшая цена всё ещё выше условного консенсуса примерно на 3.3%.""], ""away_recent_count"": 4, ""best_vs_consensus_edge_pct"": 3.255, ""books"": [""Bet365"", ""Unibet""], ""consensus_dispersion_pct"": 1.667, ""context_confidence"": 64.2, ""context_mode"": ""team_form"", ""context_source"": ""sstats_form"", ""home_recent_count"": 3, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 2.653, ""score_delta"": 1.857, ""segments_used"": [""bookmaker:bet365""]}, ""line_move_pp"": 0.0, ""market_movement"": ""flat"", ""market_probability"": 0.2367, ""market_signal_derived"": false, ""market_signal_history_ready"": true, ""market_signal_key"": ""dnb|07 vestur sorvagur||"", ""market_signal_observation_count"": 2, ""match_tier"": ""mid"", ""offers_seen"": 2, ""post_calibration_probability_relief"": {""adjusted_probability"": 0.2973, ""gap_pp"": 8.271, ""min_probability"": 0.38, ""profile"": ""standard""}, ""probability_gap_pp"": 4.56, ""quality_score"": 88.869, ""quality_status"": ""passed_quality"", ""raw_model_probability"": 0.4435, ""required_books"": 1, ""selected_bookmaker"": ""Bet365"", ""selected_price"": 4.0, ""selected_source"": ""odds_api_io"", ""sources"": [""odds_api_io""]}",Bet365,"{""quality"": {""calibration"": {""applied"": true, ""delta_probability"": 0.015, ""raw_delta_probability"": 0.0404, ""segments_used"": [""bookmaker:bet365""]}, ""evaluated_at"": ""2026-04-20T10:28:12.241886+00:00"", ""final_adjusted_probability"": 0.29729, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 2.653, ""score_delta"": 1.857, ""segments_used"": [""bookmaker:bet365""]}, ""nightly_review_adjustment"": {""applied"": false, ""report_date"": ""2026-04-18"", ""score_delta"": 0.0, ""sources"": []}, ""original_adjusted_probability"": 0.28229, ""publication_score"": 45.314, ""quality_score"": 88.869, ""reasons"": [], ""segments"": [""family:dnb"", ""market:dnb:home"", ""league:preferred"", ""context:sstats_form"", ""bookmaker:bet365"", ""odds:3.50+"", ""prob:25-30""], ""status"": ""passed_quality""}}","{""confidence"": 66.97, ""context_depth_score"": 0.9, ""context_source"": ""sstats_form"", ""flags"": [""market""], ""probability_gap_pp"": 4.56, ""summary_points"": [""Модель даёт 28.2% против 23.7% по линии, что даёт запас +4.6 п.п. и объясняет интерес к ставке."", ""Рынок идею подтверждает: линию держат уже 2 букмекеров (Bet365, Unibet). Лучшая цена всё ещё выше условного консенсуса примерно на 3.3%.""], ""total_xg"": 3.0}",45.314,67849948,,13.0,1.24,1045.67,units,low,False,soccer|07 vestur sorvagur|b36 torshavn|2026-04-20|dnb|home|||2026-04-20T17:30:00+00:00,soccer|07 vestur sorvagur|b36 torshavn|2026-04-20|dnb|home|||2026-04-20T17:30:00+00:00
soccer|noah yerevan|van charentsavan|2026-04-20,soccer,Armenia - Premier League,FC Noah Yerevan,FC Van Charentsavan,2026-04-20T12:00:00+00:00,spreads,FC Van Charentsavan,away,1.8,1.6528716396181502,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7357195981757609,0.6050076582057043,0.6050076582057043,4.945210265014877,8.901378477026789,65.83664042620205,1,1,xg_spread,2.0,1.990181223536175,1.0569817454273118,"[""mode=xg_spread"", ""model=poisson_cover_probability"", ""line=2"", ""signals=xg+explicit+table+form+attack_defense"", ""context=ensemble:team_form"", ""selected_book=Bet365"", ""selected_source=odds_api_io"", ""family_weight=1.15"", ""context_confidence=76.0"", ""single_book_guard=enabled"", ""market_move=low_sample"", ""line_move_pp=+0.76"", ""best_vs_consensus=+0.00%"", ""consensus_dispersion=0.00%"", ""historical_calibration=+1.50pp"", ""learning=score_delta(+2.27)""]","{""adjusted_probability"": 0.59, ""analysis_flags"": [""market""], ""analysis_points"": [""Модель даёт 59.0% против 55.6% по линии, что даёт запас +3.5 п.п. и объясняет интерес к ставке."", ""По рынку хотя бы Bet365 не выбивается из идеи.""], ""away_recent_count"": 4, ""best_vs_consensus_edge_pct"": 0.0, ""books"": [""Bet365""], ""consensus_dispersion_pct"": 0.0, ""context_confidence"": 76.0, ""context_mode"": ""team_form"", ""context_source"": ""ensemble"", ""historical_bad_segments"": 0, ""historical_segment_override"": ""late_window_soft"", ""home_recent_count"": 4, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 3.24, ""score_delta"": 2.268, ""segments_used"": [""context:ensemble"", ""bookmaker:bet365""]}, ""line_move_pp"": 0.761, ""market_movement"": ""low_sample"", ""market_probability"": 0.5556, ""market_signal_derived"": false, ""market_signal_history_ready"": true, ""market_signal_key"": ""spreads|fc van charentsavan|2.00|away"", ""market_signal_observation_count"": 2, ""match_tier"": ""mid"", ""offers_seen"": 1, ""probability_gap_pp"": 3.45, ""quality_score"": 79.876, ""quality_status"": ""passed_quality"", ""raw_model_probability"": 0.7357, ""required_books"": 1, ""selected_bookmaker"": ""Bet365"", ""selected_price"": 1.8, ""selected_source"": ""odds_api_io"", ""sources"": [""odds_api_io""]}",Bet365,"{""quality"": {""calibration"": {""applied"": true, ""delta_probability"": 0.015, ""raw_delta_probability"": 0.05028, ""segments_used"": [""context:ensemble"", ""bookmaker:bet365""]}, ""evaluated_at"": ""2026-04-20T10:28:12.241886+00:00"", ""final_adjusted_probability"": 0.60501, ""learning_adjustment"": {""applied"": true, ""raw_score_delta"": 3.24, ""score_delta"": 2.268, ""segments_used"": [""context:ensemble"", ""bookmaker:bet365""]}, ""nightly_review_adjustment"": {""applied"": false, ""report_date"": ""2026-04-18"", ""score_delta"": 0.0, ""sources"": []}, ""original_adjusted_probability"": 0.59001, ""publication_score"": 33.794, ""quality_score"": 79.876, ""reasons"": [], ""segments"": [""family:spreads"", ""market:spreads:away"", ""league:preferred"", ""context:ensemble"", ""bookmaker:bet365"", ""odds:1.70-2.04"", ""prob:55-60""], ""status"": ""passed_quality""}, ""quality_historical_override"": {""bad_segments"": 0, ""enabled"": true, ""hard_segments"": []}}","{""confidence"": 65.16, ""context_depth_score"": 0.9, ""context_source"": ""ensemble"", ""flags"": [""market""], ""probability_gap_pp"": 3.45, ""summary_points"": [""Модель даёт 59.0% против 55.6% по линии, что даёт запас +3.5 п.п. и объясняет интерес к ставке."", ""По рынку хотя бы Bet365 не выбивается из идеи.""], ""total_xg"": 3.05}",33.794,70629824,away,23.0,2.2,1045.67,units,low,False,soccer|noah yerevan|van charentsavan|2026-04-20|spreads|away|away|2|2026-04-20T12:00:00+00:00,soccer|noah yerevan|van charentsavan|2026-04-20|spreads|away|away|2|2026-04-20T12:00:00+00:00
