match_key,market_key,family,selection,point,team_side,best_price,consensus_fair_odds,books,sources,snapshots_count,dispersion_pct,steam_score
soccer|berazategui|cambaceres|2026-06-12,h2h|cambaceres||home,h2h,Cambaceres,,home,3.65,3.3935,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,3.853,
soccer|berazategui|cambaceres|2026-06-12,h2h|draw||,h2h,Draw,,,2.85,2.7917,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,1.276,
soccer|berazategui|cambaceres|2026-06-12,h2h|berazategui||away,h2h,Berazategui,,away,2.42,2.2787,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,4.761,
soccer|berazategui|cambaceres|2026-06-12,dnb|cambaceres|0.00|home,dnb,Cambaceres,0.0,home,2.4,2.2919,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,3.788,
soccer|berazategui|cambaceres|2026-06-12,dnb|berazategui|0.00|away,dnb,Berazategui,0.0,away,1.615,1.568,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,5.195,
soccer|berazategui|cambaceres|2026-06-12,spreads|cambaceres|0.25|home,spreads,Cambaceres,0.25,home,1.86,1.8301,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,1.792,
soccer|berazategui|cambaceres|2026-06-12,spreads|berazategui|-0.25|away,spreads,Berazategui,-0.25,away,2.01,2.0051,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,0.249,
soccer|berazategui|cambaceres|2026-06-12,totals|over|2.00|,totals,Over,2.0,,1.9,1.8876,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,0.702,
soccer|berazategui|cambaceres|2026-06-12,totals|under|2.00|,totals,Under,2.0,,1.925,1.907,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,0.962,
soccer|berazategui|cambaceres|2026-06-12,totals|over|2.50|,totals,Over,2.5,,2.66,2.5013,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,4.959,
soccer|berazategui|cambaceres|2026-06-12,totals|under|2.50|,totals,Under,2.5,,1.53,1.5037,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,2.208,
soccer|berazategui|cambaceres|2026-06-12,btts|yes||,btts,Yes,,,2.14,2.0803,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,3.271,
soccer|berazategui|cambaceres|2026-06-12,btts|no||,btts,No,,,1.77,1.715,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",3,3.527,
soccer|berazategui|cambaceres|2026-06-12,spreads|cambaceres|1.00|home,spreads,Cambaceres,1.0,home,1.62,1.4058,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",5,20.239,
soccer|berazategui|cambaceres|2026-06-12,spreads|berazategui|1.00|away,spreads,Berazategui,1.0,away,4.75,1.6922,"[""Bet365"", ""Unibet"", ""Betfair Exchange""]","[""odds_api_io""]",5,69.856,
soccer|berazategui|cambaceres|2026-06-12,spreads|cambaceres|-2.00|home,spreads,Cambaceres,-2.0,home,21.0,21.0,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|berazategui|cambaceres|2026-06-12,spreads|berazategui|2.00|away,spreads,Berazategui,2.0,away,11.0,11.0,"[""Bet365""]","[""odds_api_io""]",1,,
soccer|berazategui|cambaceres|2026-06-12,spreads|cambaceres|2.00|home,spreads,Cambaceres,2.0,home,1.142,1.0877,"[""Bet365"", ""Betfair Exchange""]","[""odds_api_io""]",2,8.588,
