match_key,market_key,provider,bookmaker,family,selection,price,observed_at,point,team_side,source_event_id,metadata,schema_version
soccer|drogheda united|saint patrick s|2026-06-12,h2h|st. patrick´s||home,odds_api_io,Bet365,h2h,St. Patrick´s,1.363,2026-06-12T18:09:02.038918+00:00,,home,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""ML"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,h2h|draw||,odds_api_io,Bet365,h2h,Draw,4.2,2026-06-12T18:09:02.038918+00:00,,,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""ML"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,h2h|drogheda united||away,odds_api_io,Bet365,h2h,Drogheda United,8.5,2026-06-12T18:09:02.038918+00:00,,away,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""ML"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,dnb|st. patrick´s|0.00|home,odds_api_io,Bet365,dnb,St. Patrick´s,1.111,2026-06-12T18:09:02.038918+00:00,0.0,home,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""Draw No Bet"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,dnb|drogheda united|0.00|away,odds_api_io,Bet365,dnb,Drogheda United,6.5,2026-06-12T18:09:02.038918+00:00,0.0,away,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""Draw No Bet"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,spreads|st. patrick´s|-1.25|home,odds_api_io,Bet365,spreads,St. Patrick´s,1.875,2026-06-12T18:09:02.038918+00:00,-1.25,home,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""Spread"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,spreads|drogheda united|1.25|away,odds_api_io,Bet365,spreads,Drogheda United,1.925,2026-06-12T18:09:02.038918+00:00,1.25,away,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""Spread"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,totals|over|2.50|,odds_api_io,Bet365,totals,Over,1.825,2026-06-12T18:09:02.038918+00:00,2.5,,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""Totals"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,totals|under|2.50|,odds_api_io,Bet365,totals,Under,1.975,2026-06-12T18:09:02.038918+00:00,2.5,,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""Totals"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,totals|over|2.50|,odds_api_io,Bet365,totals,Over,1.85,2026-06-12T18:09:02.038918+00:00,2.5,,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""Goals Over/Under"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
soccer|drogheda united|saint patrick s|2026-06-12,totals|under|2.50|,odds_api_io,Bet365,totals,Under,1.95,2026-06-12T18:09:02.038918+00:00,2.5,,66854082,"{""market_integrity"": ""safe_match_market"", ""odds_api_io"": true, ""odds_api_io_account"": ""account1"", ""odds_api_io_event_id"": 66854082, ""raw_market_name"": ""Goals Over/Under"", ""requested_bookmakers"": ""Bet365,Unibet""}",1
