match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|box hill united|melbourne city|2026-05-17,day_inventory,68159830,soccer,"Australia - U20 Victoria NPL, Women",Box Hill United FC U20,Melbourne City,2026-05-17T03:45:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-17.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-16T23:17:35.079173+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""68159830"", ""odds_api_io"": ""68159830""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""68159830"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-17T01:16:42.063743+00:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|kowloon cricket|wong tai sin|2026-05-17,odds_api_io,71213388,soccer,"Hong Kong, China - 2. Division",Wong Tai Sin,Kowloon Cricket Club,2026-05-17T04:00:00+00:00,mid,"{""competition"": ""Hong Kong, China - 2. Division"", ""odds_api_io_id"": 71213388, ""raw_event"": {""away"": ""Kowloon Cricket Club"", ""awayId"": 667359, ""date"": ""2026-05-17T04:00:00Z"", ""home"": ""Wong Tai Sin"", ""homeId"": 171492, ""id"": 71213388, ""league"": {""name"": ""Hong Kong, China - 2. Division"", ""slug"": ""hong-kong-china-2-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|v varen nagasaki|vissel kobe|2026-05-17,odds_api_io,67645066,soccer,Japan - J.League,V-Varen Nagasaki,Vissel Kobe,2026-05-17T04:00:00+00:00,mid,"{""competition"": ""Japan - J.League"", ""odds_api_io_id"": 67645066, ""raw_event"": {""away"": ""Vissel Kobe"", ""awayId"": 3146, ""date"": ""2026-05-17T04:00:00Z"", ""home"": ""V-Varen Nagasaki"", ""homeId"": 38154, ""id"": 67645066, ""league"": {""name"": ""Japan - J.League"", ""slug"": ""japan-jleague""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,totals,Больше,over,,2.5,,Sbobet,odds_api_io,54.37,50.78,47.35,,,83.35,,,xg_total,40.507,1.558,1.298,,ensemble,,insufficient_history,,,,,,
soccer|iga kunoichi|vonds ichihara|2026-05-17,day_inventory,68728638,soccer,"Japan - Nadeshiko League, Div. 1, Women",Iga FC Kunoichi,Vonds Ichihara FC,2026-05-17T04:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-17.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-16T23:17:35.079312+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""68728638"", ""odds_api_io"": ""68728638""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""68728638"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-17T01:16:42.063743+00:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|nittaidai|okayama yunogo belle|2026-05-17,day_inventory,68728640,soccer,"Japan - Nadeshiko League, Div. 1, Women",Okayama Yunogo Belle,Nittaidai FC,2026-05-17T04:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-17.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-16T23:17:35.079334+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""68728640"", ""odds_api_io"": ""68728640""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""68728640"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-17T01:16:42.063743+00:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|radian baikal irkutsk|yenisey m krasnoyarsk|2026-05-17,odds_api_io,71216940,soccer,Russia - Zone Siberia,FC Radian Baikal Irkutsk,Yenisey-M Krasnoyarsk,2026-05-17T04:00:00+00:00,mid,"{""competition"": ""Russia - Zone Siberia"", ""odds_api_io_id"": 71216940, ""raw_event"": {""away"": ""Yenisey-M Krasnoyarsk"", ""awayId"": 389038, ""date"": ""2026-05-17T04:00:00Z"", ""home"": ""FC Radian Baikal Irkutsk"", ""homeId"": 42870, ""id"": 71216940, ""league"": {""name"": ""Russia - Zone Siberia"", ""slug"": ""russia-zone-siberia""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|canberra olympic|tuggeranong united|2026-05-17,day_inventory,69195322,soccer,"Australia - Capital NPL, Women",Canberra Olympic,Tuggeranong United FC,2026-05-17T04:30:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-17.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-16T23:17:35.079376+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""69195322"", ""odds_api_io"": ""69195322""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""69195322"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-17T01:16:42.063743+00:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|belconnen united|majura|2026-05-17,day_inventory,soccer|belconnen united|majura|2026-05-17,soccer,"Australia - Capital NPL, Women",Majura FC,Belconnen United,2026-05-17T04:30:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""odds_2plus_sources"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-17.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-16T23:17:35.079397+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""69195320""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""69195320"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-17T01:16:42.063743+00:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|fukien|kwong wah|2026-05-17,odds_api_io,71213396,soccer,"Hong Kong, China - 2. Division",Fukien,Kwong Wah,2026-05-17T04:30:00+00:00,mid,"{""competition"": ""Hong Kong, China - 2. Division"", ""odds_api_io_id"": 71213396, ""raw_event"": {""away"": ""Kwong Wah"", ""awayId"": 518704, ""date"": ""2026-05-17T04:30:00Z"", ""home"": ""Fukien"", ""homeId"": 401751, ""id"": 71213396, ""league"": {""name"": ""Hong Kong, China - 2. Division"", ""slug"": ""hong-kong-china-2-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|diavorosso hiroshima|yamato sylphid|2026-05-17,day_inventory,71495134,soccer,"Japan - Nadeshiko League, Div 2, Women",Diavorosso Hiroshima,Yamato Sylphid,2026-05-17T04:30:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": "".data/day_inventory/2026-05-17.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-16T23:17:35.079446+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""71495134"", ""odds_api_io"": ""71495134""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""71495134"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-17T01:16:42.063743+00:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
