match_key,sport_key,league_name,home_team,away_team,commence_time,family,selection,selection_key,odds,fair_odds,implied_probability,market_probability,consensus_probability,model_probability,final_probability,adjusted_probability,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,point,expected_home,expected_away,reasons,source_summary,diagnostics,analysis,publication_score,source_event_id,team_side,stake_amount,stake_pct,bankroll_snapshot,bankroll_currency,risk_label,already_used,fingerprint
soccer|carabobo|red bull bragantino sp|2026-04-10,soccer,International Clubs - Copa Sudamericana,Carabobo FC,Red Bull Bragantino SP,2026-04-10T00:30:00+00:00,h2h,Carabobo FC,home,3.95,2.9547700951548252,0.24056415201813078,0.24056415201813078,0.24056415201813078,0.457387709930851,0.3384358064405013,0.3384358064405013,9.787165442237052,33.68214354399803,73.3482355791272,2,1,soccer_context,,1.4969852000000001,0.9772147999999999,"[""mode=soccer_context"", ""model=1x2_market_calibrated"", ""signals=xg+explicit+form+injuries+news"", ""context=ensemble:ensemble"", ""selected_book=Unibet"", ""selected_source=odds_api_io"", ""family_weight=0.88"", ""context_confidence=73.0"", ""market_move=flat"", ""line_move_pp=+0.00"", ""best_vs_consensus=+2.02%"", ""consensus_dispersion=1.00%"", ""fallback_publish_mode=enabled""]","{""adjusted_probability"": 0.3384, ""analysis_flags"": [""xg"", ""form"", ""market"", ""injuries""], ""analysis_points"": [""По исходу на Carabobo FC линия держит около 24.1%, а модель поднимает оценку до 33.8%. Это даёт запас +9.8 п.п. против рынка."", ""По качеству моментов матч выглядит как 1.50 : 0.98 по xG, так что игровое преимущество модель видит у Carabobo FC."", ""По форме сейчас лучше выглядит Carabobo FC: около 60% против 40% у Red Bull Bragantino SP."", ""Рынок идею подтверждает: линию держат уже 2 букмекеров (Bet365, Unibet). Лучшая цена всё ещё выше условного консенсуса примерно на 2.0%."", ""По матчу дополнительно просмотрены свежие новости и кадровый фон; явных противоречий ставке там нет.""], ""away_recent_count"": null, ""best_vs_consensus_edge_pct"": 2.02, ""books"": [""Bet365"", ""Unibet""], ""consensus_dispersion_pct"": 0.999, ""context_confidence"": 73.0, ""context_mode"": ""ensemble"", ""context_source"": ""ensemble"", ""fallback_publish_mode"": true, ""home_recent_count"": null, ""line_move_pp"": 0.0, ""market_movement"": ""flat"", ""market_probability"": 0.2406, ""market_signal_key"": ""h2h|carabobo fc||"", ""match_tier"": ""mid"", ""offers_seen"": 2, ""probability_gap_pp"": 9.79, ""raw_model_probability"": 0.4574, ""required_books"": 2, ""selected_bookmaker"": ""Unibet"", ""selected_price"": 3.95, ""selected_source"": ""odds_api_io"", ""sources"": [""odds_api_io""]}",{},"{""confidence"": 73.35, ""context_depth_score"": 2.55, ""context_source"": ""ensemble"", ""flags"": [""xg"", ""form"", ""market"", ""injuries""], ""probability_gap_pp"": 9.79, ""summary_points"": [""По исходу на Carabobo FC линия держит около 24.1%, а модель поднимает оценку до 33.8%. Это даёт запас +9.8 п.п. против рынка."", ""По качеству моментов матч выглядит как 1.50 : 0.98 по xG, так что игровое преимущество модель видит у Carabobo FC."", ""По форме сейчас лучше выглядит Carabobo FC: около 60% против 40% у Red Bull Bragantino SP."", ""Рынок идею подтверждает: линию держат уже 2 букмекеров (Bet365, Unibet). Лучшая цена всё ещё выше условного консенсуса примерно на 2.0%."", ""По матчу дополнительно просмотрены свежие новости и кадровый фон; явных противоречий ставке там нет.""], ""total_xg"": 2.47}",72.748,70075278,,20.0,2.27,880.0,units,low,False,soccer|carabobo|red bull bragantino sp|2026-04-10|h2h|home|||2026-04-10T00:30:00+00:00
