match_key,sport_key,league_name,home_team,away_team,commence_time,family,selection,selection_key,odds,fair_odds,implied_probability,market_probability,consensus_probability,model_probability,final_probability,adjusted_probability,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,point,expected_home,expected_away,reasons,source_summary,diagnostics,analysis,publication_score,source_event_id,team_side,stake_amount,stake_pct,bankroll_snapshot,bankroll_currency,risk_label,already_used,fingerprint
soccer|al qadsiah|damac|2026-04-09,soccer,Saudi Arabia - Saudi Pro League,Damac FC,Al Qadsiah,2026-04-09T16:00:00+00:00,totals,Меньше,under,2.025,1.7393439771974692,0.4671052631578947,0.4671052631578947,0.4671052631578947,0.8509798164772425,0.5749294062070789,0.5749294062070789,10.782414304918419,16.423204756933462,60.44189972587807,1,1,xg_total,3.0,0.6154799999999999,1.418285,"[""mode=xg_total"", ""model=xg_total_ensemble"", ""signals=xg+explicit"", ""consensus_fair_odds=2.14"", ""line=3"", ""context=bzzoiro_predictions:bzzoiro_prediction"", ""selected_book=Bet365"", ""selected_source=odds_api_io"", ""family_weight=1.18"", ""context_confidence=65.2"", ""single_book_guard=enabled"", ""market_move=low_sample"", ""line_move_pp=-6.17"", ""best_vs_consensus=+0.00%"", ""consensus_dispersion=0.00%""]","{""adjusted_probability"": 0.5749, ""analysis_flags"": [""xg"", ""market""], ""analysis_points"": [""На ТМ 3 линия сейчас даёт около 46.7%, а модель поднимает вероятность до 57.5%. Запас +10.8 п.п. делает ставку на ТМ 3 интереснее рынка."", ""По ожидаемым голам матч тянет к 2.03 (0.62 : 1.42). Для линии 3 это уже профиль в пользу низовой сценария. Основной вклад в темп модель ждёт от Al Qadsiah."", ""По рынку хотя бы Bet365 не выбивается из идеи.""], ""away_recent_count"": null, ""best_vs_consensus_edge_pct"": 0.0, ""books"": [""Bet365""], ""consensus_dispersion_pct"": 0.0, ""context_confidence"": 65.19, ""context_mode"": ""bzzoiro_prediction"", ""context_source"": ""bzzoiro_predictions"", ""home_recent_count"": null, ""line_move_pp"": -6.173, ""market_movement"": ""low_sample"", ""market_probability"": 0.4671, ""market_signal_key"": ""totals|under|3.00|"", ""match_tier"": ""mid"", ""offers_seen"": 1, ""probability_gap_pp"": 10.78, ""raw_model_probability"": 0.851, ""required_books"": 1, ""selected_bookmaker"": ""Bet365"", ""selected_price"": 2.025, ""selected_source"": ""odds_api_io"", ""sources"": [""odds_api_io""]}",{},"{""confidence"": 60.44, ""context_depth_score"": 1.45, ""context_source"": ""bzzoiro_predictions"", ""flags"": [""xg"", ""market""], ""probability_gap_pp"": 10.78, ""summary_points"": [""На ТМ 3 линия сейчас даёт около 46.7%, а модель поднимает вероятность до 57.5%. Запас +10.8 п.п. делает ставку на ТМ 3 интереснее рынка."", ""По ожидаемым голам матч тянет к 2.03 (0.62 : 1.42). Для линии 3 это уже профиль в пользу низовой сценария. Основной вклад в темп модель ждёт от Al Qadsiah."", ""По рынку хотя бы Bet365 не выбивается из идеи.""], ""total_xg"": 2.03}",46.126,64055793,,56.0,5.6,1000.0,units,high,False,soccer|al qadsiah|damac|2026-04-09|totals|under||3|2026-04-09T16:00:00+00:00
soccer|al ittifaq|al riyadh|2026-04-09,soccer,Saudi Arabia - Saudi Pro League,Al-Ittifaq FC,Al-Riyadh SC,2026-04-09T18:00:00+00:00,totals,Меньше,under,1.8,1.6379415409001783,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.82902303306061,0.6105223996275355,0.6105223996275355,8.420661015385134,9.894031932956393,59.08918920480096,1,1,xg_total,3.0,0.7996425,1.35072,"[""mode=xg_total"", ""model=xg_total_ensemble"", ""signals=xg+explicit"", ""consensus_fair_odds=1.90"", ""line=3"", ""context=bzzoiro_predictions:bzzoiro_prediction"", ""selected_book=Bet365"", ""selected_source=odds_api_io"", ""family_weight=1.18"", ""context_confidence=64.0"", ""single_book_guard=enabled"", ""market_move=low_sample"", ""line_move_pp=+0.00"", ""best_vs_consensus=+0.00%"", ""consensus_dispersion=0.00%""]","{""adjusted_probability"": 0.6105, ""analysis_flags"": [""xg"", ""market""], ""analysis_points"": [""На ТМ 3 линия сейчас даёт около 52.6%, а модель поднимает вероятность до 61.1%. Запас +8.4 п.п. делает ставку на ТМ 3 интереснее рынка."", ""По ожидаемым голам матч тянет к 2.15 (0.80 : 1.35). Для линии 3 это уже профиль в пользу низовой сценария. Основной вклад в темп модель ждёт от Al-Riyadh SC."", ""По рынку хотя бы Bet365 не выбивается из идеи.""], ""away_recent_count"": null, ""best_vs_consensus_edge_pct"": 0.0, ""books"": [""Bet365""], ""consensus_dispersion_pct"": 0.0, ""context_confidence"": 63.96, ""context_mode"": ""bzzoiro_prediction"", ""context_source"": ""bzzoiro_predictions"", ""home_recent_count"": null, ""line_move_pp"": 0.0, ""market_movement"": ""low_sample"", ""market_probability"": 0.5263, ""market_signal_key"": ""totals|under|3.00|"", ""match_tier"": ""mid"", ""offers_seen"": 1, ""probability_gap_pp"": 8.42, ""raw_model_probability"": 0.829, ""required_books"": 1, ""selected_bookmaker"": ""Bet365"", ""selected_price"": 1.8, ""selected_source"": ""odds_api_io"", ""sources"": [""odds_api_io""]}",{},"{""confidence"": 59.09, ""context_depth_score"": 1.45, ""context_source"": ""bzzoiro_predictions"", ""flags"": [""xg"", ""market""], ""probability_gap_pp"": 8.42, ""summary_points"": [""На ТМ 3 линия сейчас даёт около 52.6%, а модель поднимает вероятность до 61.1%. Запас +8.4 п.п. делает ставку на ТМ 3 интереснее рынка."", ""По ожидаемым голам матч тянет к 2.15 (0.80 : 1.35). Для линии 3 это уже профиль в пользу низовой сценария. Основной вклад в темп модель ждёт от Al-Riyadh SC."", ""По рынку хотя бы Bet365 не выбивается из идеи.""], ""total_xg"": 2.15}",35.863,64055779,,0.0,0.0,1000.0,units,low,False,soccer|al ittifaq|al riyadh|2026-04-09|totals|under||3|2026-04-09T18:00:00+00:00
soccer|elva|jk tallinna kalev|2026-04-09,soccer,Estonia - Esiliiga,JK Tallinna Kalev,FC Elva,2026-04-09T16:00:00+00:00,h2h,FC Elva,away,2.45,2.372294784905449,0.36528602161685797,0.36528602161685797,0.36528602161685797,0.6257990502908979,0.42153277339850337,0.42153277339850337,5.62467517816454,3.2755294826333436,64.3931302867404,2,1,soccer_context,,0.875,2.562,"[""mode=soccer_context"", ""model=1x2_market_calibrated"", ""signals=xg+explicit"", ""context=sstats_form:team_form"", ""selected_book=Bet365"", ""selected_source=odds_api_io"", ""family_weight=0.88"", ""context_confidence=56.2"", ""market_move=flat"", ""line_move_pp=+0.00"", ""best_vs_consensus=+1.02%"", ""consensus_dispersion=0.85%""]","{""adjusted_probability"": 0.4215, ""analysis_flags"": [""xg"", ""market""], ""analysis_points"": [""По исходу на FC Elva линия держит около 36.5%, а модель поднимает оценку до 42.2%. Это даёт запас +5.6 п.п. против рынка."", ""По качеству моментов матч выглядит как 0.88 : 2.56 по xG, так что игровое преимущество модель видит у FC Elva."", ""Рынок идею подтверждает: линию держат уже 2 букмекеров (Bet365, Unibet). Лучшая цена всё ещё выше условного консенсуса примерно на 1.0%.""], ""away_recent_count"": 1, ""best_vs_consensus_edge_pct"": 1.018, ""books"": [""Bet365"", ""Unibet""], ""consensus_dispersion_pct"": 0.85, ""context_confidence"": 56.2, ""context_mode"": ""team_form"", ""context_source"": ""sstats_form"", ""home_recent_count"": 1, ""line_move_pp"": 0.0, ""market_movement"": ""flat"", ""market_probability"": 0.3653, ""market_signal_key"": ""h2h|fc elva||"", ""match_tier"": ""mid"", ""offers_seen"": 2, ""probability_gap_pp"": 5.62, ""raw_model_probability"": 0.6258, ""required_books"": 1, ""selected_bookmaker"": ""Bet365"", ""selected_price"": 2.45, ""selected_source"": ""odds_api_io"", ""sources"": [""odds_api_io""]}",{},"{""confidence"": 64.39, ""context_depth_score"": 1.45, ""context_source"": ""sstats_form"", ""flags"": [""xg"", ""market""], ""probability_gap_pp"": 5.62, ""summary_points"": [""По исходу на FC Elva линия держит около 36.5%, а модель поднимает оценку до 42.2%. Это даёт запас +5.6 п.п. против рынка."", ""По качеству моментов матч выглядит как 0.88 : 2.56 по xG, так что игровое преимущество модель видит у FC Elva."", ""Рынок идею подтверждает: линию держат уже 2 букмекеров (Bet365, Unibet). Лучшая цена всё ещё выше условного консенсуса примерно на 1.0%.""], ""total_xg"": 3.44}",28.076,68774082,,0.0,0.0,1000.0,units,low,False,soccer|elva|jk tallinna kalev|2026-04-09|h2h|away|||2026-04-09T16:00:00+00:00
