match_key,sport_key,league_name,home_team,away_team,commence_time,family,selection,selection_key,odds,fair_odds,implied_probability,market_probability,consensus_probability,model_probability,final_probability,adjusted_probability,edge_pct,ev_pct,confidence,books_count,sources_count,model_mode,point,expected_home,expected_away,reasons,source_summary,bookmaker,diagnostics,analysis,publication_score,source_event_id,team_side,stake_amount,stake_pct,bankroll_snapshot,bankroll_currency,risk_label,already_used,selected_odds,selected_implied_probability,fair_odds_from_market,probability_used_for_ev,price_used_for_ev,canonical_adjusted_probability,integrity_status,integrity_reasons,integrity_report,raw_bucket_offers,fingerprint,controlled_fallback,fallback_tier,fallback_published_at,status,telegram_sent,fallback_metrics,telegram_message
soccer|kolos kovalivka|poltava|2026-04-24,soccer,Ukraine - Premier League,Kolos Kovalivka,SC Poltava,2026-04-24T12:30:00+00:00,teamTotals,Kolos Kovalivka ТМ 1.5,under,2.8,2.64898811110668,0.3220338983050847,0.3220338983050847,0.3220338983050847,0.7221503918962012,0.37750263801003825,0.37750263801003825,5.546873970495353,5.70073864281071,61.65415,1,1,team_total_poisson,1.5,1.037,0.322,"[""mode=team_total_poisson"", ""model=home_team_total_stack"", ""signals=xg+explicit"", ""context=sstats_form:team_form"", ""selected_book=Unibet"", ""selected_source=odds_api_io"", ""family_weight=1.20"", ""context_confidence=65.0"", ""single_book_guard=enabled"", ""market_move=low_sample"", ""line_move_pp=+0.00"", ""best_vs_consensus=+0.00%"", ""consensus_dispersion=0.00%"", ""historical_calibration=-2.81pp"", ""learning=score_delta(-4.00)"", ""quality=bad_historical_segment_guard"", ""shadow=quality_rejected""]","{""books"": [""Unibet""], ""sources"": [""odds_api_io""], ""offers_seen"": 1, ""required_books"": 1, ""selected_bookmaker"": ""Unibet"", ""selected_source"": ""odds_api_io"", ""selected_price"": 2.8, ""match_tier"": ""mid"", ""context_source"": ""sstats_form"", ""context_confidence"": 65.0, ""context_mode"": ""team_form"", ""home_recent_count"": 8, ""away_recent_count"": 5, ""raw_model_probability"": 0.7222, ""adjusted_probability"": 0.4056, ""market_probability"": 0.322, ""market_signal_key"": ""teamTotals|under|1.50|home"", ""market_signal_derived"": false, ""market_signal_history_ready"": true, ""market_signal_observation_count"": 2, ""market_movement"": ""low_sample"", ""line_move_pp"": 0.0, ""consensus_dispersion_pct"": 0.0, ""best_vs_consensus_edge_pct"": 0.0, ""analysis_points"": [""Модель даёт 40.6% против 32.2% по линии, что даёт запас +8.4 п.п. и объясняет интерес к ставке."", ""По ожидаемым голам матч выглядит как 1.04 : 0.32 при суммарном xG около 1.36."", ""Контекст собран по недавней выборке минимум 5 матчей на сторону, так что сигнал не выглядит случайным."", ""По рынку хотя бы Unibet не выбивается из идеи.""], ""analysis_flags"": [""xg"", ""recent"", ""market""], ""probability_gap_pp"": 8.36, ""learning_adjustment"": {""applied"": true, ""score_delta"": -3.997, ""raw_score_delta"": -5.71, ""segments_used"": [""league:preferred"", ""bookmaker:unibet"", ""odds:2.75-3.49""]}, ""quality_status"": ""rejected_by_quality_filters"", ""quality_score"": 54.603, ""quality_reasons"": [""bad_historical_segment_guard""], ""shadow_tracking_reason"": ""quality_rejected"", ""shadow_quality_reasons"": [""bad_historical_segment_guard""], ""controlled_fallback"": true, ""fallback_tier"": ""C"", ""selected_implied_probability"": 0.357143, ""canonical_edge_pp"": 2.036, ""canonical_ev_pct"": 5.701}",Unibet,"{""quality"": {""status"": ""rejected_by_quality_filters"", ""quality_score"": 54.603, ""reasons"": [""bad_historical_segment_guard""], ""calibration"": {""applied"": true, ""delta_probability"": -0.02813, ""raw_delta_probability"": -0.05115, ""segments_used"": [""league:preferred"", ""context:sstats_form"", ""bookmaker:unibet"", ""odds:2.75-3.49"", ""prob:40-45""]}, ""learning_adjustment"": {""applied"": true, ""score_delta"": -3.997, ""raw_score_delta"": -5.71, ""segments_used"": [""league:preferred"", ""bookmaker:unibet"", ""odds:2.75-3.49""]}, ""nightly_review_adjustment"": {""applied"": false, ""score_delta"": 0.0, ""sources"": [], ""report_date"": ""2026-04-22""}, ""segments"": [""family:teamTotals"", ""market:teamTotals:under"", ""league:preferred"", ""context:sstats_form"", ""bookmaker:unibet"", ""odds:2.75-3.49"", ""prob:40-45""], ""original_adjusted_probability"": 0.40563, ""final_adjusted_probability"": 0.3775, ""publication_score"": 36.094, ""evaluated_at"": ""2026-04-24T09:03:44.621071+00:00""}}","{""summary_points"": [""Модель даёт 40.6% против 32.2% по линии, что даёт запас +8.4 п.п. и объясняет интерес к ставке."", ""По ожидаемым голам матч выглядит как 1.04 : 0.32 при суммарном xG около 1.36."", ""Контекст собран по недавней выборке минимум 5 матчей на сторону, так что сигнал не выглядит случайным."", ""По рынку хотя бы Unibet не выбивается из идеи.""], ""flags"": [""xg"", ""recent"", ""market""], ""sections"": {""edge"": ""Модель даёт 40.6% против 32.2% по линии, что даёт запас +8.4 п.п. и объясняет интерес к ставке."", ""xg"": ""По ожидаемым голам матч выглядит как 1.04 : 0.32 при суммарном xG около 1.36."", ""recent"": ""Контекст собран по недавней выборке минимум 5 матчей на сторону, так что сигнал не выглядит случайным."", ""market"": ""По рынку хотя бы Unibet не выбивается из идеи.""}, ""probability_gap_pp"": 8.36, ""total_xg"": 1.36, ""context_source"": ""sstats_form"", ""confidence"": 62.92, ""context_depth_score"": 2.0}",36.094,61651602,home,5.0,0.635,787.91,u,controlled_fallback_single_book,False,,,,,,,unknown,[],{},[],f3364b63e7e042ff3be46032,True,C,2026-04-24T09:08:08.384008+00:00,pending,True,"{""odds"": 2.8, ""selected_implied_probability"": 0.357143, ""stored_implied_probability"": 0.322034, ""implied_mismatch"": 0.035109, ""adjusted_probability"": 0.377503, ""model_probability"": 0.72215, ""market_probability"": 0.322034, ""fair_odds"": 2.648988, ""fair_odds_from_market"": 3.105263, ""canonical_edge_pp"": 2.036, ""market_edge_pp"": 5.547, ""canonical_ev_pct"": 5.701, ""confidence"": 61.654, ""quality_score"": 54.603, ""publication_score"": 36.094, ""books_count"": 1, ""sources_count"": 1, ""quality_reasons"": [""bad_historical_segment_guard""], ""selected_bookmaker"": ""Unibet"", ""selected_source"": ""odds_api_io"", ""tier_results"": {""A"": {""ok"": false, ""reject_reasons"": [""tier_a_books_below_min"", ""tier_a_quality_below_min""]}, ""B"": {""ok"": false, ""reject_reasons"": [""tier_b_books_below_min"", ""tier_b_odds_above_max""]}, ""C"": {""ok"": true, ""reject_reasons"": []}}, ""fallback_tier"": ""C""}","🔥 1 контролируемый прогноз на ближайшие 24 часа

💼 Банк: 787.91 | Открытый риск: 35.00 | Доступно: 752.91

⚠️ Режим: controlled fallback Tier C. Чистых quality-pass ставок не было; опубликован single-book кандидат с положительным canonical EV и минимальной суммой.

1. Kolos Kovalivka — SC Poltava
🎯 Ставка: Индивидуальный тотал — Kolos Kovalivka ТМ 1.5 (1.5)
💸 Коэффициент: 2.80
📊 Скорректированная оценка: 37.8%
📉 Рынок/консенсус: 32.2%
✅ Уверенность: 61.7% | quality 54.6 | Tier C
📚 Линии: 1 | Источники: 1 | Unibet / odds_api_io
🧮 Canonical value: edge +2.0 п.п. | EV +5.7%
🏆 Турнир: Ukraine - Premier League
🕒 Начало: 2026-04-24T12:30:00+00:00
💰 Сумма ставки: 5.00 (controlled cap)
📈 Ожидаемые голы: 1.04 : 0.32
📝 Комментарий: ставка не прошла основной quality-layer, поэтому размер снижен. Публикация разрешена только потому, что после пересчёта от выбранного коэффициента остаётся положительный EV."
