match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|afk csikszereda miercurea ciuc|metaloglobus bucuresti|2026-04-13,odds_api_io,69744594,soccer,Romania - Superliga,Metaloglobus Bucuresti,AFK Csikszereda Miercurea Ciuc,2026-04-13T12:30:00+00:00,mid,"{""competition"": ""Romania - Superliga"", ""odds_api_io_id"": 69744594, ""raw_event"": {""away"": ""AFK Csikszereda Miercurea Ciuc"", ""awayId"": 391688, ""date"": ""2026-04-13T12:30:00Z"", ""home"": ""Metaloglobus Bucuresti"", ""homeId"": 79081, ""id"": 69744594, ""league"": {""name"": ""Romania - Superliga"", ""slug"": ""romania-superliga""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,h2h,Ничья,,,,,Unibet,odds_api_io,34.0,31.22,29.22,,,64.84,,,,,,,,ensemble,,flat,,,,,,
soccer|torino|us cremonese|2026-04-13,odds_api_io,61537560,soccer,Italy - Primavera 1,Torino FC,US Cremonese,2026-04-13T13:00:00+00:00,mid,"{""competition"": ""Italy - Primavera 1"", ""odds_api_io_id"": 61537560, ""raw_event"": {""away"": ""US Cremonese"", ""awayId"": 1175375, ""date"": ""2026-04-13T13:00:00Z"", ""home"": ""Torino FC"", ""homeId"": 466279, ""id"": 61537560, ""league"": {""name"": ""Italy - Primavera 1"", ""slug"": ""italy-primavera-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|pfc cska sofia|pfc levski sofia|2026-04-13,odds_api_io,63288041,soccer,Bulgaria - Parva Liga,PFC CSKA Sofia,PFC Levski Sofia,2026-04-13T13:00:00+00:00,mid,"{""competition"": ""Bulgaria - Parva Liga"", ""odds_api_io_id"": 63288041, ""raw_event"": {""away"": ""PFC Levski Sofia"", ""awayId"": 3273, ""date"": ""2026-04-13T13:00:00Z"", ""home"": ""PFC CSKA Sofia"", ""homeId"": 3275, ""id"": 63288041, ""league"": {""name"": ""Bulgaria - Parva Liga"", ""slug"": ""bulgaria-parva-liga""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,h2h,PFC CSKA Sofia,,,,,Bet365,odds_api_io,44.7,38.5,33.98,,,65.43,,,,,,,,ensemble,,flat,,,,,,
soccer|kf dukagjini|prishtina|2026-04-13,odds_api_io,70246392,soccer,Kosovo - Superliga,FC Prishtina,KF Dukagjini,2026-04-13T13:00:00+00:00,mid,"{""competition"": ""Kosovo - Superliga"", ""odds_api_io_id"": 70246392, ""raw_event"": {""away"": ""KF Dukagjini"", ""awayId"": 279991, ""date"": ""2026-04-13T13:00:00Z"", ""home"": ""FC Prishtina"", ""homeId"": 277829, ""id"": 70246392, ""league"": {""name"": ""Kosovo - Superliga"", ""slug"": ""kosovo-superliga""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|buxoro|pfc nasaf|2026-04-13,odds_api_io,68380326,soccer,Uzbekistan - Superliga,PFC Nasaf,FK Buxoro,2026-04-13T13:00:00+00:00,mid,"{""competition"": ""Uzbekistan - Superliga"", ""odds_api_io_id"": 68380326, ""raw_event"": {""away"": ""FK Buxoro"", ""awayId"": 48613, ""date"": ""2026-04-13T13:00:00Z"", ""home"": ""PFC Nasaf"", ""homeId"": 34017, ""id"": 68380326, ""league"": {""name"": ""Uzbekistan - Superliga"", ""slug"": ""uzbekistan-superliga""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|mekelle 70 enderta|welwalo adigrat|2026-04-13,odds_api_io,69950494,soccer,Ethiopia - Premier League,Mekelle 70 Enderta FC,Welwalo Adigrat,2026-04-13T13:00:00+00:00,mid,"{""competition"": ""Ethiopia - Premier League"", ""odds_api_io_id"": 69950494, ""raw_event"": {""away"": ""Welwalo Adigrat"", ""awayId"": 395950, ""date"": ""2026-04-13T13:00:00Z"", ""home"": ""Mekelle 70 Enderta FC"", ""homeId"": 402253, ""id"": 69950494, ""league"": {""name"": ""Ethiopia - Premier League"", ""slug"": ""ethiopia-premier-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,h2h,Welwalo Adigrat,,,,,Bet365,odds_api_io,45.57,35.08,26.75,,,70.86,,,,,,,,api_football,,flat,,,,,,
soccer|arba minch ketema|saint george|2026-04-13,odds_api_io,69950496,soccer,Ethiopia - Premier League,Arba Minch Ketema,Saint George SC,2026-04-13T13:00:00+00:00,mid,"{""competition"": ""Ethiopia - Premier League"", ""odds_api_io_id"": 69950496, ""raw_event"": {""away"": ""Saint George SC"", ""awayId"": 94787, ""date"": ""2026-04-13T13:00:00Z"", ""home"": ""Arba Minch Ketema"", ""homeId"": 298864, ""id"": 69950496, ""league"": {""name"": ""Ethiopia - Premier League"", ""slug"": ""ethiopia-premier-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|istanbulspor as|sivasspor|2026-04-13,odds_api_io,61834260,soccer,Turkiye - 1. Lig,Sivasspor,Istanbulspor AS,2026-04-13T13:00:00+00:00,mid,"{""competition"": ""Turkiye - 1. Lig"", ""odds_api_io_id"": 61834260, ""raw_event"": {""away"": ""Istanbulspor AS"", ""awayId"": 3066, ""date"": ""2026-04-13T13:00:00Z"", ""home"": ""Sivasspor"", ""homeId"": 3076, ""id"": 61834260, ""league"": {""name"": ""Turkiye - 1. Lig"", ""slug"": ""turkiye-1-lig""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,h2h,Ничья,,,,,Unibet,odds_api_io,34.0,29.24,25.52,,,69.83,,,,,,,,api_football,,flat,,,,,,
soccer|mwos|simba bhora|2026-04-13,odds_api_io,67563184,soccer,Zimbabwe - Premier Soccer League,Mwos FC,Simba Bhora FC,2026-04-13T13:00:00+00:00,mid,"{""competition"": ""Zimbabwe - Premier Soccer League"", ""odds_api_io_id"": 67563184, ""raw_event"": {""away"": ""Simba Bhora FC"", ""awayId"": 993217, ""date"": ""2026-04-13T13:00:00Z"", ""home"": ""Mwos FC"", ""homeId"": 1234211, ""id"": 67563184, ""league"": {""name"": ""Zimbabwe - Premier Soccer League"", ""slug"": ""zimbabwe-premier-soccer-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|shkendija tetovo|shkupi cair|2026-04-13,odds_api_io,70023796,soccer,North Macedonia - 1. MFL,Shkendija Tetovo,Shkupi Cair,2026-04-13T13:30:00+00:00,mid,"{""competition"": ""North Macedonia - 1. MFL"", ""odds_api_io_id"": 70023796, ""raw_event"": {""away"": ""Shkupi Cair"", ""awayId"": 136548, ""date"": ""2026-04-13T13:30:00Z"", ""home"": ""Shkendija Tetovo"", ""homeId"": 5413, ""id"": 70023796, ""league"": {""name"": ""North Macedonia - 1. MFL"", ""slug"": ""north-macedonia-1-mfl""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
