match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|fukushima united|vanraure hachinohe|2026-06-01,day_inventory,71715902,soccer,Japan - J.League 2,Vanraure Hachinohe FC,Fukushima United FC,2026-06-01T10:00:00+00:00,mid,"{""books_count"": 4, ""confirmation_sources_count"": 1, ""context_sources_count"": 1, ""day_inventory"": true, ""day_inventory_coverage"": {""books_count"": 4, ""context"": true, ""context_2plus_sources"": false, ""context_sources_count"": 1, ""fixture_source_2plus"": true, ""form"": true, ""form_sources_count"": 2, ""line_sources_count"": 1, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": true, ""ready_for_publish"": false, ""xg"": true, ""xg_sources_count"": 2}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": ""2026-05-31T21:07:40.368910+00:00"", ""last_odds_refresh_utc"": ""2026-05-31T21:07:40.362462+00:00""}, ""day_inventory_source_ids"": {""odds_api_io"": ""71715902"", ""sstats"": ""1546391""}, ""fixture_sources_count"": 3, ""independent_odds_sources_count"": 1, ""inventory_match_key"": ""2026-06-01|vanraure hachinohe|fukushima united"", ""latest_books_max"": 4, ""line_sources"": [""odds_api_io""], ""line_sources_count"": 1, ""odds_sources"": [""odds_api_io""], ""odds_sources_count"": 1, ""price_confirmation_sources_count"": 4, ""price_sources_count"": 4, ""runtime_offer_sources_annotated_at_utc"": ""2026-05-31T21:03:19.144182+00:00"", ""source_evidence_samples"": [{""deep_ok"": true, ""detail_ok"": false, ""game_id"": ""1546391"", ""source"": ""latest-sstats-deep-inventory-enrichment.json""}], ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,spreads,Fukushima United FC,away,away,-0.25,,Betfair Exchange,odds_api_io,50.13,40.44,33.18,,,67.05,,,xg_spread,116.702,1.38,1.392,,ensemble,,insufficient_history,,,,,,
soccer|ingulets petrove|livyi bereh kyiv|2026-06-01,day_inventory,soccer|ingulets petrove|livyi bereh kyiv|2026-06-01,soccer,Ukraine - Persha Liga,FC Ingulets Petrove,FC Livyi Bereh Kyiv,2026-06-01T10:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""odds_2plus_sources"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-31T21:07:37.853552+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""61840820""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""inventory_match_key"": ""soccer|ingulets petrove|livyi bereh kyiv|2026-06-01"", ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""61840820"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,spreads,FC Livyi Bereh Kyiv,away,away,-1.75,,Betfair Exchange,odds_api_io,51.53,78.26,84.27,,,59.77,,,xg_spread,170.126,1.094,1.247,,clubelo,,insufficient_history,,,,,,
soccer|niva ternopil|ucsa tarasivka|2026-06-01,day_inventory,soccer|niva ternopil|ucsa tarasivka|2026-06-01,soccer,Ukraine - Persha Liga,FC Ucsa Tarasivka,FC Niva Ternopil,2026-06-01T10:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""odds_2plus_sources"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-31T21:07:37.853572+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""61840814""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""inventory_match_key"": ""soccer|niva ternopil|ucsa tarasivka|2026-06-01"", ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""61840814"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,spreads,FC Niva Ternopil,away,away,-1.25,,Betfair Exchange,odds_api_io,48.99,64.8,68.49,,,63.71,,,xg_spread,213.228,1.51,1.409,,ensemble,,insufficient_history,,,,,,
soccer|probiy gorodenka|prykarpattya ivano frankivsk|2026-06-01,day_inventory,soccer|probiy gorodenka|prykarpattya ivano frankivsk|2026-06-01,soccer,Ukraine - Persha Liga,Probiy Gorodenka,FC Prykarpattya Ivano-Frankivsk,2026-06-01T10:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""odds_2plus_sources"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-31T21:07:37.853593+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""61840824""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""inventory_match_key"": ""soccer|probiy gorodenka|prykarpattya ivano frankivsk|2026-06-01"", ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""61840824"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,spreads,Probiy Gorodenka,home,home,-2.0,,Betfair Exchange,odds_api_io,55.99,54.6,54.24,,,58.69,,,xg_spread,58.756,1.183,0.584,,sstats_form,,insufficient_history,,,,,,
soccer|ahrobiznes volochysk|chernihiv|2026-06-01,day_inventory,soccer|ahrobiznes volochysk|chernihiv|2026-06-01,soccer,Ukrainian First League,Ahrobiznes Volochysk,Chernihiv,2026-06-01T10:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""odds_2plus_sources"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-31T21:07:37.853612+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""61840822""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""inventory_match_key"": ""soccer|ahrobiznes volochysk|chernihiv|2026-06-01"", ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""61840822"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,spreads,Chernihiv,away,away,-1.75,,Betfair Exchange,odds_api_io,47.07,38.4,36.15,,,59.01,,,xg_spread,48.148,1.092,0.799,,sstats_form,,insufficient_history,,,,,,
soccer|chornomorets odesa|metalist kharkiv|2026-06-01,day_inventory,soccer|chornomorets odesa|metalist kharkiv|2026-06-01,soccer,Ukrainian First League,Chornomorets Odesa,Metalist Kharkiv,2026-06-01T10:00:00+00:00,mid,"{""accumulated_from_latest_matches"": true, ""books_count"": 0, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""coverage_repair_sources"": [""day_inventory""], ""day_inventory"": true, ""day_inventory_coverage"": {""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""news"": false, ""odds"": false, ""odds_2plus_sources"": false, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-31T21:07:37.853631+00:00"", ""last_odds_refresh_utc"": null}, ""day_inventory_source_ids"": {""day_inventory"": ""71766730""}, ""fixture_sources_count"": 1, ""independent_odds_sources_count"": 0, ""inventory_match_key"": ""soccer|chornomorets odesa|metalist kharkiv|2026-06-01"", ""latest_run_source"": ""day_inventory"", ""latest_run_source_event_id"": ""71766730"", ""odds_sources_count"": 0, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,spreads,Chornomorets Odesa,home,home,-2.0,,Betfair Exchange,odds_api_io,51.95,88.05,96.4,,,62.79,,,xg_spread,261.993,1.22,1.025,,ensemble,,insufficient_history,,,,,,
soccer|fsc mariupol|viktoriya sumy|2026-06-01,day_inventory,61840826,soccer,Ukrainian First League,FSC Mariupol,Viktoriya Sumy,2026-06-01T10:00:00+00:00,mid,"{""books_count"": 2, ""confirmation_sources_count"": 0, ""context_sources_count"": 0, ""day_inventory"": true, ""day_inventory_coverage"": {""books_count"": 2, ""context"": false, ""context_2plus_sources"": false, ""fixture_core"": true, ""form"": false, ""line_sources_count"": 1, ""news"": false, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": false, ""ready_for_publish"": false, ""weather"": false, ""xg"": false}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": null, ""last_fixture_refresh_utc"": ""2026-05-31T21:01:48.520697+00:00"", ""last_odds_refresh_utc"": ""2026-05-31T21:07:40.362462+00:00""}, ""day_inventory_source_ids"": {""odds_api_io"": ""61840826"", ""thesportsdb"": ""2287923""}, ""fixture_expansion_raw_sample"": {""season"": ""2025-2026"", ""venue"": ""Stadion SKIF""}, ""fixture_expansion_source"": ""thesportsdb"", ""fixture_sources_count"": 2, ""independent_odds_sources_count"": 1, ""inventory_match_key"": ""soccer|fsc_mariupol|viktoriya_sumy|2026-06-01"", ""latest_books_max"": 2, ""line_sources"": [""odds_api_io""], ""line_sources_count"": 1, ""odds_sources"": [""odds_api_io""], ""odds_sources_count"": 1, ""price_confirmation_sources_count"": 2, ""price_sources_count"": 2, ""runtime_offer_sources_annotated_at_utc"": ""2026-05-31T21:03:19.144763+00:00"", ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,spreads,FSC Mariupol,home,home,-1.0,,Betfair Exchange,odds_api_io,70.53,67.76,67.18,,,53.12,,,market_simple_spreads,242.496,,,,market_signal,,insufficient_history,,,,,,
soccer|bangladesh|pakistan|2026-06-01,day_inventory,71838078,soccer,International - Int. Friendly Games,Pakistan,Bangladesh,2026-06-01T11:00:00+00:00,mid,"{""books_count"": 2, ""confirmation_sources_count"": 1, ""context_sources_count"": 1, ""day_inventory"": true, ""day_inventory_coverage"": {""books_count"": 2, ""context"": true, ""context_2plus_sources"": false, ""context_sources_count"": 1, ""line_sources_count"": 1, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": true, ""ready_for_publish"": false, ""xg"": true}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""last_odds_refresh_utc"": ""2026-05-31T21:07:40.362462+00:00""}, ""day_inventory_source_ids"": {""bzzoiro"": ""207949"", ""odds_api_io"": ""71838078""}, ""fixture_sources_count"": 3, ""independent_odds_sources_count"": 1, ""inventory_match_key"": ""2026-06-01|pakistan|bangladesh"", ""latest_books_max"": 2, ""line_sources"": [""odds_api_io""], ""line_sources_count"": 1, ""odds_sources"": [""odds_api_io""], ""odds_sources_count"": 1, ""price_confirmation_sources_count"": 2, ""price_sources_count"": 2, ""runtime_offer_sources_annotated_at_utc"": ""2026-05-31T21:03:19.144363+00:00"", ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,spreads,Pakistan,home,home,-1.5,,Bet365,odds_api_io,58.66,77.33,92.16,,,70.99,,,xg_spread,227.874,1.657,0.791,,clubelo,,insufficient_history,,,,,,
soccer|stroemsgodset 2|tromsoe 2|2026-06-01,day_inventory,67920656,soccer,Norway - 3rd Division Group 5,Tromsoe 2,Stroemsgodset 2,2026-06-01T11:00:00+00:00,mid,"{""books_count"": 0, ""confirmation_sources_count"": 1, ""context_sources_count"": 1, ""day_inventory"": true, ""day_inventory_coverage"": {""context"": true, ""context_2plus_sources"": false, ""context_sources_count"": 1, ""fixture_source_2plus"": true, ""form"": true, ""form_sources_count"": 2, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": true, ""ready_for_publish"": false, ""xg"": true, ""xg_sources_count"": 2}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": ""2026-05-31T21:07:40.368910+00:00"", ""last_odds_refresh_utc"": ""2026-05-31T21:07:40.362462+00:00""}, ""day_inventory_source_ids"": {""odds_api_io"": ""67920656"", ""sstats"": ""1497169""}, ""fixture_sources_count"": 3, ""independent_odds_sources_count"": 1, ""inventory_match_key"": ""2026-06-01|tromsoe 2|stroemsgodset 2"", ""odds_sources_count"": 1, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_samples"": [{""deep_ok"": true, ""detail_ok"": false, ""game_id"": ""1497169"", ""source"": ""latest-sstats-deep-inventory-enrichment.json""}], ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|denmark|italy|2026-06-01,day_inventory,70762928,soccer,International Youth - U17 European Championship,Denmark,Italy,2026-06-01T11:30:00+00:00,mid,"{""books_count"": 0, ""confirmation_sources_count"": 1, ""context_sources_count"": 1, ""day_inventory"": true, ""day_inventory_coverage"": {""context"": true, ""context_2plus_sources"": false, ""context_sources_count"": 1, ""fixture_source_2plus"": true, ""form"": true, ""form_sources_count"": 2, ""odds"": true, ""odds_2plus_sources"": false, ""odds_sources_count"": 1, ""ready_for_model"": true, ""ready_for_publish"": false, ""xg"": true, ""xg_sources_count"": 2}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/frozen_inventory_roster_2026-06-01.json"", ""day_inventory_refresh"": {""last_context_refresh_utc"": ""2026-05-31T21:07:40.368910+00:00"", ""last_odds_refresh_utc"": ""2026-05-31T21:07:40.362462+00:00""}, ""day_inventory_source_ids"": {""odds_api_io"": ""70762928"", ""sstats"": ""1540171""}, ""fixture_sources_count"": 3, ""independent_odds_sources_count"": 1, ""inventory_match_key"": ""2026-06-01|denmark|italy"", ""odds_sources_count"": 1, ""price_confirmation_sources_count"": 0, ""price_sources_count"": 0, ""source_evidence_samples"": [{""deep_ok"": true, ""detail_ok"": false, ""game_id"": ""1540171"", ""source"": ""latest-sstats-deep-inventory-enrichment.json""}], ""source_evidence_updated_utc"": ""2026-05-31T21:07:40.362462+00:00"", ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
