match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|aucas|mushuc runa|2026-05-31,day_inventory,68687678,soccer,Ecuador - LigaPro Primera A,Mushuc Runa SC,SD Aucas,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Ecuador - LigaPro Primera A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|aucas|mushuc runa|2026-05-31"", ""odds_api_io_id"": 68687678, ""raw_event"": {""away"": ""SD Aucas"", ""awayId"": 5249, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Mushuc Runa SC"", ""homeId"": 134976, ""id"": 68687678, ""league"": {""name"": ""Ecuador - LigaPro Primera A"", ""slug"": ""ecuador-ligapro-primera-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,SD Aucas,away,away,-0.75,,Betfair Exchange,odds_api_io,50.96,56.55,60.76,,,67.46,,,xg_spread,135.556,0.982,1.078,,ensemble,,insufficient_history,,,,,,
soccer|dreams|nations|2026-05-31,day_inventory,71268952,soccer,Ghana - FA Cup,Dreams FC,Nations FC,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Ghana - FA Cup"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|dreams|nations|2026-05-31"", ""odds_api_io_id"": 71268952, ""raw_event"": {""away"": ""Nations FC"", ""awayId"": 964055, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Dreams FC"", ""homeId"": 243484, ""id"": 71268952, ""league"": {""name"": ""Ghana - FA Cup"", ""slug"": ""ghana-fa-cup""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Dreams FC,home,home,-1.75,,Betfair Exchange,odds_api_io,59.79,81.29,86.35,,,64.5,,,xg_spread,308.358,1.592,0.613,,ensemble,,insufficient_history,,,,,,
soccer|atletico central|dos hermanas 1971|2026-05-31,day_inventory,71732858,soccer,"Spain Amateur - Tercera Federacion, Group 10",Club Atletico Central,Dos Hermanas CF 1971,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Spain Amateur - Tercera Federacion, Group 10"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|atletico central|dos hermanas 1971|2026-05-31"", ""odds_api_io_id"": 71732858, ""raw_event"": {""away"": ""Dos Hermanas CF 1971"", ""awayId"": 1269692, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Club Atletico Central"", ""homeId"": 750157, ""id"": 71732858, ""league"": {""name"": ""Spain Amateur - Tercera Federacion, Group 10"", ""slug"": ""spain-amateur-tercera-federacion-group-10""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Club Atletico Central,home,home,-1.5,,Bet365,odds_api_io,54.97,27.34,20.91,,,65.65,,,xg_spread,50.736,1.579,1.081,,ensemble,,insufficient_history,,,,,,
soccer|ca juventud las piedras|montevideo wanderers|2026-05-31,day_inventory,71737090,soccer,Uruguay - Primera Division,CA Juventud de Las Piedras,Montevideo Wanderers,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Uruguay - Primera Division"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca juventud las piedras|montevideo wanderers|2026-05-31"", ""odds_api_io_id"": 71737090, ""raw_event"": {""away"": ""Montevideo Wanderers"", ""awayId"": 3240, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""CA Juventud de Las Piedras"", ""homeId"": 3224, ""id"": 71737090, ""league"": {""name"": ""Uruguay - Primera Division"", ""slug"": ""uruguay-primera-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Montevideo Wanderers,away,away,-0.75,,Betfair Exchange,odds_api_io,48.91,50.8,52.2,,,66.81,,,xg_spread,162.63,1.111,1.002,,ensemble,,insufficient_history,,,,,,
soccer|minnesota blizzard|sioux falls thunder|2026-05-31,day_inventory,69072350,soccer,USA - National Premier Soccer League,Sioux Falls Thunder FC,Minnesota Blizzard FC,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""USA - National Premier Soccer League"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|minnesota blizzard|sioux falls thunder|2026-05-31"", ""odds_api_io_id"": 69072350, ""raw_event"": {""away"": ""Minnesota Blizzard FC"", ""awayId"": 1107715, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Sioux Falls Thunder FC"", ""homeId"": 559050, ""id"": 69072350, ""league"": {""name"": ""USA - National Premier Soccer League"", ""slug"": ""usa-national-premier-soccer-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|brooklyn|sporting jax|2026-05-31,day_inventory,67172612,soccer,USA - USL Championship,Sporting Jax,Brooklyn FC,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""USA - USL Championship"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|brooklyn|sporting jax|2026-05-31"", ""odds_api_io_id"": 67172612, ""raw_event"": {""away"": ""Brooklyn FC"", ""awayId"": 1312976, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Sporting Jax"", ""homeId"": 1232493, ""id"": 67172612, ""league"": {""name"": ""USA - USL Championship"", ""slug"": ""usa-usl-championship""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Brooklyn FC,away,away,1.0,,Bet365,odds_api_io,49.14,41.35,35.28,,,69.68,,,xg_spread,130.995,1.299,1.212,,ensemble,,insufficient_history,,,,,,
soccer|alianza lima|cajamarca|2026-05-31,day_inventory,71396976,soccer,Peru - Liga 1,FC Cajamarca,Alianza Lima,2026-05-31T18:15:00+00:00,mid,"{""competition"": ""Peru - Liga 1"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|alianza lima|cajamarca|2026-05-31"", ""odds_api_io_id"": 71396976, ""raw_event"": {""away"": ""Alianza Lima"", ""awayId"": 2311, ""date"": ""2026-05-31T18:15:00Z"", ""home"": ""FC Cajamarca"", ""homeId"": 1065398, ""id"": 71396976, ""league"": {""name"": ""Peru - Liga 1"", ""slug"": ""peru-liga-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Alianza Lima,away,away,-1.5,,Betfair Exchange,odds_api_io,58.28,70.11,76.06,,,68.39,,,xg_spread,246.26,0.505,1.333,,sstats,,insufficient_history,,,,,,
soccer|binacional|csdc alianza universidad|2026-05-31,day_inventory,71378238,soccer,Peru - Liga 2,CSDC Alianza Universidad,Deportivo Binacional FC,2026-05-31T18:15:00+00:00,mid,"{""competition"": ""Peru - Liga 2"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|binacional|csdc alianza universidad|2026-05-31"", ""odds_api_io_id"": 71378238, ""raw_event"": {""away"": ""Deportivo Binacional FC"", ""awayId"": 407335, ""date"": ""2026-05-31T18:15:00Z"", ""home"": ""CSDC Alianza Universidad"", ""homeId"": 524872, ""id"": 71378238, ""league"": {""name"": ""Peru - Liga 2"", ""slug"": ""peru-liga-2""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CSDC Alianza Universidad,home,home,-2.0,,Betfair Exchange,odds_api_io,64.58,86.33,97.44,,,69.73,,,xg_spread,213.177,1.778,0.32,,sstats,,insufficient_history,,,,,,
soccer|ca rosario central|estudiantes la plata|2026-05-31,day_inventory,71633180,soccer,Argentina - Copa Argentina,Estudiantes de La Plata,CA Rosario Central,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Argentina - Copa Argentina"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca rosario central|estudiantes la plata|2026-05-31"", ""odds_api_io_id"": 71633180, ""raw_event"": {""away"": ""CA Rosario Central"", ""awayId"": 3217, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Estudiantes de La Plata"", ""homeId"": 3206, ""id"": 71633180, ""league"": {""name"": ""Argentina - Copa Argentina"", ""slug"": ""argentina-copa-argentina""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CA Rosario Central,away,away,-0.75,,Betfair Exchange,odds_api_io,50.39,59.71,64.25,,,65.87,,,xg_spread,148.881,0.833,0.873,,sstats,,insufficient_history,,,,,,
soccer|ca defensores unidos|csd flandria|2026-05-31,day_inventory,67119356,soccer,Argentina - Primera B,CA Defensores Unidos,CSD Flandria,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera B"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca defensores unidos|csd flandria|2026-05-31"", ""odds_api_io_id"": 67119356, ""raw_event"": {""away"": ""CSD Flandria"", ""awayId"": 112505, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""CA Defensores Unidos"", ""homeId"": 93515, ""id"": 67119356, ""league"": {""name"": ""Argentina - Primera B"", ""slug"": ""argentina-primera-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CSD Flandria,away,away,-0.5,,Betfair Exchange,odds_api_io,47.74,49.2,49.9,,,64.7,,,xg_spread,114.658,1.0,0.774,,sstats,,insufficient_history,,,,,,
soccer|ca excursionistas|ca villa san carlos|2026-05-31,day_inventory,67119370,soccer,Argentina - Primera B,CA Villa San Carlos,CA Excursionistas,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera B"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca excursionistas|ca villa san carlos|2026-05-31"", ""odds_api_io_id"": 67119370, ""raw_event"": {""away"": ""CA Excursionistas"", ""awayId"": 65672, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""CA Villa San Carlos"", ""homeId"": 107199, ""id"": 67119370, ""league"": {""name"": ""Argentina - Primera B"", ""slug"": ""argentina-primera-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CA Excursionistas,away,away,1.0,,Bet365,odds_api_io,54.37,48.37,45.35,,,68.52,,,xg_spread,155.761,0.706,1.143,,sstats,,insufficient_history,,,,,,
soccer|ca general lamadrid|yupanqui|2026-05-31,day_inventory,67125792,soccer,Argentina - Primera C,CA General Lamadrid,Yupanqui,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera C"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca general lamadrid|yupanqui|2026-05-31"", ""odds_api_io_id"": 67125792, ""raw_event"": {""away"": ""Yupanqui"", ""awayId"": 377558, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""CA General Lamadrid"", ""homeId"": 377556, ""id"": 67125792, ""league"": {""name"": ""Argentina - Primera C"", ""slug"": ""argentina-primera-c""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,totals,Больше 2.5,,,2.5,,,,,39.38,37.53,,,72.07,,,controlled_consensus_rescue,82.356,,,,,,,,,,,,
soccer|asd justo jose urquiza|cdm leandro n alem|2026-05-31,day_inventory,67122990,soccer,Argentina - Primera C,CDM Leandro N. Alem,ASD Justo Jose de Urquiza,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera C"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|asd justo jose urquiza|cdm leandro n alem|2026-05-31"", ""odds_api_io_id"": 67122990, ""raw_event"": {""away"": ""ASD Justo Jose de Urquiza"", ""awayId"": 211856, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""CDM Leandro N. Alem"", ""homeId"": 337371, ""id"": 67122990, ""league"": {""name"": ""Argentina - Primera C"", ""slug"": ""argentina-primera-c""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,ASD Justo Jose de Urquiza,away,away,0.75,,Bet365,odds_api_io,49.84,33.74,26.42,,,62.58,,,xg_spread,48.227,0.889,0.873,,sstats,,insufficient_history,,,,,,
soccer|almagro|ca guemes|2026-05-31,day_inventory,67118428,soccer,Argentina - Primera Nacional,Club Almagro,CA Guemes,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Argentina - Primera Nacional"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|almagro|ca guemes|2026-05-31"", ""odds_api_io_id"": 67118428, ""raw_event"": {""away"": ""CA Guemes"", ""awayId"": 266889, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Club Almagro"", ""homeId"": 4938, ""id"": 67118428, ""league"": {""name"": ""Argentina - Primera Nacional"", ""slug"": ""argentina-primera-nacional""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CA Guemes,away,away,-0.75,,Betfair Exchange,odds_api_io,50.15,45.22,44.08,,,62.45,,,xg_spread,130.249,1.044,1.059,,ensemble,,insufficient_history,,,,,,
soccer|ca bartolome mitre|ca boca unidos corrientes|2026-05-31,day_inventory,69614692,soccer,Argentina - Torneo Federal A,CA Boca Unidos Corrientes,CA Bartolome Mitre,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Argentina - Torneo Federal A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca bartolome mitre|ca boca unidos corrientes|2026-05-31"", ""odds_api_io_id"": 69614692, ""raw_event"": {""away"": ""CA Bartolome Mitre"", ""awayId"": 855135, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""CA Boca Unidos Corrientes"", ""homeId"": 36835, ""id"": 69614692, ""league"": {""name"": ""Argentina - Torneo Federal A"", ""slug"": ""argentina-torneo-federal-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,h2h,CA Boca Unidos Corrientes,home,home,,,Unibet,odds_api_io,42.74,37.55,35.24,,,58.59,,,soccer_context,13.092,1.021,0.828,,sstats,,insufficient_history,,,,,,
soccer|douglas haig|gimnasia y esgrima concepcion uruguay|2026-05-31,day_inventory,69614360,soccer,Argentina - Torneo Federal A,Douglas Haig,Gimnasia y Esgrima de Concepcion del Uruguay,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Argentina - Torneo Federal A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|douglas haig|gimnasia y esgrima concepcion uruguay|2026-05-31"", ""odds_api_io_id"": 69614360, ""raw_event"": {""away"": ""Gimnasia y Esgrima de Concepcion del Uruguay"", ""awayId"": 93517, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Douglas Haig"", ""homeId"": 76199, ""id"": 69614360, ""league"": {""name"": ""Argentina - Torneo Federal A"", ""slug"": ""argentina-torneo-federal-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Douglas Haig,home,home,-2.0,,Unibet,odds_api_io,61.85,38.52,27.78,,,63.65,,,xg_spread,72.926,1.569,0.384,,sstats,,insufficient_history,,,,,,
soccer|iape ma|sampaio correa ma|2026-05-31,day_inventory,70320690,soccer,Brazil - Brasileiro Serie D,Iape MA,Sampaio Correa FC MA,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie D"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|iape ma|sampaio correa ma|2026-05-31"", ""odds_api_io_id"": 70320690, ""raw_event"": {""away"": ""Sampaio Correa FC MA"", ""awayId"": 2005, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Iape MA"", ""homeId"": 49203, ""id"": 70320690, ""league"": {""name"": ""Brazil - Brasileiro Serie D"", ""slug"": ""brazil-brasileiro-serie-d""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Sampaio Correa FC MA,away,away,-1.0,,Bet365,odds_api_io,58.28,74.01,81.77,,,66.83,,,xg_spread,128.683,0.505,1.333,,sstats,,insufficient_history,,,,,,
soccer|imperatriz ma|oratorio rc ap|2026-05-31,day_inventory,70320600,soccer,Brazil - Brasileiro Serie D,Oratorio RC AP,SD Imperatriz MA,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie D"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|imperatriz ma|oratorio rc ap|2026-05-31"", ""odds_api_io_id"": 70320600, ""raw_event"": {""away"": ""SD Imperatriz MA"", ""awayId"": 21852, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Oratorio RC AP"", ""homeId"": 90266, ""id"": 70320600, ""league"": {""name"": ""Brazil - Brasileiro Serie D"", ""slug"": ""brazil-brasileiro-serie-d""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,SD Imperatriz MA,away,away,-1.0,,Unibet,odds_api_io,52.1,63.18,68.61,,,66.13,,,xg_spread,188.005,0.857,1.067,,sstats,,insufficient_history,,,,,,
soccer|alagoinhas ba|juazeirense ba|2026-05-31,day_inventory,70322806,soccer,Brazil - Brasileiro Serie D,SD Juazeirense BA,Alagoinhas AC BA,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie D"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|alagoinhas ba|juazeirense ba|2026-05-31"", ""odds_api_io_id"": 70322806, ""raw_event"": {""away"": ""Alagoinhas AC BA"", ""awayId"": 525349, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""SD Juazeirense BA"", ""homeId"": 61724, ""id"": 70322806, ""league"": {""name"": ""Brazil - Brasileiro Serie D"", ""slug"": ""brazil-brasileiro-serie-d""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",published,totals,Больше 2.5,,,2.5,,,,,53.55,50.05,,,78.5,,,controlled_consensus_rescue,94.5,,,,,,,,,,,,
soccer|mali coura|onze createurs|2026-05-31,day_inventory,71740896,soccer,Mali - Ligue 1,Onze Createurs,FC Mali Coura,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Mali - Ligue 1"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|mali coura|onze createurs|2026-05-31"", ""odds_api_io_id"": 71740896, ""raw_event"": {""away"": ""FC Mali Coura"", ""awayId"": 1307990, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Onze Createurs"", ""homeId"": 391624, ""id"": 71740896, ""league"": {""name"": ""Mali - Ligue 1"", ""slug"": ""mali-ligue-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Onze Createurs,home,home,-1.25,,Bet365,odds_api_io,51.71,32.37,23.53,,,63.06,,,xg_spread,71.958,1.004,0.833,,sstats,,insufficient_history,,,,,,
soccer|as bakaridjan|union sportive bougouba|2026-05-31,day_inventory,71813890,soccer,Mali - Ligue 1,Union Sportive Bougouba,AS Bakaridjan,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Mali - Ligue 1"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|as bakaridjan|union sportive bougouba|2026-05-31"", ""odds_api_io_id"": 71813890, ""raw_event"": {""away"": ""AS Bakaridjan"", ""awayId"": 655835, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Union Sportive Bougouba"", ""homeId"": 463807, ""id"": 71813890, ""league"": {""name"": ""Mali - Ligue 1"", ""slug"": ""mali-ligue-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
