match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|academica|marin legends|2026-05-31,day_inventory,69091330,soccer,USA - USL League Two,Marin FC Legends,Academica SC,2026-05-31T22:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|academica|marin legends|2026-05-31"", ""odds_api_io_id"": 69091330, ""raw_event"": {""away"": ""Academica SC"", ""awayId"": 559226, ""date"": ""2026-05-31T22:00:00Z"", ""home"": ""Marin FC Legends"", ""homeId"": 874825, ""id"": 69091330, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Marin FC Legends,home,home,-1.5,,Bet365,odds_api_io,50.28,27.86,22.72,,,64.33,,,xg_spread,41.122,1.806,1.778,,ensemble,,insufficient_history,,,,,,
soccer|albion colorado|flatirons|2026-05-31,day_inventory,68989220,soccer,USA - USL W League,Albion SC Colorado,Flatirons FC,2026-05-31T22:00:00+00:00,mid,"{""competition"": ""USA - USL W League"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|albion colorado|flatirons|2026-05-31"", ""odds_api_io_id"": 68989220, ""raw_event"": {""away"": ""Flatirons FC"", ""awayId"": 1108181, ""date"": ""2026-05-31T22:00:00Z"", ""home"": ""Albion SC Colorado"", ""homeId"": 1108165, ""id"": 68989220, ""league"": {""name"": ""USA - USL W League"", ""slug"": ""usa-usl-w-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|bath estate|south east|2026-05-31,day_inventory,71762796,soccer,Dominica - DFA Premier,Bath Estate,South East,2026-05-31T22:30:00+00:00,mid,"{""competition"": ""Dominica - DFA Premier"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|bath estate|south east|2026-05-31"", ""odds_api_io_id"": 71762796, ""raw_event"": {""away"": ""South East"", ""awayId"": 371510, ""date"": ""2026-05-31T22:30:00Z"", ""home"": ""Bath Estate"", ""homeId"": 525931, ""id"": 71762796, ""league"": {""name"": ""Dominica - DFA Premier"", ""slug"": ""dominica-dfa-premier""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Bath Estate,home,home,-1.5,,Bet365,odds_api_io,58.66,27.83,20.91,,,61.81,,,xg_spread,52.971,1.657,0.791,,clubelo,,insufficient_history,,,,,,
soccer|chattanooga|orlando city b|2026-05-31,day_inventory,68157014,soccer,USA - MLS Next Pro,Orlando City B,Chattanooga FC,2026-05-31T23:00:00+00:00,mid,"{""competition"": ""USA - MLS Next Pro"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|chattanooga|orlando city b|2026-05-31"", ""odds_api_io_id"": 68157014, ""raw_event"": {""away"": ""Chattanooga FC"", ""awayId"": 153486, ""date"": ""2026-05-31T23:00:00Z"", ""home"": ""Orlando City B"", ""homeId"": 252137, ""id"": 68157014, ""league"": {""name"": ""USA - MLS Next Pro"", ""slug"": ""usa-mls-next-pro""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",publishable,spreads,Chattanooga FC,away,away,-1.5,,Betfair Exchange,odds_api_io,45.61,58.68,68.65,,,68.33,,,xg_spread,183.114,1.61,1.171,,ensemble,,insufficient_history,,,,,,
soccer|michigan rangers|wisconsin conquerors|2026-05-31,day_inventory,71220702,soccer,USA - National Premier Soccer League,Michigan Rangers FC,Wisconsin Conquerors FC,2026-05-31T23:00:00+00:00,mid,"{""competition"": ""USA - National Premier Soccer League"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|michigan rangers|wisconsin conquerors|2026-05-31"", ""odds_api_io_id"": 71220702, ""raw_event"": {""away"": ""Wisconsin Conquerors FC"", ""awayId"": 1110781, ""date"": ""2026-05-31T23:00:00Z"", ""home"": ""Michigan Rangers FC"", ""homeId"": 1005495, ""id"": 71220702, ""league"": {""name"": ""USA - National Premier Soccer League"", ""slug"": ""usa-national-premier-soccer-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|staten island asc|westchester flames|2026-05-31,day_inventory,69091334,soccer,USA - USL League Two,Westchester Flames,Staten Island Asc,2026-05-31T23:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|staten island asc|westchester flames|2026-05-31"", ""odds_api_io_id"": 69091334, ""raw_event"": {""away"": ""Staten Island Asc"", ""awayId"": 1107709, ""date"": ""2026-05-31T23:00:00Z"", ""home"": ""Westchester Flames"", ""homeId"": 334435, ""id"": 69091334, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Westchester Flames,home,home,-1.5,,Bet365,odds_api_io,55.41,27.15,20.91,,,60.02,,,xg_spread,48.36,1.477,0.936,,clubelo,,insufficient_history,,,,,,
soccer|cleveland force|pittsburgh steel city|2026-05-31,day_inventory,68989208,soccer,USA - USL W League,Cleveland Force SC,Pittsburgh Steel City,2026-05-31T23:00:00+00:00,mid,"{""competition"": ""USA - USL W League"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|cleveland force|pittsburgh steel city|2026-05-31"", ""odds_api_io_id"": 68989208, ""raw_event"": {""away"": ""Pittsburgh Steel City"", ""awayId"": 370978, ""date"": ""2026-05-31T23:00:00Z"", ""home"": ""Cleveland Force SC"", ""homeId"": 991799, ""id"": 68989208, ""league"": {""name"": ""USA - USL W League"", ""slug"": ""usa-usl-w-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|portland cherry bombs|tacoma galaxy|2026-05-31,day_inventory,68989222,soccer,USA - USL W League,Tacoma Galaxy,Portland Cherry Bombs FC,2026-05-31T23:00:00+00:00,mid,"{""competition"": ""USA - USL W League"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|portland cherry bombs|tacoma galaxy|2026-05-31"", ""odds_api_io_id"": 68989222, ""raw_event"": {""away"": ""Portland Cherry Bombs FC"", ""awayId"": 1328292, ""date"": ""2026-05-31T23:00:00Z"", ""home"": ""Tacoma Galaxy"", ""homeId"": 1108163, ""id"": 68989222, ""league"": {""name"": ""USA - USL W League"", ""slug"": ""usa-usl-w-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,totals,Меньше,under,,2.5,,Bet365,odds_api_io,67.97,54.69,48.68,,,62.17,,,xg_total,30.21,1.116,0.873,,sstats,,insufficient_history,,,,,,
soccer|cs emelec|universidad catolica ecuador|2026-05-31,day_inventory,68687676,soccer,Ecuador - LigaPro Primera A,CS Emelec,CD Universidad Catolica del Ecuador,2026-05-31T23:10:00+00:00,mid,"{""competition"": ""Ecuador - LigaPro Primera A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|cs emelec|universidad catolica ecuador|2026-05-31"", ""odds_api_io_id"": 68687676, ""raw_event"": {""away"": ""CD Universidad Catolica del Ecuador"", ""awayId"": 21942, ""date"": ""2026-05-31T23:10:00Z"", ""home"": ""CS Emelec"", ""homeId"": 5255, ""id"": 68687676, ""league"": {""name"": ""Ecuador - LigaPro Primera A"", ""slug"": ""ecuador-ligapro-primera-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CD Universidad Catolica del Ecuador,away,away,1.0,,Bet365,odds_api_io,50.82,44.2,39.05,,,69.53,,,xg_spread,144.992,1.248,1.33,,ensemble,,insufficient_history,,,,,,
soccer|remo pa|sao paulo sp|2026-05-31,day_inventory,66886836,soccer,Brazil - Brasileiro Serie A,Clube do Remo PA,Sao Paulo FC SP,2026-05-31T23:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|remo pa|sao paulo sp|2026-05-31"", ""odds_api_io_id"": 66886836, ""raw_event"": {""away"": ""Sao Paulo FC SP"", ""awayId"": 1981, ""date"": ""2026-05-31T23:30:00Z"", ""home"": ""Clube do Remo PA"", ""homeId"": 2012, ""id"": 66886836, ""league"": {""name"": ""Brazil - Brasileiro Serie A"", ""slug"": ""brazil-brasileiro-serie-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Sao Paulo FC SP,away,away,-4.0,,Unibet,odds_api_io,46.56,56.55,58.95,,,66.6,,,xg_spread,161.003,1.476,1.132,,ensemble,,insufficient_history,,,,,,
soccer|cruzeiro mg|fluminense rj|2026-05-31,day_inventory,66886828,soccer,Brazil - Brasileiro Serie A,Cruzeiro EC MG,Fluminense FC RJ,2026-05-31T23:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|cruzeiro mg|fluminense rj|2026-05-31"", ""odds_api_io_id"": 66886828, ""raw_event"": {""away"": ""Fluminense FC RJ"", ""awayId"": 1961, ""date"": ""2026-05-31T23:30:00Z"", ""home"": ""Cruzeiro EC MG"", ""homeId"": 1954, ""id"": 66886828, ""league"": {""name"": ""Brazil - Brasileiro Serie A"", ""slug"": ""brazil-brasileiro-serie-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Cruzeiro EC MG,home,home,-1.5,,Betfair Exchange,odds_api_io,51.79,65.7,77.81,,,77.1,,,xg_spread,194.947,1.343,1.164,,ensemble,,insufficient_history,,,,,,
soccer|cr brasil al|cuiaba mt|2026-05-31,day_inventory,68822942,soccer,Brazil - Brasileiro Serie B,Cuiaba EC MT,CR Brasil AL,2026-05-31T23:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie B"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|cr brasil al|cuiaba mt|2026-05-31"", ""odds_api_io_id"": 68822942, ""raw_event"": {""away"": ""CR Brasil AL"", ""awayId"": 22032, ""date"": ""2026-05-31T23:30:00Z"", ""home"": ""Cuiaba EC MT"", ""homeId"": 49202, ""id"": 68822942, ""league"": {""name"": ""Brazil - Brasileiro Serie B"", ""slug"": ""brazil-brasileiro-serie-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CR Brasil AL,away,away,-0.75,,Betfair Exchange,odds_api_io,46.89,52.18,56.16,,,67.41,,,xg_spread,170.399,1.297,0.986,,ensemble,,insufficient_history,,,,,,
soccer|figueirense|paysandu pa|2026-05-31,day_inventory,69255062,soccer,Brazil - Brasileiro Serie C,Figueirense FC SC,Paysandu SC PA,2026-05-31T23:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie C"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|figueirense|paysandu pa|2026-05-31"", ""odds_api_io_id"": 69255062, ""raw_event"": {""away"": ""Paysandu SC PA"", ""awayId"": 1997, ""date"": ""2026-05-31T23:30:00Z"", ""home"": ""Figueirense FC SC"", ""homeId"": 1985, ""id"": 69255062, ""league"": {""name"": ""Brazil - Brasileiro Serie C"", ""slug"": ""brazil-brasileiro-serie-c""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Paysandu SC PA,away,away,-0.75,,Betfair Exchange,odds_api_io,42.51,51.16,57.31,,,63.62,,,xg_spread,121.253,1.592,0.843,,clubelo,,insufficient_history,,,,,,
soccer|hill city|virginia marauders|2026-05-31,day_inventory,69091320,soccer,USA - USL League Two,Virginia Marauders FC,Hill City FC,2026-05-31T23:30:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|hill city|virginia marauders|2026-05-31"", ""odds_api_io_id"": 69091320, ""raw_event"": {""away"": ""Hill City FC"", ""awayId"": 1329138, ""date"": ""2026-05-31T23:30:00Z"", ""home"": ""Virginia Marauders FC"", ""homeId"": 991609, ""id"": 69091320, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|one knoxville|ssa swarm|2026-05-31,day_inventory,68989224,soccer,USA - USL W League,SSA Swarm FC,One Knoxville SC,2026-05-31T23:30:00+00:00,mid,"{""competition"": ""USA - USL W League"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|one knoxville|ssa swarm|2026-05-31"", ""odds_api_io_id"": 68989224, ""raw_event"": {""away"": ""One Knoxville SC"", ""awayId"": 1232597, ""date"": ""2026-05-31T23:30:00Z"", ""home"": ""SSA Swarm FC"", ""homeId"": 796942, ""id"": 68989224, ""league"": {""name"": ""USA - USL W League"", ""slug"": ""usa-usl-w-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,dnb,One Knoxville SC (0),away,away,,,Bet365,odds_api_io,79.79,49.09,42.33,,,59.79,,,h2h_ensemble,32.112,0.943,1.369,,clubelo,,,,,,,,
soccer|porto caravel|sv nacional|2026-06-01,day_inventory,71804370,soccer,Aruba - Division Honor,Porto Caravel,SV Deportivo Nacional,2026-06-01T00:00:00+00:00,mid,"{""competition"": ""Aruba - Division Honor"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|porto caravel|sv nacional|2026-06-01"", ""odds_api_io_id"": 71804370, ""raw_event"": {""away"": ""SV Deportivo Nacional"", ""awayId"": 431807, ""date"": ""2026-06-01T00:00:00Z"", ""home"": ""Porto Caravel"", ""homeId"": 530421, ""id"": 71804370, ""league"": {""name"": ""Aruba - Division Honor"", ""slug"": ""aruba-division-honor""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|audax italiano|palestino|2026-06-01,day_inventory,67681892,soccer,Chile - Primera Division,CD Palestino,Audax Italiano,2026-06-01T00:00:00+00:00,mid,"{""competition"": ""Chile - Primera Division"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|audax italiano|palestino|2026-06-01"", ""odds_api_io_id"": 67681892, ""raw_event"": {""away"": ""Audax Italiano"", ""awayId"": 3162, ""date"": ""2026-06-01T00:00:00Z"", ""home"": ""CD Palestino"", ""homeId"": 3157, ""id"": 67681892, ""league"": {""name"": ""Chile - Primera Division"", ""slug"": ""chile-primera-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CD Palestino,home,home,-1.5,,Betfair Exchange,odds_api_io,51.67,62.92,72.38,,,74.81,,,xg_spread,184.094,1.72,1.553,,ensemble,,insufficient_history,,,,,,
soccer|ponce|san juan|2026-06-01,day_inventory,69289870,soccer,Puerto Rico - LPR Pro,Ponce FC,San Juan FC,2026-06-01T00:00:00+00:00,mid,"{""competition"": ""Puerto Rico - LPR Pro"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ponce|san juan|2026-06-01"", ""odds_api_io_id"": 69289870, ""raw_event"": {""away"": ""San Juan FC"", ""awayId"": 1290271, ""date"": ""2026-06-01T00:00:00Z"", ""home"": ""Ponce FC"", ""homeId"": 1290265, ""id"": 69289870, ""league"": {""name"": ""Puerto Rico - LPR Pro"", ""slug"": ""puerto-rico-lpr-pro""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|oriental|tacuarembo|2026-06-01,day_inventory,71706468,soccer,Uruguay - Segunda Division,Club Oriental de Football,Tacuarembo FC,2026-06-01T00:00:00+00:00,mid,"{""competition"": ""Uruguay - Segunda Division"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|oriental|tacuarembo|2026-06-01"", ""odds_api_io_id"": 71706468, ""raw_event"": {""away"": ""Tacuarembo FC"", ""awayId"": 3225, ""date"": ""2026-06-01T00:00:00Z"", ""home"": ""Club Oriental de Football"", ""homeId"": 227294, ""id"": 71706468, ""league"": {""name"": ""Uruguay - Segunda Division"", ""slug"": ""uruguay-segunda-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Tacuarembo FC,away,away,-0.75,,Betfair Exchange,odds_api_io,56.62,62.06,63.53,,,63.09,,,xg_spread,150.284,0.775,1.437,,sstats_form,,insufficient_history,,,,,,
soccer|ballard|olympia|2026-06-01,day_inventory,69091336,soccer,USA - USL League Two,FC Olympia,Ballard FC,2026-06-01T00:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ballard|olympia|2026-06-01"", ""odds_api_io_id"": 69091336, ""raw_event"": {""away"": ""Ballard FC"", ""awayId"": 874821, ""date"": ""2026-06-01T00:00:00Z"", ""home"": ""FC Olympia"", ""homeId"": 874823, ""id"": 69091336, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|rkc third coast|rockford raptors|2026-06-01,day_inventory,69091338,soccer,USA - USL League Two,RKC Third Coast,Rockford Raptors,2026-06-01T00:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|rkc third coast|rockford raptors|2026-06-01"", ""odds_api_io_id"": 69091338, ""raw_event"": {""away"": ""Rockford Raptors"", ""awayId"": 1329172, ""date"": ""2026-06-01T00:00:00Z"", ""home"": ""RKC Third Coast"", ""homeId"": 991603, ""id"": 69091338, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|coastal spirit|northern|2026-06-01,day_inventory,71737512,soccer,New Zealand - National League,Northern AFC,Coastal Spirit FC,2026-06-01T01:00:00+00:00,mid,"{""competition"": ""New Zealand - National League"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|coastal spirit|northern|2026-06-01"", ""odds_api_io_id"": 71737512, ""raw_event"": {""away"": ""Coastal Spirit FC"", ""awayId"": 599896, ""date"": ""2026-06-01T01:00:00Z"", ""home"": ""Northern AFC"", ""homeId"": 732773, ""id"": 71737512, ""league"": {""name"": ""New Zealand - National League"", ""slug"": ""new-zealand-national-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Northern AFC,home,home,-0.75,,Bet365,odds_api_io,30.31,29.57,29.41,,,55.09,,,market_simple_spreads,53.645,,,,market_signal,,insufficient_history,,,,,,
